"id";"uuid";"session_id";"utm_source";"utm_medium";"utm_campaign"
"4329";"59d3213d-37a2-4c84-be6e-74a06ce8fdcf";"1726641634";"(direct)";"(none)";"(not set)"
"4330";"1495489132.1723753501";"1726641838";;;"(not set)"
"4331";"1240901162.1726641839";"1726641879";"google";"organic";"(not set)"
"4332";"1700226634.1726642053";"1726642122";"google";"cpc";"(not set)"
"4333";"a197f224-62ff-40fd-8f21-26f55807306a";"1726641009";"google";"organic";"(not set)"
"4334";"17bab3e7-6d15-4c9a-bdd3-336ce8259db5";"1726642647";"google";"cpc";"(not set)"
"4335";"1464761280.1726642655";"1726642647";"google";"cpc";"(not set)"
"4336";"769663059.1726642950";"1726642983";"redir.d-edgeconnect.media";"referral";"(not set)"
"4337";"763676192.1726642679";"1726642986";;;"(not set)"
"4338";"1922410557.1720163693";"1726643068";;;"(not set)"
"4339";"218822339.1726633440";"1726643090";"google";"cpc";"(not set)"
"4340";"2113315578.1720030897";"1726643206";;;"(not set)"
"4341";"1941241187.1726236793";"1726643641";;;"(not set)"
"4342";"1981076210.1714022124";"1726643704";;;"(not set)"
"4344";"1899618999.1714015295";"1726644004";"google";"organic";"(not set)"
"4346";"574828767.1724829557";"1726644023";"google";"cpc";"(not set)"
"4347";"199236435.1726643863";"1726644279";"google";"cpc";"(not set)"
"4350";"1388332849.1726042229";"1726645756";"google";"cpc";"(not set)"
"4351";"1289188088.1721736041";"1726645880";"google";"cpc";"(not set)"
"4352";"12787948.1715181120";"1726646066";"google";"cpc";"(not set)"
"4353";"1073066060.1726646032";"1726646280";;;"(not set)"
"4354";"1550594793.1714028899";"1726646285";;;"(not set)"
"4355";"2020026522.1726646605";"1726646647";"google";"cpc";"(not set)"
"4356";"260642298.1725548205";"1726646761";"google";"cpc";"(not set)"
"4357";"1873498610.1726314254";"1726646893";;;"(not set)"
"4358";"59312769.1726646837";"1726646905";"google";"cpc";"(not set)"
"4359";"1048996059.1726646825";"1726647013";;;"(not set)"
"4360";"639eb898-0e12-446f-9fc6-5cc21c5ce3a6";"1726647086";"google";"cpc";"(not set)"
"4361";"907634214.1726647061";"1726647087";"google";"cpc";"(not set)"
"4362";"285247133.1726647083";"1726647102";"google";"organic";"(not set)"
"4363";"75912636.1726647154";"1726647175";"google";"organic";"(not set)"
"4364";"1066515433.1726647432";"1726647432";"live";"organic";"(not set)"
"4365";"1868748768.1725863138";"1726647502";"google";"organic";"(not set)"
"4366";"1716012950.1711040902";"1726647607";"hotelcms.hu";"referral";"(not set)"
"4367";"2071211918.1726647652";"1726647730";"google";"cpc";"(not set)"
"4368";"2014207231.1726642950";"1726647784";"google";"cpc";"(not set)"
"4370";"1971804983.1726634508";"1726647840";;;"(not set)"
"4371";"329337488.1726647797";"1726647849";;;"(not set)"
"4372";"192467191.1726647644";"1726648296";"google";"cpc";"(not set)"
"4373";"fe3ac779-c00c-4a9f-b6cb-2bcc652c4ebe";"1726648405";"google";"cpc";"(not set)"
"4374";"4b0f7573-acec-47dd-b98b-f6e4ad049fc8";"1726648405";"google";"cpc";"(not set)"
"4375";"320824436.1726648475";"1726648523";"google";"cpc";"(not set)"
"4376";"641532353.1726510067";"1726648781";"google";"cpc";"(not set)"
"4377";"712515966.1726648988";"1726648923";"google";"cpc";"(not set)"
"4378";"636540922.1726577647";"1726649105";"google";"cpc";"(not set)"
"4379";"2083278935.1726648448";"1726649202";;;"(not set)"
"4380";"1010412519.1726566873";"1726649238";"google";"organic";"(not set)"
"4381";"3063382.1726649263";"1726649310";"google";"cpc";"(not set)"
"4382";"1253302892.1726231007";"1726649449";"facebook";"cpc";"campaign_1"
"4383";"373840101.1726644590";"1726649506";"google";"cpc";"(not set)"
"4384";"784574589.1726649441";"1726649518";"google";"cpc";"(not set)"
"4385";"1310977452.1726649514";"1726649551";"facebook";"cpc";"campaign_1"
"4386";"1484555549.1726649373";"1726649592";"google";"cpc";"(not set)"
"4387";"785870542.1726649879";"1726649945";"live";"organic";"(not set)"
"4388";"605928605.1726647758";"1726650168";"google";"cpc";"(not set)"
"4389";"883289746.1726650061";"1726650172";"google";"cpc";"(not set)"
"4390";"1077327452.1726650220";"1726650260";"google";"cpc";"(not set)"
"4391";"1804284048.1726650222";"1726650314";;;"(not set)"
"4392";"954709922.1726650221";"1726650356";"google";"cpc";"(not set)"
"4393";"471601185.1726650320";"1726650363";"google";"cpc";"(not set)"
"4394";"128410831.1726650376";"1726650389";"google";"cpc";"(not set)"
"4395";"491583136.1726492707";"1726650573";"google";"cpc";"(not set)"
"4396";"1363289854.1726650551";"1726650595";"facebook";"cpc";"campaign_1"
"4397";"1579123358.1726650725";"1726650757";"google";"cpc";"(not set)"
"4398";"53929241.1713808359";"1726650903";"live";"organic";"(not set)"
"4403";"674217773.1725619711";"1726651641";"redir.d-edgeconnect.media";"referral";"(not set)"
"4404";"2094638630.1726651743";"1726651811";"google";"cpc";"(not set)"
"4405";"447198934.1724667102";"1726651858";"google";"cpc";"(not set)"
"4406";"2136182393.1722859364";"1726652003";"l.instagram.com";"referral";"(not set)"
"4408";"1582461412.1716829339";"1726652169";"l.facebook.com";"referral";"(not set)"
"4409";"276531283.1726651957";"1726652205";;;"(not set)"
"4410";"554837453.1725777605";"1726652212";"facebook";"cpc";"campaign_1"
"4411";"447198934.1724667102";"1726652244";"redir.d-edgeconnect.media";"referral";"(not set)"
"4412";"269800609.1726652221";"1726652266";;;"(not set)"
"4413";"1088921417.1725528361";"1726652276";"google";"cpc";"(not set)"
"4414";"308002027.1726488621";"1726652601";"google";"cpc";"(not set)"
"4415";"1631793533.1726652599";"1726652670";;;"(not set)"
"4416";"954709922.1726650221";"1726653040";"google";"cpc";"(not set)"
"4417";"56184053.1726653118";"1726653205";;;"(not set)"
"4418";"b0405f3d-c9f9-4028-abd2-0aa2344b833b";"1726653211";"redir.d-edgeconnect.media";"referral";"(not set)"
"4419";"97131264-2811-4ba3-afad-b69286b87d06";"1726653211";"redir.d-edgeconnect.media";"referral";"(not set)"
"4420";"1644406876.1726653263";"1726653461";"google";"cpc";"(not set)"
"4421";"2006995398.1726653393";"1726653556";"(direct)";"(none)";"(not set)"
"4422";"498056633.1726652892";"1726653651";"google";"cpc";"(not set)"
"4423";"687497279.1726653601";"1726653678";;;"(not set)"
"4424";"469612258.1725360457";"1726654045";"google";"cpc";"(not set)"
"4425";"1061072490.1726653989";"1726654082";"google";"cpc";"(not set)"
"4426";"1385768052.1726654086";"1726654331";"(direct)";"(none)";"(not set)"
"4427";"1879846432.1726653799";"1726654519";;;"(not set)"
"4428";"1472272554.1725973543";"1726655078";;;"(not set)"
"4429";"1638881644.1726655031";"1726655193";"google";"cpc";"(not set)"
"4430";"1077327452.1726650220";"1726655202";"google";"cpc";"(not set)"
"4431";"6d91af03-3b61-4f0d-b413-0083018c785b";"1726655547";"facebook";"cpc";"campaign_1"
"4432";"515653507.1726655553";"1726655547";"facebook";"cpc";"campaign_1"
"4433";"874398879.1726654885";"1726655721";"google";"cpc";"(not set)"
"4434";"1614074142.1726651907";"1726655892";"google";"cpc";"(not set)"
"4435";"707679566.1726655715";"1726656043";;;"(not set)"
"4436";"1562536017.1726656078";"1726656195";"google";"organic";"(not set)"
"4437";"420714742.1726651277";"1726656512";"google";"cpc";"(not set)"
"4439";"1679305588.1724743423";"1726656682";"google";"organic";"(not set)"
"4440";"1292321669.1726656729";"1726656739";"google";"organic";"(not set)"
"4442";"1022819362.1726654389";"1726657166";"google";"cpc";"hu_brand"
"4443";"937042715.1726657221";"1726657243";"google";"cpc";"(not set)"
"4444";"1804703864.1726641669";"1726657291";"redir.d-edgeconnect.media";"referral";"(not set)"
"4445";"1211636493.1726657288";"1726657474";"google";"cpc";"(not set)"
"4446";"2110594522.1726657152";"1726657589";;;"(not set)"
"4447";"294515010.1725277747";"1726657640";;;"(not set)"
"4448";"1022819362.1726654389";"1726658063";"google";"cpc";"(not set)"
"4449";"56571486.1726658288";"1726658345";"live";"organic";"(not set)"
"4450";"1630217811.1726658394";"1726658485";"google";"cpc";"(not set)"
"4451";"907181584.1726657993";"1726658528";"google";"organic";"(not set)"
"4452";"1373444346.1718512106";"1726658858";"(direct)";"(none)";"(not set)"
"4453";"1602478294.1714129316";"1726659057";"google";"organic";"(not set)"
"4454";"58406317.1725262825";"1726659369";"www.saferpay.com";"referral";"(not set)"
"4455";"97190141.1724334921";"1726659495";"google";"cpc";"(not set)"
"4456";"1041529805.1726647427";"1726659502";"google";"cpc";"(not set)"
"4457";"485131463.1726659656";"1726659671";;;"(not set)"
"4459";"1191100425.1724068825";"1726660068";"google";"cpc";"(not set)"
"4460";"460269785.1726660067";"1726660218";"google";"cpc";"(not set)"
"4461";"611348756.1726660269";"1726660308";"google";"cpc";"(not set)"
"4462";"700952275.1719659062";"1726660398";"google";"cpc";"(not set)"
"4463";"1306467371.1726660432";"1726660506";"google";"cpc";"(not set)"
"4464";"1714046726.1726237667";"1726660833";"facebook";"cpc";"campaign_1"
"4465";"1424391172.1726609297";"1726660880";"google";"cpc";"(not set)"
"4466";"1629065953.1726660493";"1726661215";;;"(not set)"
"4467";"1629065953.1726660493";"1726661486";;;"(not set)"
"4468";"667234042.1726658228";"1726661494";"google";"cpc";"(not set)"
"4469";"528337376.1724333036";"1726661509";"www.saferpay.com";"referral";"(not set)"
"4470";"1375309937.1726661649";"1726661687";"google";"cpc";"(not set)"
"4471";"2131342941.1726122158";"1726661709";;;"(not set)"
"4472";"1982076664.1719410084";"1726661876";"google";"cpc";"(not set)"
"4473";"390577555.1726501954";"1726661938";"facebook";"cpc";"campaign_1"
"4474";"1110662854.1716838195";"1726661970";;;"(not set)"
"4475";"1886370373.1724082826";"1726662098";;;"(not set)"
"4476";"1049584862.1726662344";"1726662468";"google";"cpc";"(not set)"
"4477";"983362637.1726662792";"1726662892";"facebook";"cpc";"campaign_1"
"4478";"1103919569.1726433038";"1726663107";"google";"cpc";"(not set)"
"4479";"1795682355.1726663121";"1726663165";"google";"cpc";"(not set)"
"4480";"2096196732.1714381976";"1726663245";"google";"cpc";"(not set)"
"4481";"194327735.1725980154";"1726663266";"google";"organic";"(not set)"
"4482";"902475900.1726663376";"1726663461";"google";"cpc";"(not set)"
"4483";"588935067.1726663042";"1726663469";;;"(not set)"
"4484";"1111374310.1726663553";"1726663596";"google";"cpc";"(not set)"
"4485";"33438575.1723726489";"1726663659";"google";"organic";"(not set)"
"4486";"1281348164.1724932850";"1726663752";"google";"cpc";"(not set)"
"4487";"1153768265.1726664075";"1726664102";"google";"cpc";"(not set)"
"4488";"333401966.1725529867";"1726664302";"google";"cpc";"(not set)"
"4489";"1524762920.1725540701";"1726664307";"google";"cpc";"(not set)"
"4490";"132200216.1726664325";"1726664371";"google";"cpc";"(not set)"
"4491";"613526431.1726664486";"1726664533";"google";"cpc";"(not set)"
"4492";"1583295213.1726664874";"1726664893";"google";"cpc";"(not set)"
"4493";"824061198.1726601076";"1726664930";"google";"cpc";"(not set)"
"4494";"340235474.1726664748";"1726664958";"google";"cpc";"(not set)"
"4495";"1129279880.1726664882";"1726665183";"google";"cpc";"(not set)"
"4496";"661361995.1726665050";"1726665187";;;"(not set)"
"4497";"1140534648.1713990720";"1726665302";"redir.d-edgeconnect.media";"referral";"(not set)"
"4498";"1120677006.1726665373";"1726665408";"google";"cpc";"(not set)"
"4499";"216254397.1726665440";"1726665454";"(direct)";"(none)";"(not set)"
"4500";"342028065.1726665820";"1726665861";"google";"organic";"(not set)"
"4501";"1775894570.1706695336";"1726666038";"google";"cpc";"(not set)"
"4502";"102643333.1726504697";"1726666046";"google";"cpc";"(not set)"
"4503";"974898421.1726666410";"1726666449";"google";"cpc";"(not set)"
"4504";"168171791.1726666275";"1726666610";;;"(not set)"
"4505";"2050528524.1714038759";"1726666621";"facebook";"cpc";"campaign_1"
"4506";"469612258.1725360457";"1726666651";"google";"cpc";"(not set)"
"4507";"918268112.1726666670";"1726666735";"google";"cpc";"(not set)"
"4508";"1983721288.1726666699";"1726666770";"google";"cpc";"(not set)"
"4509";"56571486.1726658288";"1726666911";"live";"organic";"(not set)"
"4510";"1122544709.1726666882";"1726666978";"facebook";"cpc";"campaign_1"
"4511";"116144818.1726302268";"1726667163";"facebook";"cpc";"campaign_1"
"4512";"894442213.1725446975";"1726667165";"google";"cpc";"(not set)"
"4513";"786798245.1726667197";"1726667223";"google";"cpc";"(not set)"
"4514";"1239570548.1726667235";"1726667267";"google";"cpc";"(not set)"
"4515";"1506539649.1726667418";"1726667495";"google";"cpc";"(not set)"
"4516";"1297828117.1726667634";"1726667681";"redir.d-edgeconnect.media";"referral";"(not set)"
"4517";"1427841735.1726667823";"1726667868";"google";"organic";"(not set)"
"4518";"659229605.1726667801";"1726667882";"google";"cpc";"(not set)"
"4519";"475665027.1726146818";"1726667910";"google";"cpc";"(not set)"
"4520";"106141308.1720704975";"1726667982";"bing";"cpc";"campaign_2"
"4521";"78967978.1726667666";"1726667990";"google";"cpc";"(not set)"
"4522";"452125472.1726668071";"1726668168";"(direct)";"(none)";"(not set)"
"4523";"1455640632.1726146053";"1726668230";"redir.d-edgeconnect.media";"referral";"(not set)"
"4524";"695481844.1726668250";"1726668321";"google";"cpc";"(not set)"
"4525";"733739381.1726668361";"1726668387";"google";"cpc";"(not set)"
"4526";"1900819926.1724412572";"1726668578";"google";"cpc";"(not set)"
"4527";"2037214368.1716235827";"1726668612";;;"(not set)"
"4528";"2037214368.1716235827";"1726668770";"google";"organic";"(not set)"
"4529";"2171969.1725994020";"1726669080";"facebook";"cpc";"campaign_1"
"4530";"371718159.1719219281";"1726669232";"google";"organic";"(not set)"
"4531";"1802285759.1724589706";"1726669283";"live";"organic";"(not set)"
"4532";"499388700.1726628127";"1726669351";"google";"cpc";"(not set)"
"4533";"585463036.1726669426";"1726669514";"google";"cpc";"(not set)"
"4534";"980544792.1726667897";"1726669514";"google";"cpc";"(not set)"
"4535";"1156970476.1726669485";"1726669541";"(direct)";"(none)";"(not set)"
"4536";"2035423916.1726669287";"1726669655";"google";"organic";"(not set)"
"4537";"991040640.1726669934";"1726669973";"google";"cpc";"(not set)"
"4538";"1116820482.1726512378";"1726670075";"google";"organic";"(not set)"
"4539";"750035043.1726670092";"1726670184";"(direct)";"(none)";"(not set)"
"4540";"162471183.1726670172";"1726670252";"google";"cpc";"(not set)"
"4541";"741127891.1726670512";"1726670536";"google";"cpc";"(not set)"
"4544";"814039845.1726670858";"1726670922";"google";"cpc";"(not set)"
"4545";"887256123.1718476756";"1726671123";"google";"cpc";"(not set)"
"4546";"947498088.1726671224";"1726671228";"redir.d-edgeconnect.media";"referral";"(not set)"
"4547";"402218551.1726671536";"1726671550";"facebook";"cpc";"campaign_1"
"4548";"499388700.1726628127";"1726672343";"google";"cpc";"(not set)"
"4549";"1573379588.1726671999";"1726672600";"google";"organic";"(not set)"
"4550";"1801879186.1726672506";"1726672607";"google";"cpc";"(not set)"
"4551";"1996424358.1726672582";"1726672622";"facebook";"cpc";"campaign_1"
"4552";"146910611.1720677952";"1726672656";"google";"cpc";"(not set)"
"4553";"218318408.1726672819";"1726672855";"bing";"cpc";"HU "
"4554";"1192045696.1721760628";"1726672985";"google";"cpc";"hu_brand"
"4555";"1630845790.1717334526";"1726673288";;;"(not set)"
"4556";"733739381.1726668361";"1726673621";"google";"cpc";"(not set)"
"4557";"53584330.1718794965";"1726673913";"facebook";"cpc";"campaign_1"
"4558";"582047278.1719745621";"1726674823";"facebook";"cpc";"campaign_1"
"4559";"811340626.1726674834";"1726675021";"google";"cpc";"(not set)"
"4560";"654897914.1724932269";"1726675211";"google";"cpc";"(not set)"
"4561";"1374503601.1726668644";"1726675333";"google";"cpc";"(not set)"
"4562";"1237958735.1724788044";"1726675763";"google";"cpc";"(not set)"
"4563";"245375090.1726675758";"1726675794";"google";"cpc";"(not set)"
"4564";"1007694494.1726676415";"1726676493";"google";"organic";"(not set)"
"4565";"294496795.1726676697";"1726676727";"google";"cpc";"(not set)"
"4566";"1065959163.1726676685";"1726676809";;;"(not set)"
"4567";"1638558266.1716133170";"1726676858";;;"(not set)"
"4568";"549348729.1726677291";"1726677430";"google";"cpc";"(not set)"
"4569";"396051485.1726493252";"1726677480";"google";"cpc";"(not set)"
"4570";"1236499032.1726490972";"1726677674";"google";"organic";"(not set)"
"4571";"460184982.1721398706";"1726678239";"facebook";"cpc";"campaign_1"
"4572";"1662435520.1726678292";"1726678332";"google";"organic";"(not set)"
"4573";"441938477.1725910890";"1726678334";;;"(not set)"
"4574";"575315590.1726678645";"1726678705";"google";"cpc";"(not set)"
"4575";"233428222.1726415146";"1726678742";;;"(not set)"
"4576";"1741448238.1726678870";"1726678926";"google";"cpc";"(not set)"
"4577";"834385037.1726678992";"1726679187";;;"(not set)"
"4578";"126715463.1714668133";"1726679405";;;"(not set)"
"4579";"1125289764.1726679084";"1726679496";"google";"cpc";"(not set)"
"4580";"1693648135.1726679382";"1726679669";"google";"cpc";"(not set)"
"4581";"166467093.1726679879";"1726679966";"google";"cpc";"(not set)"
"4582";"626500874.1726604947";"1726680028";;;"(not set)"
"4583";"311338134.1726680159";"1726680198";"google";"cpc";"(not set)"
"4584";"1285987037.1726680077";"1726680249";"(direct)";"(none)";"(not set)"
"4585";"1705059803.1726680303";"1726680375";"google";"cpc";"(not set)"
"4586";"1178455393.1714567527";"1726680496";;;"(not set)"
"4587";"1952616285.1726666359";"1726680526";"google";"cpc";"(not set)"
"4588";"1760858015.1726680601";"1726680619";"google";"cpc";"(not set)"
"4589";"1762505071.1721236904";"1726680801";;;"(not set)"
"4590";"1168034004.1714331970";"1726680979";"google";"cpc";"(not set)"
"4591";"1760654526.1726680819";"1726681035";"l.instagram.com";"referral";"(not set)"
"4593";"2043832354.1726648176";"1726681103";;;"(not set)"
"4594";"2009914806.1726681045";"1726681205";"google";"cpc";"(not set)"
"4595";"1700226634.1726642053";"1726681221";"google";"cpc";"(not set)"
"4596";"1103919569.1726433038";"1726681232";;;"(not set)"
"4597";"1300492524.1726681235";"1726681302";"google";"cpc";"(not set)"
"4598";"1701944460.1717081890";"1726681503";;;"(not set)"
"4599";"1955808171.1725648120";"1726681506";"source_1";"referral";"(not set)"
"4601";"1701944460.1717081890";"1726681739";;;"(not set)"
"4602";"1174419281.1724858868";"1726681867";"securepay.simplepay.hu";"referral";"(not set)"
"4603";"584519461.1726681827";"1726681882";"facebook";"cpc";"campaign_1"
"4604";"2036297230.1726681589";"1726681937";"google";"cpc";"(not set)"
"4605";"450530000.1714287733";"1726682116";;;"(not set)"
"4606";"2093739679.1726682936";"1726682956";"google";"organic";"(not set)"
"4607";"1701944460.1717081890";"1726683045";;;"(not set)"
"4608";"225741555.1726682978";"1726683050";"google";"cpc";"(not set)"
"4609";"188168072.1724318235";"1726683300";"google";"cpc";"(not set)"
"4611";"887256123.1718476756";"1726683718";"google";"cpc";"(not set)"
"4612";"1987639517.1726683907";"1726683960";;;"(not set)"
"4613";"1360755164.1714418829";"1726683987";"facebook";"cpc";"campaign_1"
"4614";"707760954.1720088048";"1726684015";"facebook";"cpc";"campaign_1"
"4615";"1708905844.1726683787";"1726684018";"(direct)";"(none)";"(not set)"
"4616";"1973902628.1726684222";"1726684282";"google";"cpc";"(not set)"
"4617";"1906495683.1726684298";"1726684332";"google";"cpc";"(not set)"
"4618";"1235508386.1726684369";"1726684470";"google";"cpc";"(not set)"
"4619";"1942239002.1726684438";"1726684597";"google";"organic";"(not set)"
"4620";"1397019767.1726685308";"1726685358";"google";"cpc";"(not set)"
"4621";"1835570403.1726685426";"1726685493";"facebook";"cpc";"campaign_1"
"4622";"721681927.1726685396";"1726685505";"google";"cpc";"(not set)"
"4623";"629668278.1723931789";"1726685602";"google";"cpc";"(not set)"
"4624";"1374503601.1726668644";"1726685832";"google";"cpc";"(not set)"
"4625";"1163725701.1724692086";"1726686285";"google";"cpc";"(not set)"
"4626";"942201327.1726686071";"1726686408";"google";"organic";"(not set)"
"4627";"1250998674.1726686439";"1726686493";"redir.d-edgeconnect.media";"referral";"(not set)"
"4628";"1161620425.1725109605";"1726686515";"google";"cpc";"(not set)"
"4629";"438496759.1725997780";"1726686552";"google";"cpc";"(not set)"
"4630";"1946788945.1726686587";"1726686646";"google";"cpc";"(not set)"
"4631";"92631409.1725679586";"1726686799";"bing";"cpc";"campaign_2"
"4632";"161094948.1726686790";"1726686816";"google";"cpc";"(not set)"
"4633";"1413975714.1726578402";"1726686946";"google";"cpc";"(not set)"
"4634";"851407364.1726686818";"1726686956";"google";"cpc";"(not set)"
"4635";"1288787096.1724600315";"1726686979";"google";"cpc";"(not set)"
"4636";"602702079.1726686931";"1726687019";"google";"cpc";"(not set)"
"4637";"1679792748.1726687061";"1726687104";"google";"cpc";"(not set)"
"4639";"1463132122.1726687601";"1726687702";"(direct)";"(none)";"(not set)"
"4640";"1278456450.1726687663";"1726687756";"google";"cpc";"(not set)"
"4641";"1714074507.1726687413";"1726688031";"facebook";"cpc";"campaign_1"
"4642";"233025392.1726687977";"1726688113";"google";"cpc";"(not set)"
"4643";"460761242.1722078582";"1726688155";"google";"cpc";"(not set)"
"4644";"1626179.1726688263";"1726688378";;;"(not set)"
"4645";"16291198.1726688351";"1726688399";"(direct)";"(none)";"(not set)"
"4646";"2011067689.1726688404";"1726688504";"google";"cpc";"(not set)"
"4647";"1858794051.1724910885";"1726688548";"google";"cpc";"(not set)"
"4648";"1024299705.1726688681";"1726688713";"google";"cpc";"(not set)"
"4649";"1870433323.1726688736";"1726688743";"google";"cpc";"(not set)"
"4650";"1131130030.1725904041";"1726688752";;;"(not set)"
"4651";"578435203.1714058232";"1726688850";"google";"organic";"(not set)"
"4652";"722972156.1726689019";"1726689060";"google";"cpc";"(not set)"
"4653";"804904432.1726688994";"1726689090";;;"(not set)"
"4654";"950334778.1713952880";"1726689264";;;"(not set)"
"4655";"887256123.1718476756";"1726689283";"google";"cpc";"(not set)"
"4656";"1244545058.1718829611";"1726689337";"facebook";"cpc";"campaign_1"
"4657";"8ecbfd82-ca33-49a5-a346-19eb96dde241";"1726689506";"facebook";"cpc";"campaign_1"
"4658";"f3739c58-5a0c-4913-af61-a77919f9afa9";"1726689506";"facebook";"cpc";"campaign_1"
"4659";"6376f16c-34b3-4bad-a78d-6d5c4b724202";"1726689506";"facebook";"cpc";"campaign_1"
"4660";"438496759.1725997780";"1726689761";"google";"cpc";"(not set)"
"4661";"624411316.1726689802";"1726690068";"google";"cpc";"(not set)"
"4662";"2029951080.1726690086";"1726690223";"google";"cpc";"(not set)"
"4663";"239952139.1726083498";"1726690630";"facebook";"cpc";"campaign_1"
