,date,utm_source,utm_medium,utm_campaign,user_count,session_count,hotel_id
66,2024-09-18,bing,cpc,campaign_39,0,1,hotel_1
67,2024-09-18,bing,cpc,campaign_35,1,1,hotel_1
68,2024-09-18,bing,cpc,campaign_40,0,1,hotel_1
69,2024-09-18,facebook,cpc,campaign_1,0,1,hotel_1
70,2024-09-18,email,offline,proposal-by-phone,0,1,hotel_1
71,2024-09-18,phone,offline,proposal-by-phone,1,1,hotel_1
72,2024-09-19,bing,cpc,campaign_31,4,7,hotel_1
73,2024-09-19,phone,offline,proposal-by-phone,0,1,hotel_1
74,2024-09-19,(direct),(none),(direct),233,282,hotel_1
75,2024-09-19,google,organic,(organic),129,152,hotel_1
76,2024-09-19,google,cpc,hu_brand,95,110,hotel_1
77,2024-09-19,facebook,cpc,campaign_14,102,108,hotel_1
78,2024-09-19,google,cpc,campaign_16,84,100,hotel_1
79,2024-09-19,google,cpc,campaign_15,67,74,hotel_1
80,2024-09-19,google,cpc,campaign_17,54,56,hotel_1
81,2024-09-19,google,cpc,hu_pmax_brand,47,49,hotel_1
82,2024-09-19,facebook,cpc,campaign_18,45,46,hotel_1
83,2024-09-19,facebook,referral,(referral),26,31,hotel_1
84,2024-09-19,facebook,referral,(referral),27,28,hotel_1
85,2024-09-19,google,cpc,campaign_24,23,27,hotel_1
86,2024-09-19,msn,referral,(referral),17,26,hotel_1
87,2024-09-19,google,cpc,campaign_20,17,26,hotel_1
88,2024-09-19,source_1,referral,(referral),10,22,hotel_1
89,2024-09-19,ajanlat,offline,proposal-by-phone,14,19,hotel_1
90,2024-09-19,ajanlat,offline,campaign_2,11,17,hotel_1
91,2024-09-19,google,cpc,campaign_19,16,16,hotel_1
92,2024-09-19,google,cpc,campaign_23,10,16,hotel_1
93,2024-09-19,facebook,referral,(referral),15,15,hotel_1
94,2024-09-19,bing,cpc,campaign_9,14,15,hotel_1
95,2024-09-19,google,cpc,(organic),7,14,hotel_1
96,2024-09-19,msn,referral,(referral),12,14,hotel_1
97,2024-09-19,redir.d-edgeconnect.media,referral,(referral),13,14,hotel_1
98,2024-09-19,bing,cpc,campaign_36,0,9,hotel_1
99,2024-09-19,google,cpc,campaign_22,7,9,hotel_1
100,2024-09-19,facebook,cpc,campaign_21,6,9,hotel_1
101,2024-09-19,bing,organic,(organic),6,8,hotel_1
102,2024-09-19,(not set),(not set),(not set),511,661,hotel_1
103,2024-09-19,(direct),(none),(not set),0,6,hotel_1
104,2024-09-19,google,referral,(referral),4,5,hotel_1
105,2024-09-19,bing,cpc,campaign_29,4,5,hotel_1
106,2024-09-19,google,cpc,campaign_26,3,5,hotel_1
107,2024-09-19,google,cpc,utm_campaign,3,5,hotel_1
108,2024-09-19,instagram,referral,(referral),2,4,hotel_1
109,2024-09-19,google,cpc,campaign_25,4,4,hotel_1
110,2024-09-19,google,cpc,campaign_27,4,4,hotel_1
111,2024-09-19,bing,cpc,campaign_41,1,4,hotel_1
112,2024-09-19,bing,cpc,campaign_28,3,3,hotel_1
113,2024-09-19,ajanlat,email,campaign_7,2,3,hotel_1
114,2024-09-19,seznam,organic,(organic),2,2,hotel_1
115,2024-09-19,email.seznam.cz,referral,(referral),1,2,hotel_1
116,2024-09-19,instagram,referral,(referral),2,2,hotel_1
117,2024-09-19,google,referral,(referral),2,2,hotel_1
118,2024-09-19,origo.hu,referral,(referral),2,2,hotel_1
119,2024-09-19,google,organic,(not set),1,1,hotel_1
120,2024-09-19,(direct),(none),(not set),1,1,hotel_1
121,2024-09-19,click.pstmrk.it,referral,(referral),0,1,hotel_1
122,2024-09-19,connexservice.com,referral,(referral),1,1,hotel_1
123,2024-09-19,dailybusiness.ro,referral,(referral),1,1,hotel_1
124,2024-09-19,hotelcms.hu,referral,(referral),1,1,hotel_1
125,2024-09-19,remekkupon.com,referral,(referral),1,1,hotel_1
126,2024-09-19,zadir.hu,referral,(referral),0,1,hotel_1
127,2024-09-19,ig,paid,campaign_58,1,1,hotel_1
128,2024-09-19,bing,cpc,campaign_37,0,1,hotel_1
129,2024-09-19,bing,cpc,campaign_32,0,1,hotel_1
130,2024-09-19,google,cpc,campaign_34,0,1,hotel_1
131,2024-09-19,bing,cpc,campaign_39,1,1,hotel_1
132,2024-09-19,bing,cpc,campaign_35,1,1,hotel_1
133,2024-09-19,source_9,newsletter,hirlevel_c3,1,1,hotel_1
134,2024-09-19,loyalty,email,loyalty-email,1,1,hotel_1
135,2024-09-19,google,cpc,(not set),243,283,hotel_1
136,2024-09-20,google,cpc,(not set),220,246,hotel_1
137,2024-09-20,facebook,post,campaign_44,1,1,hotel_1
138,2024-09-20,(not set),(not set),(not set),428,543,hotel_1
139,2024-09-20,google,organic,(organic),117,128,hotel_1
140,2024-09-20,google,cpc,hu_brand,104,126,hotel_1
141,2024-09-20,google,cpc,campaign_16,103,118,hotel_1
142,2024-09-20,facebook,cpc,campaign_14,112,114,hotel_1
143,2024-09-20,google,cpc,campaign_15,81,85,hotel_1
144,2024-09-20,google,cpc,hu_pmax_brand,43,47,hotel_1
145,2024-09-20,facebook,referral,(referral),38,39,hotel_1
146,2024-09-20,facebook,cpc,campaign_18,37,37,hotel_1
147,2024-09-20,facebook,referral,(referral),28,36,hotel_1
148,2024-09-20,google,cpc,campaign_20,27,29,hotel_1
149,2024-09-20,facebook,referral,(referral),26,27,hotel_1
150,2024-09-20,google,cpc,campaign_17,25,27,hotel_1
151,2024-09-20,google,cpc,campaign_19,21,23,hotel_1
152,2024-09-20,google,cpc,campaign_22,12,17,hotel_1
153,2024-09-20,msn,referral,(referral),14,16,hotel_1
154,2024-09-20,google,cpc,(organic),7,14,hotel_1
155,2024-09-20,google,cpc,campaign_23,10,12,hotel_1
156,2024-09-20,ajanlat,offline,campaign_2,9,12,hotel_1
157,2024-09-20,facebook,cpc,campaign_21,10,11,hotel_1
158,2024-09-20,google,cpc,campaign_26,7,11,hotel_1
159,2024-09-20,ajanlat,offline,proposal-by-phone,5,11,hotel_1
160,2024-09-20,bing,organic,(organic),4,10,hotel_1
161,2024-09-20,redir.d-edgeconnect.media,referral,(referral),3,10,hotel_1
162,2024-09-20,bing,cpc,campaign_9,7,10,hotel_1
163,2024-09-20,google,referral,(referral),7,9,hotel_1
164,2024-09-20,msn,referral,(referral),6,9,hotel_1
165,2024-09-20,google,cpc,campaign_24,8,9,hotel_1
166,2024-09-20,bing,cpc,campaign_28,6,8,hotel_1
167,2024-09-20,google,cpc,campaign_25,7,7,hotel_1
168,2024-09-20,google,cpc,campaign_27,6,7,hotel_1
169,2024-09-20,seznam,organic,(organic),6,6,hotel_1
170,2024-09-20,source_1,referral,(referral),5,6,hotel_1
171,2024-09-20,bing,cpc,campaign_29,5,6,hotel_1
172,2024-09-20,google,cpc,campaign_30,3,5,hotel_1
173,2024-09-20,(direct),(none),(not set),2,4,hotel_1
174,2024-09-20,google,organic,(not set),1,4,hotel_1
175,2024-09-20,instagram,referral,(referral),3,4,hotel_1
176,2024-09-20,email,offline,proposal-by-phone,1,3,hotel_1
177,2024-09-20,phone,offline,proposal-by-phone,1,3,hotel_1
178,2024-09-20,google,cpc,utm_campaign,3,3,hotel_1
179,2024-09-20,(direct),(none),(not set),0,2,hotel_1
180,2024-09-20,hotelcms.hu,referral,(referral),0,2,hotel_1
181,2024-09-20,bing,cpc,campaign_31,2,2,hotel_1
182,2024-09-20,bing,cpc,campaign_42,2,2,hotel_1
183,2024-09-20,google,cpc,campaign_43,1,2,hotel_1
184,2024-09-20,facebook,referral,(not set),1,1,hotel_1
185,2024-09-20,bigfarm.goodgamestudios.com,referral,(referral),1,1,hotel_1
186,2024-09-20,cdn.performax.cz,referral,(referral),1,1,hotel_1
187,2024-09-20,source_10,referral,(referral),1,1,hotel_1
188,2024-09-20,email.seznam.cz,referral,(referral),0,1,hotel_1
189,2024-09-20,google,cpc,(referral),1,1,hotel_1
190,2024-09-20,hcemm.eu,referral,(referral),1,1,hotel_1
191,2024-09-20,instagram,referral,(referral),1,1,hotel_1
192,2024-09-20,source_13,referral,(referral),1,1,hotel_1
193,2024-09-20,google,referral,(referral),1,1,hotel_1
194,2024-09-20,romaniatv.net,referral,(referral),1,1,hotel_1
195,2024-09-20,thedoctornews.com,referral,(referral),1,1,hotel_1
196,2024-09-20,world.a1.net,referral,(referral),0,1,hotel_1
197,2024-09-20,zadir.hu,referral,(referral),1,1,hotel_1
198,2024-09-20,bing,cpc,campaign_33,1,1,hotel_1
199,2024-09-20,google,cpc,campaign_34,1,1,hotel_1
200,2024-09-20,bing,cpc,campaign_13,1,1,hotel_1
201,2024-09-20,bing,cpc,campaign_35,1,1,hotel_1
202,2024-09-20,(direct),(none),(direct),236,287,hotel_1
203,2024-09-21,ajanlat,email,campaign_7,2,8,hotel_1
204,2024-09-21,(direct),(none),(direct),205,233,hotel_1
205,2024-09-21,google,cpc,(not set),174,198,hotel_1
206,2024-09-21,google,organic,(organic),107,141,hotel_1
207,2024-09-21,facebook,cpc,campaign_14,116,122,hotel_1
208,2024-09-21,google,cpc,campaign_16,94,115,hotel_1
209,2024-09-21,google,cpc,hu_brand,94,111,hotel_1
210,2024-09-21,google,cpc,campaign_15,80,94,hotel_1
211,2024-09-21,google,cpc,campaign_17,39,70,hotel_1
212,2024-09-21,facebook,referral,(referral),61,61,hotel_1
213,2024-09-21,google,cpc,hu_pmax_brand,55,58,hotel_1
214,2024-09-21,facebook,cpc,campaign_18,46,48,hotel_1
215,2024-09-21,google,cpc,campaign_20,32,34,hotel_1
216,2024-09-21,facebook,referral,(referral),33,33,hotel_1
217,2024-09-21,instagram,referral,(referral),30,31,hotel_1
218,2024-09-21,google,cpc,campaign_23,13,16,hotel_1
219,2024-09-21,source_1,referral,(referral),10,15,hotel_1
220,2024-09-21,google,cpc,campaign_24,13,15,hotel_1
221,2024-09-21,redir.d-edgeconnect.media,referral,(referral),7,14,hotel_1
222,2024-09-21,facebook,referral,(referral),12,13,hotel_1
223,2024-09-21,bing,cpc,campaign_9,9,13,hotel_1
224,2024-09-21,google,cpc,campaign_19,11,13,hotel_1
225,2024-09-21,google,cpc,(organic),6,11,hotel_1
226,2024-09-21,bing,cpc,campaign_29,10,10,hotel_1
227,2024-09-21,facebook,cpc,campaign_21,10,10,hotel_1
228,2024-09-21,google,cpc,campaign_26,6,9,hotel_1
229,2024-09-21,(not set),(not set),(not set),423,557,hotel_1
230,2024-09-21,google,referral,(referral),5,7,hotel_1
231,2024-09-21,msn,referral,(referral),4,7,hotel_1
232,2024-09-21,google,cpc,campaign_30,6,7,hotel_1
233,2024-09-21,ajanlat,offline,campaign_2,4,7,hotel_1
234,2024-09-21,google,cpc,campaign_22,4,6,hotel_1
235,2024-09-21,google,cpc,campaign_25,4,5,hotel_1
236,2024-09-21,google,cpc,campaign_27,5,5,hotel_1
237,2024-09-21,ajanlat,offline,proposal-by-phone,2,5,hotel_1
238,2024-09-21,email,offline,proposal-by-phone,4,5,hotel_1
239,2024-09-21,google,cpc,utm_campaign,1,5,hotel_1
240,2024-09-21,google,organic,(not set),3,4,hotel_1
241,2024-09-21,seznam,organic,(organic),3,3,hotel_1
242,2024-09-21,msn,referral,(referral),1,3,hotel_1
243,2024-09-21,origo.hu,referral,(referral),0,3,hotel_1
244,2024-09-21,bing,cpc,campaign_28,3,3,hotel_1
245,2024-09-21,facebook,referral,(not set),1,2,hotel_1
246,2024-09-21,bing,organic,(organic),1,2,hotel_1
247,2024-09-21,google,cpc,campaign_43,1,2,hotel_1
248,2024-09-21,bing,cpc,campaign_35,2,2,hotel_1
249,2024-09-21,(direct),(none),(not set),1,1,hotel_1
250,2024-09-21,(direct),(none),(not set),0,1,hotel_1
251,2024-09-21,source_14,referral,(referral),1,1,hotel_1
252,2024-09-21,instagram,referral,(referral),1,1,hotel_1
253,2024-09-21,google,referral,(referral),0,1,hotel_1
254,2024-09-21,morgens.hu,referral,(referral),1,1,hotel_1
255,2024-09-21,google,referral,(referral),1,1,hotel_1
256,2024-09-21,pimeyes.com,referral,(referral),1,1,hotel_1
257,2024-09-21,remekkupon.com,referral,(referral),0,1,hotel_1
258,2024-09-21,romaniatv.net,referral,(referral),1,1,hotel_1
259,2024-09-21,bing,cpc,campaign_31,1,1,hotel_1
260,2024-09-21,bing,cpc,campaign_45,1,1,hotel_1
261,2024-09-21,bing,cpc,campaign_40,1,1,hotel_1
262,2024-09-22,(not set),(not set),(not set),510,712,hotel_1
263,2024-09-22,(direct),(none),(direct),215,259,hotel_1
264,2024-09-22,google,cpc,(not set),211,236,hotel_1
265,2024-09-22,facebook,cpc,campaign_14,188,192,hotel_1
266,2024-09-22,google,cpc,campaign_16,129,162,hotel_1
267,2024-09-22,google,organic,(organic),132,160,hotel_1
268,2024-09-22,google,cpc,hu_brand,97,120,hotel_1
269,2024-09-22,facebook,cpc,campaign_18,73,75,hotel_1
270,2024-09-22,google,cpc,campaign_15,62,70,hotel_1
271,2024-09-22,facebook,referral,(referral),45,66,hotel_1
272,2024-09-22,facebook,referral,(referral),62,63,hotel_1
273,2024-09-22,google,cpc,campaign_17,48,51,hotel_1
274,2024-09-22,google,cpc,campaign_20,37,46,hotel_1
275,2024-09-22,google,cpc,hu_pmax_brand,42,45,hotel_1
276,2024-09-22,google,cpc,campaign_19,31,41,hotel_1
277,2024-09-22,google,referral,(referral),24,24,hotel_1
278,2024-09-22,google,cpc,campaign_25,17,18,hotel_1
279,2024-09-22,google,cpc,campaign_23,15,18,hotel_1
280,2024-09-22,facebook,referral,(referral),11,15,hotel_1
281,2024-09-22,source_1,referral,(referral),10,14,hotel_1
282,2024-09-22,seznam,organic,(organic),11,12,hotel_1
283,2024-09-22,google,cpc,campaign_24,12,12,hotel_1
284,2024-09-22,bing,cpc,campaign_28,8,11,hotel_1
285,2024-09-22,redir.d-edgeconnect.media,referral,(referral),7,10,hotel_1
286,2024-09-22,facebook,cpc,campaign_21,6,10,hotel_1
287,2024-09-22,msn,referral,(referral),7,9,hotel_1
288,2024-09-22,google,cpc,campaign_22,5,9,hotel_1
289,2024-09-22,google,cpc,(organic),2,8,hotel_1
290,2024-09-22,google,cpc,campaign_30,6,8,hotel_1
291,2024-09-22,google,cpc,campaign_27,5,8,hotel_1
292,2024-09-22,bing,cpc,campaign_29,8,8,hotel_1
293,2024-09-22,ajanlat,offline,campaign_2,5,7,hotel_1
294,2024-09-22,instagram,referral,(referral),5,5,hotel_1
295,2024-09-22,google,cpc,campaign_26,4,5,hotel_1
296,2024-09-22,bing,organic,(organic),3,4,hotel_1
297,2024-09-22,bing,cpc,campaign_9,2,4,hotel_1
298,2024-09-22,bing,cpc,campaign_31,2,4,hotel_1
299,2024-09-22,ajanlat,offline,proposal-by-phone,2,4,hotel_1
300,2024-09-22,source_10,referral,(referral),1,2,hotel_1
301,2024-09-22,msn,referral,(referral),1,2,hotel_1
302,2024-09-22,bing,cpc,campaign_42,0,2,hotel_1
303,2024-09-22,google,cpc,campaign_43,0,2,hotel_1
304,2024-09-22,ajanlat,email,campaign_7,2,2,hotel_1
305,2024-09-22,google,cpc,utm_campaign,1,2,hotel_1
306,2024-09-22,google,organic,(not set),1,1,hotel_1
307,2024-09-22,facebook,referral,(not set),0,1,hotel_1
308,2024-09-22,yahoo,organic,(organic),1,1,hotel_1
309,2024-09-22,168.hu,referral,(referral),1,1,hotel_1
310,2024-09-22,connexservice.com,referral,(referral),1,1,hotel_1
311,2024-09-22,source_15,referral,(referral),1,1,hotel_1
312,2024-09-22,google,cpc,(referral),0,1,hotel_1
313,2024-09-22,hcemm.eu,referral,(referral),1,1,hotel_1
314,2024-09-22,instagram,referral,(referral),1,1,hotel_1
315,2024-09-22,kapu.hu,referral,(referral),1,1,hotel_1
316,2024-09-22,google,referral,(referral),1,1,hotel_1
317,2024-09-22,google,referral,(referral),1,1,hotel_1
318,2024-09-22,ig,paid,campaign_58,1,1,hotel_1
319,2024-09-22,google,cpc,campaign_34,1,1,hotel_1
320,2024-09-23,facebook,referral,(referral),55,58,hotel_1
321,2024-09-23,(direct),(none),(direct),272,329,hotel_1
322,2024-09-23,google,cpc,(not set),222,259,hotel_1
323,2024-09-23,google,organic,(organic),168,205,hotel_1
324,2024-09-23,google,cpc,hu_brand,137,159,hotel_1
325,2024-09-23,facebook,cpc,campaign_18,139,143,hotel_1
326,2024-09-23,facebook,cpc,campaign_14,134,142,hotel_1
327,2024-09-23,google,cpc,campaign_16,111,138,hotel_1
328,2024-09-23,google,cpc,campaign_15,111,120,hotel_1
329,2024-09-23,google,cpc,hu_pmax_brand,40,60,hotel_1
330,2024-09-23,google,cpc,campaign_17,58,59,hotel_1
331,2024-09-23,(not set),(not set),(not set),556,718,hotel_1
332,2024-09-23,facebook,referral,(referral),53,57,hotel_1
333,2024-09-23,google,cpc,campaign_19,30,35,hotel_1
334,2024-09-23,google,cpc,campaign_20,19,33,hotel_1
335,2024-09-23,facebook,cpc,campaign_21,23,25,hotel_1
336,2024-09-23,bing,cpc,campaign_9,24,24,hotel_1
337,2024-09-23,google,cpc,campaign_24,19,24,hotel_1
338,2024-09-23,google,organic,(not set),20,20,hotel_1
339,2024-09-23,google,cpc,(organic),6,19,hotel_1
340,2024-09-23,source_1,referral,(referral),10,17,hotel_1
341,2024-09-23,bing,cpc,campaign_28,2,16,hotel_1
342,2024-09-23,google,cpc,campaign_23,6,14,hotel_1
343,2024-09-23,google,cpc,campaign_26,6,14,hotel_1
344,2024-09-23,bing,cpc,campaign_29,2,13,hotel_1
345,2024-09-23,google,referral,(referral),8,12,hotel_1
346,2024-09-23,msn,referral,(referral),6,12,hotel_1
347,2024-09-23,redir.d-edgeconnect.media,referral,(referral),11,12,hotel_1
348,2024-09-23,bing,organic,(organic),7,11,hotel_1
349,2024-09-23,google,cpc,campaign_27,6,10,hotel_1
350,2024-09-23,google,cpc,campaign_22,9,10,hotel_1
351,2024-09-23,instagram,referral,(referral),5,8,hotel_1
352,2024-09-23,facebook,referral,(referral),8,8,hotel_1
353,2024-09-23,google,cpc,campaign_30,3,7,hotel_1
354,2024-09-23,ajanlat,offline,campaign_2,6,6,hotel_1
355,2024-09-23,google,cpc,utm_campaign,5,6,hotel_1
356,2024-09-23,msn,referral,(referral),4,5,hotel_1
357,2024-09-23,bing,cpc,campaign_31,5,5,hotel_1
358,2024-09-23,google,cpc,campaign_25,5,5,hotel_1
359,2024-09-23,bing,cpc,campaign_35,5,5,hotel_1
360,2024-09-23,ajanlat,offline,proposal-by-phone,2,5,hotel_1
361,2024-09-23,phone,offline,proposal-by-phone,4,5,hotel_1
362,2024-09-23,google,cpc,campaign_43,3,4,hotel_1
363,2024-09-23,email,offline,proposal-by-phone,2,4,hotel_1
364,2024-09-23,(direct),(none),(not set),2,3,hotel_1
365,2024-09-23,seznam,organic,(organic),2,3,hotel_1
366,2024-09-23,statics.teams.cdn.office.net,referral,(referral),2,3,hotel_1
367,2024-09-23,bing,cpc,campaign_45,1,3,hotel_1
368,2024-09-23,facebook,cpc,campaign_1,2,3,hotel_1
369,2024-09-23,ajanlat,email,campaign_7,2,3,hotel_1
370,2024-09-23,google,referral,(referral),1,2,hotel_1
371,2024-09-23,zadir.hu,referral,(referral),2,2,hotel_1
372,2024-09-23,source_1,(not set),(not set),1,1,hotel_1
373,2024-09-23,facebook,referral,(not set),0,1,hotel_1
374,2024-09-23,economica.net,referral,(referral),1,1,hotel_1
375,2024-09-23,facebook,referral,(referral),1,1,hotel_1
376,2024-09-23,hcemm.eu,referral,(referral),1,1,hotel_1
377,2024-09-23,instagram,referral,(referral),1,1,hotel_1
378,2024-09-23,morgens.hu,referral,(referral),0,1,hotel_1
379,2024-09-23,snapchat.com,referral,(referral),1,1,hotel_1
380,2024-09-23,fb,paid,campaign_46,1,1,hotel_1
381,2024-09-23,ig,paid,campaign_58,1,1,hotel_1
382,2024-09-23,fb,paid,campaign_47,1,1,hotel_1
383,2024-09-23,bing,cpc,campaign_32,1,1,hotel_1
384,2024-09-23,bing,cpc,campaign_42,1,1,hotel_1
385,2024-09-23,bing,cpc,campaign_38,1,1,hotel_1
386,2024-09-23,source_16,newsletter,hirlevel_c6,1,1,hotel_1
387,2024-09-23,loyalty,email,loyalty-email,1,1,hotel_1
388,2024-09-24,(not set),(not set),(not set),570,744,hotel_1
389,2024-09-24,(direct),(none),(direct),255,300,hotel_1
390,2024-09-24,facebook,cpc,campaign_14,211,221,hotel_1
391,2024-09-24,google,cpc,(not set),187,211,hotel_1
392,2024-09-24,facebook,cpc,campaign_18,176,183,hotel_1
393,2024-09-24,google,organic,(organic),151,180,hotel_1
394,2024-09-24,google,cpc,hu_brand,132,151,hotel_1
395,2024-09-24,google,cpc,campaign_16,121,142,hotel_1
396,2024-09-24,google,cpc,campaign_15,94,114,hotel_1
397,2024-09-24,facebook,referral,(referral),54,60,hotel_1
398,2024-09-24,google,cpc,hu_pmax_brand,52,58,hotel_1
399,2024-09-24,facebook,referral,(referral),57,57,hotel_1
400,2024-09-24,source_1,referral,(referral),28,31,hotel_1
401,2024-09-24,facebook,cpc,campaign_21,28,31,hotel_1
402,2024-09-24,google,cpc,campaign_19,25,29,hotel_1
403,2024-09-24,msn,referral,(referral),20,28,hotel_1
404,2024-09-24,google,cpc,campaign_20,12,23,hotel_1
405,2024-09-24,google,cpc,campaign_17,18,23,hotel_1
406,2024-09-24,google,referral,(referral),8,18,hotel_1
407,2024-09-24,redir.d-edgeconnect.media,referral,(referral),14,17,hotel_1
408,2024-09-24,instagram,referral,(referral),3,14,hotel_1
409,2024-09-24,google,cpc,campaign_26,11,14,hotel_1
410,2024-09-24,ajanlat,offline,campaign_2,9,14,hotel_1
411,2024-09-24,google,cpc,campaign_24,12,13,hotel_1
412,2024-09-24,google,cpc,(organic),10,12,hotel_1
413,2024-09-24,bing,cpc,campaign_35,5,11,hotel_1
414,2024-09-24,bing,cpc,campaign_28,10,11,hotel_1
415,2024-09-24,bing,cpc,campaign_29,6,11,hotel_1
416,2024-09-24,facebook,referral,(referral),9,10,hotel_1
417,2024-09-24,bing,cpc,campaign_9,3,10,hotel_1
418,2024-09-24,email,offline,proposal-by-phone,8,10,hotel_1
419,2024-09-24,google,organic,(not set),8,8,hotel_1
420,2024-09-24,phone,offline,proposal-by-phone,5,8,hotel_1
421,2024-09-24,seznam,organic,(organic),3,7,hotel_1
422,2024-09-24,google,cpc,campaign_23,5,7,hotel_1
423,2024-09-24,google,cpc,campaign_30,3,6,hotel_1
424,2024-09-24,google,cpc,campaign_22,4,6,hotel_1
425,2024-09-24,ajanlat,email,campaign_7,1,6,hotel_1
426,2024-09-24,bing,cpc,campaign_31,5,5,hotel_1
427,2024-09-24,ajanlat,offline,proposal-by-phone,4,5,hotel_1
428,2024-09-24,bing,organic,(organic),4,4,hotel_1
429,2024-09-24,google,cpc,campaign_25,4,4,hotel_1
430,2024-09-24,hcemm.eu,referral,(referral),3,3,hotel_1
431,2024-09-24,instagram,referral,(referral),1,3,hotel_1
432,2024-09-24,bing,cpc,campaign_45,0,3,hotel_1
433,2024-09-24,google,cpc,utm_campaign,3,3,hotel_1
434,2024-09-24,(direct),(none),(not set),1,2,hotel_1
435,2024-09-24,email.seznam.cz,referral,(referral),2,2,hotel_1
436,2024-09-24,msn,referral,(referral),1,2,hotel_1
437,2024-09-24,zadir.hu,referral,(referral),2,2,hotel_1
438,2024-09-24,bing,cpc,campaign_32,2,2,hotel_1
439,2024-09-24,google,cpc,campaign_27,0,2,hotel_1
440,2024-09-24,source_16,newsletter,hirlevel_c6,2,2,hotel_1
441,2024-09-24,source_1,(not set),(not set),1,1,hotel_1
