,hotel_id,date,utm_source,utm_medium,utm_campaign,index,user_count_website,session_count_website,utm_source_cpc,user_count_datepicker,session_count_datepicker
22,hotel_1,2024-09-18,google,referral,(referral),85.0,8.0,9.0,no_cpc,2.0,2.0
23,hotel_1,2024-09-18,meta,cpc,campaign_1,69.0,0.0,1.0,meta,0.0,0.0
24,hotel_1,2024-09-18,meta,cpc,campaign_14,4.0,125.0,128.0,meta,21.0,21.0
25,hotel_1,2024-09-18,meta,cpc,campaign_18,10.0,27.0,27.0,meta,5.0,5.0
26,hotel_1,2024-09-18,meta,cpc,campaign_21,20.0,13.0,14.0,meta,1.0,1.0
27,hotel_1,2024-09-18,meta,other,campaign_8,60.0,1.0,1.0,no_cpc,0.0,0.0
28,hotel_1,2024-09-18,meta,paid,campaign_8,0.0,0.0,0.0,no_cpc,1.0,1.0
29,hotel_1,2024-09-18,meta,referral,(referral),222.0,90.0,114.0,no_cpc,44.0,48.0
30,hotel_1,2024-09-18,microsoft,cpc,campaign_13,44.0,0.0,3.0,microsoft,0.0,0.0
31,hotel_1,2024-09-18,microsoft,cpc,campaign_28,32.0,5.0,6.0,microsoft,2.0,2.0
32,hotel_1,2024-09-18,microsoft,cpc,campaign_29,39.0,4.0,4.0,microsoft,0.0,0.0
33,hotel_1,2024-09-18,microsoft,cpc,campaign_31,61.0,1.0,1.0,microsoft,1.0,1.0
34,hotel_1,2024-09-18,microsoft,cpc,campaign_32,63.0,1.0,1.0,microsoft,1.0,1.0
35,hotel_1,2024-09-18,microsoft,cpc,campaign_33,47.0,1.0,2.0,microsoft,1.0,1.0
36,hotel_1,2024-09-18,microsoft,cpc,campaign_35,67.0,1.0,1.0,microsoft,0.0,0.0
37,hotel_1,2024-09-18,microsoft,cpc,campaign_36,28.0,0.0,8.0,microsoft,0.0,0.0
38,hotel_1,2024-09-18,microsoft,cpc,campaign_37,37.0,0.0,4.0,microsoft,0.0,0.0
39,hotel_1,2024-09-18,microsoft,cpc,campaign_38,65.0,0.0,1.0,microsoft,0.0,0.0
40,hotel_1,2024-09-18,microsoft,cpc,campaign_39,66.0,0.0,1.0,microsoft,0.0,0.0
41,hotel_1,2024-09-18,microsoft,cpc,campaign_40,68.0,0.0,1.0,microsoft,0.0,0.0
42,hotel_1,2024-09-18,microsoft,cpc,campaign_6,62.0,0.0,1.0,microsoft,0.0,0.0
43,hotel_1,2024-09-18,microsoft,cpc,campaign_9,29.0,8.0,8.0,microsoft,0.0,0.0
44,hotel_1,2024-09-18,microsoft,organic,(not set),49.0,0.0,1.0,no_cpc,0.0,0.0
45,hotel_1,2024-09-18,microsoft,organic,(organic),34.0,4.0,5.0,no_cpc,0.0,0.0
46,hotel_1,2024-09-18,microsoft,referral,(referral),74.0,38.0,60.0,no_cpc,6.0,14.0
47,hotel_1,2024-09-18,na,(not set),(not set),0.0,545.0,690.0,no_cpc,3.0,3.0
48,hotel_1,2024-09-18,other,newsletter,hirlevel_c3,48.0,1.0,2.0,no_cpc,1.0,1.0
49,hotel_1,2024-09-18,other,organic,(organic),36.0,3.0,4.0,no_cpc,1.0,1.0
50,hotel_1,2024-09-18,other,other,campaign_2,18.0,13.0,17.0,no_cpc,0.0,0.0
51,hotel_1,2024-09-18,other,other,proposal-by-phone,167.0,8.0,11.0,no_cpc,0.0,0.0
52,hotel_1,2024-09-18,other,referral,(referral),3264.0,210.0,264.0,no_cpc,276.0,276.0
53,hotel_1,2024-09-19,direct,(not set),(direct),74.0,233.0,282.0,no_cpc,55.0,63.0
54,hotel_1,2024-09-19,direct,(not set),(not set),223.0,1.0,7.0,no_cpc,0.0,0.0
55,hotel_1,2024-09-19,google,cpc,(not set),135.0,243.0,283.0,google,52.0,59.0
56,hotel_1,2024-09-19,google,cpc,(organic),95.0,7.0,14.0,google,3.0,3.0
57,hotel_1,2024-09-19,google,cpc,campaign_15,79.0,67.0,74.0,google,13.0,14.0
58,hotel_1,2024-09-19,google,cpc,campaign_16,78.0,84.0,100.0,google,26.0,35.0
59,hotel_1,2024-09-19,google,cpc,campaign_17,80.0,54.0,56.0,google,4.0,4.0
60,hotel_1,2024-09-19,google,cpc,campaign_19,91.0,16.0,16.0,google,4.0,4.0
61,hotel_1,2024-09-19,google,cpc,campaign_20,87.0,17.0,26.0,google,1.0,1.0
62,hotel_1,2024-09-19,google,cpc,campaign_22,99.0,7.0,9.0,google,1.0,1.0
63,hotel_1,2024-09-19,google,cpc,campaign_23,92.0,10.0,16.0,google,4.0,4.0
64,hotel_1,2024-09-19,google,cpc,campaign_24,85.0,23.0,27.0,google,2.0,4.0
65,hotel_1,2024-09-19,google,cpc,campaign_25,109.0,4.0,4.0,google,2.0,2.0
66,hotel_1,2024-09-19,google,cpc,campaign_26,106.0,3.0,5.0,google,1.0,1.0
67,hotel_1,2024-09-19,google,cpc,campaign_27,110.0,4.0,4.0,google,0.0,0.0
68,hotel_1,2024-09-19,google,cpc,campaign_34,130.0,0.0,1.0,google,0.0,0.0
69,hotel_1,2024-09-19,google,cpc,hu_brand,76.0,95.0,110.0,google,28.0,32.0
70,hotel_1,2024-09-19,google,cpc,hu_pmax_brand,81.0,47.0,49.0,google,7.0,8.0
71,hotel_1,2024-09-19,google,cpc,utm_campaign,107.0,3.0,5.0,google,2.0,3.0
72,hotel_1,2024-09-19,google,organic,(not set),119.0,1.0,1.0,no_cpc,0.0,0.0
73,hotel_1,2024-09-19,google,organic,(organic),75.0,129.0,152.0,no_cpc,34.0,37.0
74,hotel_1,2024-09-19,google,referral,(referral),221.0,6.0,7.0,no_cpc,2.0,2.0
75,hotel_1,2024-09-19,meta,cpc,campaign_14,77.0,102.0,108.0,meta,19.0,20.0
76,hotel_1,2024-09-19,meta,cpc,campaign_18,82.0,45.0,46.0,meta,10.0,10.0
77,hotel_1,2024-09-19,meta,cpc,campaign_21,100.0,6.0,9.0,meta,0.0,0.0
78,hotel_1,2024-09-19,meta,other,campaign_58,127.0,1.0,1.0,no_cpc,0.0,0.0
79,hotel_1,2024-09-19,meta,referral,(referral),2408.0,296.0,328.0,no_cpc,120.0,120.0
80,hotel_1,2024-09-19,microsoft,cpc,campaign_28,112.0,3.0,3.0,microsoft,1.0,1.0
81,hotel_1,2024-09-19,microsoft,cpc,campaign_29,105.0,4.0,5.0,microsoft,1.0,1.0
82,hotel_1,2024-09-19,microsoft,cpc,campaign_31,72.0,4.0,7.0,microsoft,1.0,1.0
83,hotel_1,2024-09-19,microsoft,cpc,campaign_32,129.0,0.0,1.0,microsoft,0.0,0.0
84,hotel_1,2024-09-19,microsoft,cpc,campaign_35,132.0,1.0,1.0,microsoft,0.0,0.0
85,hotel_1,2024-09-19,microsoft,cpc,campaign_36,98.0,0.0,9.0,microsoft,0.0,0.0
86,hotel_1,2024-09-19,microsoft,cpc,campaign_37,128.0,0.0,1.0,microsoft,0.0,0.0
87,hotel_1,2024-09-19,microsoft,cpc,campaign_39,131.0,1.0,1.0,microsoft,0.0,0.0
88,hotel_1,2024-09-19,microsoft,cpc,campaign_41,111.0,1.0,4.0,microsoft,1.0,1.0
89,hotel_1,2024-09-19,microsoft,cpc,campaign_9,94.0,14.0,15.0,microsoft,1.0,1.0
90,hotel_1,2024-09-19,microsoft,organic,(organic),101.0,6.0,8.0,no_cpc,2.0,2.0
91,hotel_1,2024-09-19,microsoft,referral,(referral),364.0,58.0,80.0,no_cpc,6.0,10.0
92,hotel_1,2024-09-19,na,(not set),(not set),102.0,511.0,661.0,no_cpc,9.0,9.0
93,hotel_1,2024-09-19,other,newsletter,campaign_7,113.0,2.0,3.0,no_cpc,0.0,0.0
94,hotel_1,2024-09-19,other,newsletter,hirlevel_c3,133.0,1.0,1.0,no_cpc,1.0,1.0
95,hotel_1,2024-09-19,other,newsletter,loyalty-email,134.0,1.0,1.0,no_cpc,0.0,0.0
96,hotel_1,2024-09-19,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,4.0,7.0
97,hotel_1,2024-09-19,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,3.0,3.0
98,hotel_1,2024-09-19,other,organic,(organic),114.0,2.0,2.0,no_cpc,2.0,2.0
99,hotel_1,2024-09-19,other,other,campaign_2,90.0,11.0,17.0,no_cpc,0.0,0.0
100,hotel_1,2024-09-19,other,other,proposal-by-phone,162.0,14.0,20.0,no_cpc,0.0,0.0
101,hotel_1,2024-09-19,other,referral,(referral),3123.0,84.0,132.0,no_cpc,144.0,144.0
102,hotel_1,2024-09-20,direct,(not set),(direct),202.0,236.0,287.0,no_cpc,51.0,64.0
103,hotel_1,2024-09-20,direct,(not set),(not set),352.0,2.0,6.0,no_cpc,0.0,0.0
104,hotel_1,2024-09-20,google,cpc,(not set),136.0,220.0,246.0,google,33.0,35.0
105,hotel_1,2024-09-20,google,cpc,(organic),154.0,7.0,14.0,google,4.0,4.0
106,hotel_1,2024-09-20,google,cpc,(referral),189.0,1.0,1.0,google,0.0,0.0
107,hotel_1,2024-09-20,google,cpc,campaign_15,143.0,81.0,85.0,google,7.0,8.0
108,hotel_1,2024-09-20,google,cpc,campaign_16,141.0,103.0,118.0,google,34.0,40.0
109,hotel_1,2024-09-20,google,cpc,campaign_17,150.0,25.0,27.0,google,1.0,1.0
110,hotel_1,2024-09-20,google,cpc,campaign_19,151.0,21.0,23.0,google,5.0,6.0
111,hotel_1,2024-09-20,google,cpc,campaign_20,148.0,27.0,29.0,google,4.0,4.0
112,hotel_1,2024-09-20,google,cpc,campaign_22,152.0,12.0,17.0,google,1.0,1.0
113,hotel_1,2024-09-20,google,cpc,campaign_23,155.0,10.0,12.0,google,3.0,3.0
114,hotel_1,2024-09-20,google,cpc,campaign_24,165.0,8.0,9.0,google,1.0,1.0
115,hotel_1,2024-09-20,google,cpc,campaign_25,167.0,7.0,7.0,google,0.0,0.0
116,hotel_1,2024-09-20,google,cpc,campaign_26,158.0,7.0,11.0,google,4.0,6.0
117,hotel_1,2024-09-20,google,cpc,campaign_27,168.0,6.0,7.0,google,1.0,1.0
118,hotel_1,2024-09-20,google,cpc,campaign_30,172.0,3.0,5.0,google,1.0,1.0
119,hotel_1,2024-09-20,google,cpc,campaign_34,199.0,1.0,1.0,google,1.0,1.0
120,hotel_1,2024-09-20,google,cpc,campaign_43,183.0,1.0,2.0,google,0.0,0.0
121,hotel_1,2024-09-20,google,cpc,hu_brand,140.0,104.0,126.0,google,35.0,39.0
122,hotel_1,2024-09-20,google,cpc,hu_pmax_brand,144.0,43.0,47.0,google,8.0,8.0
123,hotel_1,2024-09-20,google,cpc,utm_campaign,178.0,3.0,3.0,google,1.0,1.0
124,hotel_1,2024-09-20,google,organic,(not set),174.0,1.0,4.0,no_cpc,1.0,2.0
125,hotel_1,2024-09-20,google,organic,(organic),139.0,117.0,128.0,no_cpc,36.0,36.0
126,hotel_1,2024-09-20,google,referral,(referral),356.0,8.0,10.0,no_cpc,0.0,0.0
127,hotel_1,2024-09-20,meta,cpc,campaign_14,142.0,112.0,114.0,meta,20.0,20.0
128,hotel_1,2024-09-20,meta,cpc,campaign_18,146.0,37.0,37.0,meta,8.0,8.0
129,hotel_1,2024-09-20,meta,cpc,campaign_21,157.0,10.0,11.0,meta,1.0,1.0
130,hotel_1,2024-09-20,meta,other,campaign_44,137.0,1.0,1.0,no_cpc,0.0,0.0
131,hotel_1,2024-09-20,meta,post,campaign_44,0.0,0.0,0.0,no_cpc,1.0,1.0
132,hotel_1,2024-09-20,meta,referral,(not set),184.0,1.0,1.0,no_cpc,0.0,0.0
133,hotel_1,2024-09-20,meta,referral,(referral),3968.0,388.0,432.0,no_cpc,120.0,126.0
134,hotel_1,2024-09-20,microsoft,cpc,campaign_13,200.0,1.0,1.0,microsoft,1.0,1.0
135,hotel_1,2024-09-20,microsoft,cpc,campaign_28,166.0,6.0,8.0,microsoft,4.0,5.0
136,hotel_1,2024-09-20,microsoft,cpc,campaign_29,171.0,5.0,6.0,microsoft,1.0,1.0
137,hotel_1,2024-09-20,microsoft,cpc,campaign_31,181.0,2.0,2.0,microsoft,1.0,1.0
138,hotel_1,2024-09-20,microsoft,cpc,campaign_33,198.0,1.0,1.0,microsoft,1.0,1.0
139,hotel_1,2024-09-20,microsoft,cpc,campaign_35,201.0,1.0,1.0,microsoft,0.0,0.0
140,hotel_1,2024-09-20,microsoft,cpc,campaign_42,182.0,2.0,2.0,microsoft,0.0,0.0
141,hotel_1,2024-09-20,microsoft,cpc,campaign_9,162.0,7.0,10.0,microsoft,2.0,2.0
142,hotel_1,2024-09-20,microsoft,organic,(organic),160.0,4.0,10.0,no_cpc,0.0,0.0
143,hotel_1,2024-09-20,microsoft,referral,(referral),317.0,20.0,25.0,no_cpc,0.0,0.0
144,hotel_1,2024-09-20,na,(not set),(not set),138.0,428.0,543.0,no_cpc,2.0,3.0
145,hotel_1,2024-09-20,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,2.0,3.0
146,hotel_1,2024-09-20,other,organic,(organic),169.0,6.0,6.0,no_cpc,2.0,2.0
147,hotel_1,2024-09-20,other,other,campaign_2,156.0,9.0,12.0,no_cpc,0.0,0.0
148,hotel_1,2024-09-20,other,other,proposal-by-phone,512.0,7.0,17.0,no_cpc,0.0,0.0
149,hotel_1,2024-09-20,other,referral,(referral),6708.0,45.0,81.0,no_cpc,60.0,72.0
150,hotel_1,2024-09-21,direct,(not set),(direct),204.0,205.0,233.0,no_cpc,35.0,40.0
151,hotel_1,2024-09-21,direct,(not set),(not set),499.0,1.0,2.0,no_cpc,0.0,0.0
152,hotel_1,2024-09-21,google,cpc,(not set),205.0,174.0,198.0,google,30.0,34.0
153,hotel_1,2024-09-21,google,cpc,(organic),225.0,6.0,11.0,google,3.0,3.0
154,hotel_1,2024-09-21,google,cpc,campaign_15,210.0,80.0,94.0,google,13.0,17.0
155,hotel_1,2024-09-21,google,cpc,campaign_16,208.0,94.0,115.0,google,30.0,34.0
156,hotel_1,2024-09-21,google,cpc,campaign_17,211.0,39.0,70.0,google,1.0,13.0
157,hotel_1,2024-09-21,google,cpc,campaign_19,224.0,11.0,13.0,google,3.0,3.0
158,hotel_1,2024-09-21,google,cpc,campaign_20,215.0,32.0,34.0,google,4.0,4.0
159,hotel_1,2024-09-21,google,cpc,campaign_22,234.0,4.0,6.0,google,0.0,0.0
160,hotel_1,2024-09-21,google,cpc,campaign_23,218.0,13.0,16.0,google,5.0,5.0
161,hotel_1,2024-09-21,google,cpc,campaign_24,220.0,13.0,15.0,google,0.0,0.0
162,hotel_1,2024-09-21,google,cpc,campaign_25,235.0,4.0,5.0,google,1.0,1.0
163,hotel_1,2024-09-21,google,cpc,campaign_26,228.0,6.0,9.0,google,1.0,1.0
164,hotel_1,2024-09-21,google,cpc,campaign_27,236.0,5.0,5.0,google,1.0,1.0
165,hotel_1,2024-09-21,google,cpc,campaign_30,232.0,6.0,7.0,google,3.0,3.0
166,hotel_1,2024-09-21,google,cpc,campaign_43,247.0,1.0,2.0,google,1.0,1.0
167,hotel_1,2024-09-21,google,cpc,hu_brand,209.0,94.0,111.0,google,41.0,44.0
168,hotel_1,2024-09-21,google,cpc,hu_pmax_brand,213.0,55.0,58.0,google,8.0,9.0
169,hotel_1,2024-09-21,google,cpc,utm_campaign,239.0,1.0,5.0,google,1.0,1.0
170,hotel_1,2024-09-21,google,organic,(not set),240.0,3.0,4.0,no_cpc,0.0,0.0
171,hotel_1,2024-09-21,google,organic,(organic),206.0,107.0,141.0,no_cpc,39.0,43.0
172,hotel_1,2024-09-21,google,referral,(referral),738.0,6.0,9.0,no_cpc,0.0,3.0
173,hotel_1,2024-09-21,meta,cpc,campaign_14,207.0,116.0,122.0,meta,17.0,17.0
174,hotel_1,2024-09-21,meta,cpc,campaign_18,214.0,46.0,48.0,meta,4.0,5.0
175,hotel_1,2024-09-21,meta,cpc,campaign_21,227.0,10.0,10.0,meta,1.0,1.0
176,hotel_1,2024-09-21,meta,referral,(not set),245.0,1.0,2.0,no_cpc,0.0,0.0
177,hotel_1,2024-09-21,meta,referral,(referral),5448.0,548.0,568.0,no_cpc,288.0,294.0
178,hotel_1,2024-09-21,microsoft,cpc,campaign_28,244.0,3.0,3.0,microsoft,0.0,0.0
179,hotel_1,2024-09-21,microsoft,cpc,campaign_29,226.0,10.0,10.0,microsoft,0.0,0.0
180,hotel_1,2024-09-21,microsoft,cpc,campaign_31,259.0,1.0,1.0,microsoft,0.0,0.0
181,hotel_1,2024-09-21,microsoft,cpc,campaign_35,248.0,2.0,2.0,microsoft,0.0,0.0
182,hotel_1,2024-09-21,microsoft,cpc,campaign_40,261.0,1.0,1.0,microsoft,0.0,0.0
183,hotel_1,2024-09-21,microsoft,cpc,campaign_45,260.0,1.0,1.0,microsoft,1.0,1.0
184,hotel_1,2024-09-21,microsoft,cpc,campaign_9,223.0,9.0,13.0,microsoft,0.0,0.0
185,hotel_1,2024-09-21,microsoft,organic,(organic),246.0,1.0,2.0,no_cpc,0.0,0.0
186,hotel_1,2024-09-21,microsoft,referral,(referral),473.0,5.0,10.0,no_cpc,0.0,0.0
187,hotel_1,2024-09-21,na,(not set),(not set),229.0,423.0,557.0,no_cpc,4.0,4.0
188,hotel_1,2024-09-21,other,email,campaign_7,0.0,0.0,0.0,no_cpc,1.0,2.0
189,hotel_1,2024-09-21,other,newsletter,campaign_7,203.0,2.0,8.0,no_cpc,0.0,0.0
190,hotel_1,2024-09-21,other,offline,proposal-by-phone,0.0,0.0,0.0,no_cpc,1.0,1.0
191,hotel_1,2024-09-21,other,organic,(organic),241.0,3.0,3.0,no_cpc,3.0,3.0
192,hotel_1,2024-09-21,other,other,campaign_2,233.0,4.0,7.0,no_cpc,0.0,0.0
193,hotel_1,2024-09-21,other,other,proposal-by-phone,475.0,6.0,10.0,no_cpc,0.0,0.0
194,hotel_1,2024-09-21,other,referral,(referral),3432.0,42.0,68.0,no_cpc,56.0,56.0
195,hotel_1,2024-09-22,direct,(not set),(direct),263.0,215.0,259.0,no_cpc,43.0,52.0
196,hotel_1,2024-09-22,google,cpc,(not set),264.0,211.0,236.0,google,45.0,47.0
197,hotel_1,2024-09-22,google,cpc,(organic),289.0,2.0,8.0,google,1.0,3.0
198,hotel_1,2024-09-22,google,cpc,(referral),312.0,0.0,1.0,google,0.0,0.0
199,hotel_1,2024-09-22,google,cpc,campaign_15,270.0,62.0,70.0,google,9.0,9.0
200,hotel_1,2024-09-22,google,cpc,campaign_16,266.0,129.0,162.0,google,55.0,67.0
201,hotel_1,2024-09-22,google,cpc,campaign_17,273.0,48.0,51.0,google,6.0,8.0
202,hotel_1,2024-09-22,google,cpc,campaign_19,276.0,31.0,41.0,google,16.0,20.0
203,hotel_1,2024-09-22,google,cpc,campaign_20,274.0,37.0,46.0,google,5.0,6.0
204,hotel_1,2024-09-22,google,cpc,campaign_22,288.0,5.0,9.0,google,3.0,3.0
205,hotel_1,2024-09-22,google,cpc,campaign_23,279.0,15.0,18.0,google,3.0,3.0
206,hotel_1,2024-09-22,google,cpc,campaign_24,283.0,12.0,12.0,google,2.0,2.0
207,hotel_1,2024-09-22,google,cpc,campaign_25,278.0,17.0,18.0,google,1.0,1.0
208,hotel_1,2024-09-22,google,cpc,campaign_26,295.0,4.0,5.0,google,1.0,1.0
209,hotel_1,2024-09-22,google,cpc,campaign_27,291.0,5.0,8.0,google,0.0,0.0
210,hotel_1,2024-09-22,google,cpc,campaign_30,290.0,6.0,8.0,google,5.0,6.0
211,hotel_1,2024-09-22,google,cpc,campaign_34,319.0,1.0,1.0,google,1.0,1.0
212,hotel_1,2024-09-22,google,cpc,campaign_43,303.0,0.0,2.0,google,0.0,0.0
213,hotel_1,2024-09-22,google,cpc,hu_brand,268.0,97.0,120.0,google,35.0,37.0
214,hotel_1,2024-09-22,google,cpc,hu_pmax_brand,275.0,42.0,45.0,google,9.0,9.0
215,hotel_1,2024-09-22,google,cpc,utm_campaign,305.0,1.0,2.0,google,0.0,0.0
216,hotel_1,2024-09-22,google,organic,(not set),306.0,1.0,1.0,no_cpc,0.0,0.0
217,hotel_1,2024-09-22,google,organic,(organic),267.0,132.0,160.0,no_cpc,45.0,52.0
218,hotel_1,2024-09-22,google,referral,(referral),910.0,26.0,26.0,no_cpc,9.0,9.0
219,hotel_1,2024-09-22,meta,cpc,campaign_14,265.0,188.0,192.0,meta,29.0,29.0
220,hotel_1,2024-09-22,meta,cpc,campaign_18,269.0,73.0,75.0,meta,9.0,9.0
221,hotel_1,2024-09-22,meta,cpc,campaign_21,286.0,6.0,10.0,meta,0.0,0.0
222,hotel_1,2024-09-22,meta,other,campaign_58,318.0,1.0,1.0,no_cpc,0.0,0.0
223,hotel_1,2024-09-22,meta,referral,(not set),307.0,0.0,1.0,no_cpc,0.0,0.0
224,hotel_1,2024-09-22,meta,referral,(referral),7155.0,620.0,750.0,no_cpc,165.0,175.0
225,hotel_1,2024-09-22,microsoft,cpc,campaign_28,284.0,8.0,11.0,microsoft,3.0,3.0
226,hotel_1,2024-09-22,microsoft,cpc,campaign_29,292.0,8.0,8.0,microsoft,0.0,0.0
227,hotel_1,2024-09-22,microsoft,cpc,campaign_31,298.0,2.0,4.0,microsoft,2.0,2.0
228,hotel_1,2024-09-22,microsoft,cpc,campaign_42,302.0,0.0,2.0,microsoft,0.0,0.0
229,hotel_1,2024-09-22,microsoft,cpc,campaign_9,297.0,2.0,4.0,microsoft,0.0,0.0
230,hotel_1,2024-09-22,microsoft,organic,(organic),296.0,3.0,4.0,no_cpc,2.0,2.0
231,hotel_1,2024-09-22,microsoft,referral,(referral),588.0,8.0,11.0,no_cpc,2.0,2.0
232,hotel_1,2024-09-22,na,(not set),(not set),262.0,510.0,712.0,no_cpc,6.0,6.0
233,hotel_1,2024-09-22,other,newsletter,campaign_7,304.0,2.0,2.0,no_cpc,0.0,0.0
234,hotel_1,2024-09-22,other,offline,campaign_2,0.0,0.0,0.0,no_cpc,1.0,2.0
235,hotel_1,2024-09-22,other,organic,(organic),1180.0,24.0,26.0,no_cpc,10.0,10.0
236,hotel_1,2024-09-22,other,other,campaign_2,293.0,5.0,7.0,no_cpc,0.0,0.0
237,hotel_1,2024-09-22,other,other,proposal-by-phone,299.0,2.0,4.0,no_cpc,0.0,0.0
238,hotel_1,2024-09-22,other,referral,(referral),7272.0,69.0,93.0,no_cpc,80.0,80.0
239,hotel_1,2024-09-23,direct,(not set),(direct),321.0,272.0,329.0,no_cpc,63.0,75.0
240,hotel_1,2024-09-23,direct,(not set),(not set),364.0,2.0,3.0,no_cpc,0.0,0.0
241,hotel_1,2024-09-23,google,cpc,(not set),322.0,222.0,259.0,google,56.0,62.0
242,hotel_1,2024-09-23,google,cpc,(organic),339.0,6.0,19.0,google,1.0,1.0
243,hotel_1,2024-09-23,google,cpc,campaign_15,328.0,111.0,120.0,google,14.0,14.0
244,hotel_1,2024-09-23,google,cpc,campaign_16,327.0,111.0,138.0,google,35.0,38.0
245,hotel_1,2024-09-23,google,cpc,campaign_17,330.0,58.0,59.0,google,8.0,8.0
246,hotel_1,2024-09-23,google,cpc,campaign_19,333.0,30.0,35.0,google,9.0,9.0
247,hotel_1,2024-09-23,google,cpc,campaign_20,334.0,19.0,33.0,google,3.0,4.0
248,hotel_1,2024-09-23,google,cpc,campaign_22,350.0,9.0,10.0,google,1.0,1.0
249,hotel_1,2024-09-23,google,cpc,campaign_23,342.0,6.0,14.0,google,2.0,2.0
250,hotel_1,2024-09-23,google,cpc,campaign_24,337.0,19.0,24.0,google,2.0,2.0
251,hotel_1,2024-09-23,google,cpc,campaign_25,358.0,5.0,5.0,google,0.0,0.0
252,hotel_1,2024-09-23,google,cpc,campaign_26,343.0,6.0,14.0,google,4.0,4.0
253,hotel_1,2024-09-23,google,cpc,campaign_27,349.0,6.0,10.0,google,1.0,1.0
254,hotel_1,2024-09-23,google,cpc,campaign_30,353.0,3.0,7.0,google,2.0,2.0
255,hotel_1,2024-09-23,google,cpc,campaign_43,362.0,3.0,4.0,google,0.0,0.0
256,hotel_1,2024-09-23,google,cpc,hu_brand,324.0,137.0,159.0,google,42.0,44.0
257,hotel_1,2024-09-23,google,cpc,hu_pmax_brand,329.0,40.0,60.0,google,10.0,11.0
258,hotel_1,2024-09-23,google,cpc,utm_campaign,355.0,5.0,6.0,google,1.0,1.0
259,hotel_1,2024-09-23,google,organic,(not set),338.0,20.0,20.0,no_cpc,0.0,0.0
260,hotel_1,2024-09-23,google,organic,(organic),323.0,168.0,205.0,no_cpc,48.0,59.0
261,hotel_1,2024-09-23,google,referral,(referral),1430.0,18.0,28.0,no_cpc,8.0,8.0
262,hotel_1,2024-09-23,meta,cpc,campaign_1,368.0,2.0,3.0,meta,0.0,0.0
263,hotel_1,2024-09-23,meta,cpc,campaign_14,326.0,134.0,142.0,meta,15.0,15.0
264,hotel_1,2024-09-23,meta,cpc,campaign_18,325.0,139.0,143.0,meta,24.0,25.0
265,hotel_1,2024-09-23,meta,cpc,campaign_21,335.0,23.0,25.0,meta,0.0,1.0
266,hotel_1,2024-09-23,meta,other,campaign_46,380.0,1.0,1.0,no_cpc,0.0,0.0
267,hotel_1,2024-09-23,meta,other,campaign_47,382.0,1.0,1.0,no_cpc,0.0,0.0
268,hotel_1,2024-09-23,meta,other,campaign_58,381.0,1.0,1.0,no_cpc,0.0,0.0
269,hotel_1,2024-09-23,meta,referral,(not set),373.0,0.0,1.0,no_cpc,0.0,0.0
270,hotel_1,2024-09-23,meta,referral,(referral),8428.0,492.0,532.0,no_cpc,180.0,180.0
