,date,utm_campaign,utm_source,utm_medium,user_count,session_count,hotel_id
41,2024-09-19,(direct),(direct),(not set),105,114,hotel_3
42,2024-09-19,(organic),google,cpc,78,91,hotel_3
43,2024-09-19,HU | GSN | PERF I Brand,google,cpc,41,47,hotel_3
44,2024-09-19,(organic),google,organic,34,37,hotel_3
45,2024-09-19,HU | pMAX | PERF I Brand,google,cpc,37,37,hotel_3
46,2024-09-19,campaign_22,google,cpc,16,20,hotel_3
47,2024-09-19,hirlevel_c1,hirlevel_s1,newsletter,10,12,hotel_3
48,2024-09-19,(not set),google,cpc,9,10,hotel_3
49,2024-09-19,(not set),(not set),(not set),5,9,hotel_3
50,2024-09-19,campaign_21,facebook,cpc,9,9,hotel_3
51,2024-09-19,campaign_20,facebook,cpc,9,9,hotel_3
52,2024-09-19,(referral),instagram,referral,8,8,hotel_3
53,2024-09-19,campaign_23,google,cpc,8,8,hotel_3
54,2024-09-19,campaign_19,facebook,cpc,7,8,hotel_3
55,2024-09-19,(organic),bing,organic,5,5,hotel_3
56,2024-09-19,(referral),facebook,referral,4,4,hotel_3
57,2024-09-19,(referral),redir.d-edgeconnect.media,referral,4,4,hotel_3
58,2024-09-19,hirlevel_c4,hirlevel_s5,newsletter,3,4,hotel_3
59,2024-09-19,(referral),instagram,referral,3,3,hotel_3
60,2024-09-19,(referral),facebook,referral,3,3,hotel_3
61,2024-09-19,(referral),webmail.telekom.hu,referral,2,3,hotel_3
62,2024-09-19,campaign_25,google,cpc,2,3,hotel_3
63,2024-09-19,proposal-by-phone,phone,offline,2,3,hotel_3
64,2024-09-19,(referral),source_4,referral,2,2,hotel_3
65,2024-09-19,(referral),hotelcms.hu,referral,1,2,hotel_3
66,2024-09-19,(referral),youtube.com,referral,1,2,hotel_3
67,2024-09-19,campaign_2,bing,cpc,2,2,hotel_3
68,2024-09-19,(referral),app.zoomsphere.com,referral,1,1,hotel_3
69,2024-09-19,(referral),google,cpc,1,1,hotel_3
70,2024-09-19,(referral),otpbankdirekt.hu,referral,1,1,hotel_3
71,2024-09-19,campaign_27,google,cpc,1,1,hotel_3
72,2024-09-19,campaign_26,google,cpc,1,1,hotel_3
73,2024-09-19,campaign_24,google,cpc,1,1,hotel_3
74,2024-09-19,DE | pMAX | PERF I Brand,google,cpc,1,1,hotel_3
75,2024-09-19,campaign_5,bing,cpc,1,1,hotel_3
76,2024-09-19,HU | GSN | Brand,bing,cpc,1,1,hotel_3
77,2024-09-19,campaign_28,google,cpc,1,1,hotel_3
78,2024-09-19,campaign_37,google,cpc,1,1,hotel_3
79,2024-09-19,hirlevel_c2,hirlevel_s3,newsletter,1,1,hotel_3
80,2024-09-19,loyalty-email,loyalty,email,1,1,hotel_3
81,2024-09-20,(referral),wellcard.de,referral,1,1,hotel_3
82,2024-09-20,hirlevel_c4,hirlevel_s5,newsletter,1,1,hotel_3
83,2024-09-20,HU | GSN | PERF I Brand,google,cpc,35,39,hotel_3
84,2024-09-20,(organic),google,organic,27,28,hotel_3
85,2024-09-20,HU | pMAX | PERF I Brand,google,cpc,22,22,hotel_3
86,2024-09-20,(not set),google,cpc,16,16,hotel_3
87,2024-09-20,campaign_19,facebook,cpc,15,15,hotel_3
88,2024-09-20,campaign_20,facebook,cpc,11,12,hotel_3
89,2024-09-20,(organic),bing,organic,9,10,hotel_3
90,2024-09-20,(referral),redir.d-edgeconnect.media,referral,9,10,hotel_3
91,2024-09-20,(referral),instagram,referral,7,7,hotel_3
92,2024-09-20,campaign_22,google,cpc,7,7,hotel_3
93,2024-09-20,campaign_23,google,cpc,4,4,hotel_3
94,2024-09-20,campaign_21,facebook,cpc,4,4,hotel_3
95,2024-09-20,(referral),facebook,referral,3,3,hotel_3
96,2024-09-20,(referral),facebook,referral,3,3,hotel_3
97,2024-09-20,campaign_27,google,cpc,1,3,hotel_3
98,2024-09-20,hirlevel_c1,hirlevel_s1,newsletter,3,3,hotel_3
99,2024-09-20,loyalty-email,loyalty,email,1,3,hotel_3
100,2024-09-20,(not set),(not set),(not set),1,2,hotel_3
101,2024-09-20,(referral),instagram,referral,2,2,hotel_3
102,2024-09-20,campaign_24,google,cpc,2,2,hotel_3
103,2024-09-20,(not set),deref-gmx.net,referral,1,1,hotel_3
104,2024-09-20,(referral),lightmailer-bs.gmx.net,referral,1,1,hotel_3
105,2024-09-20,(referral),google,referral,1,1,hotel_3
106,2024-09-20,(referral),wellcard.at,referral,1,1,hotel_3
107,2024-09-20,(organic),google,cpc,59,64,hotel_3
108,2024-09-20,campaign_7,fb,paid,1,1,hotel_3
109,2024-09-20,AT | PERF | Brand,bing,cpc,1,1,hotel_3
110,2024-09-20,DE | pMAX | PERF I Brand,google,cpc,1,1,hotel_3
111,2024-09-20,HU | PERF | Desztináció,bing,cpc,1,1,hotel_3
112,2024-09-20,(direct),(direct),(not set),50,51,hotel_3
113,2024-09-21,(organic),google,cpc,66,75,hotel_3
114,2024-09-21,HU | GSN | PERF I Brand,google,cpc,45,53,hotel_3
115,2024-09-21,(direct),(direct),(not set),42,43,hotel_3
116,2024-09-21,(organic),google,organic,29,33,hotel_3
117,2024-09-21,HU | pMAX | PERF I Brand,google,cpc,25,31,hotel_3
118,2024-09-21,(not set),google,cpc,28,28,hotel_3
119,2024-09-21,campaign_21,facebook,cpc,12,14,hotel_3
120,2024-09-21,campaign_22,google,cpc,7,11,hotel_3
121,2024-09-21,campaign_19,facebook,cpc,6,6,hotel_3
122,2024-09-21,campaign_20,facebook,cpc,6,6,hotel_3
123,2024-09-21,(referral),facebook,referral,5,5,hotel_3
124,2024-09-21,(referral),redir.d-edgeconnect.media,referral,5,5,hotel_3
125,2024-09-21,(not set),(not set),(not set),4,4,hotel_3
126,2024-09-21,(organic),bing,organic,4,4,hotel_3
127,2024-09-21,campaign_27,google,cpc,4,4,hotel_3
128,2024-09-21,campaign_25,google,cpc,4,4,hotel_3
129,2024-09-21,loyalty-email,loyalty,email,1,4,hotel_3
130,2024-09-21,campaign_23,google,cpc,3,3,hotel_3
131,2024-09-21,campaign_30,google,cpc,3,3,hotel_3
132,2024-09-21,campaign_2,bing,cpc,3,3,hotel_3
133,2024-09-21,(referral),facebook,referral,2,2,hotel_3
134,2024-09-21,(referral),google,referral,1,2,hotel_3
135,2024-09-21,(referral),thermengutscheine.at,referral,1,2,hotel_3
136,2024-09-21,(referral),instagram,referral,1,1,hotel_3
137,2024-09-21,(referral),facebook,referral,1,1,hotel_3
138,2024-09-21,(referral),wellcard.at,referral,1,1,hotel_3
139,2024-09-21,campaign_33,google,cpc,1,1,hotel_3
140,2024-09-21,hirlevel_c1,hirlevel_s1,newsletter,1,1,hotel_3
141,2024-09-21,hirlevel_c4,hirlevel_s5,newsletter,1,1,hotel_3
142,2024-09-22,campaign_21,facebook,cpc,20,20,hotel_3
143,2024-09-22,proposal-by-phone,phone,offline,1,1,hotel_3
144,2024-09-22,HU | GSN | PERF I Brand,google,cpc,48,53,hotel_3
145,2024-09-22,(organic),google,organic,27,30,hotel_3
146,2024-09-22,HU | pMAX | PERF I Brand,google,cpc,30,30,hotel_3
147,2024-09-22,(not set),google,cpc,25,25,hotel_3
148,2024-09-22,(organic),google,cpc,85,92,hotel_3
149,2024-09-22,campaign_19,facebook,cpc,11,11,hotel_3
150,2024-09-22,(referral),facebook,referral,9,9,hotel_3
151,2024-09-22,(referral),redir.d-edgeconnect.media,referral,9,9,hotel_3
152,2024-09-22,campaign_22,google,cpc,9,9,hotel_3
153,2024-09-22,campaign_20,facebook,cpc,6,7,hotel_3
154,2024-09-22,(not set),(not set),(not set),3,5,hotel_3
155,2024-09-22,(referral),facebook,referral,5,5,hotel_3
156,2024-09-22,campaign_23,google,cpc,4,4,hotel_3
157,2024-09-22,campaign_2,bing,cpc,4,4,hotel_3
158,2024-09-22,campaign_28,google,cpc,3,3,hotel_3
159,2024-09-22,(referral),google,cpc,2,2,hotel_3
160,2024-09-22,(referral),kereso.startlap.hu,referral,2,2,hotel_3
161,2024-09-22,campaign_24,google,cpc,2,2,hotel_3
162,2024-09-22,DE | pMAX | PERF I Brand,google,cpc,2,2,hotel_3
163,2024-09-22,HU | GDN | ENGM I Programok '24,google,cpc,2,2,hotel_3
164,2024-09-22,hirlevel_c1,hirlevel_s1,newsletter,2,2,hotel_3
165,2024-09-22,(organic),bing,organic,1,1,hotel_3
166,2024-09-22,(referral),instagram,referral,1,1,hotel_3
167,2024-09-22,(referral),facebook,referral,1,1,hotel_3
168,2024-09-22,(referral),google,referral,1,1,hotel_3
169,2024-09-22,campaign_27,google,cpc,1,1,hotel_3
170,2024-09-22,campaign_33,google,cpc,1,1,hotel_3
171,2024-09-22,campaign_25,google,cpc,1,1,hotel_3
172,2024-09-22,hirlevel_c2,hirlevel_s3,newsletter,1,1,hotel_3
173,2024-09-22,(direct),(direct),(not set),53,56,hotel_3
174,2024-09-23,(not set),google,cpc,23,24,hotel_3
175,2024-09-23,campaign_15,ajanlat,email,1,1,hotel_3
176,2024-09-23,(organic),google,organic,60,67,hotel_3
177,2024-09-23,HU | GSN | PERF I Brand,google,cpc,46,49,hotel_3
178,2024-09-23,campaign_21,facebook,cpc,43,43,hotel_3
179,2024-09-23,(organic),google,cpc,82,87,hotel_3
180,2024-09-23,HU | pMAX | PERF I Brand,google,cpc,22,23,hotel_3
181,2024-09-23,(not set),(not set),(not set),8,10,hotel_3
182,2024-09-23,(referral),facebook,referral,9,10,hotel_3
183,2024-09-23,campaign_19,facebook,cpc,8,8,hotel_3
184,2024-09-23,(referral),facebook,referral,7,7,hotel_3
185,2024-09-23,campaign_22,google,cpc,5,7,hotel_3
186,2024-09-23,(referral),redir.d-edgeconnect.media,referral,6,6,hotel_3
187,2024-09-23,campaign_23,google,cpc,3,6,hotel_3
188,2024-09-23,DE | pMAX | PERF I Brand,google,cpc,5,5,hotel_3
189,2024-09-23,campaign_10,ajanlat,offline,3,5,hotel_3
190,2024-09-23,(organic),bing,organic,4,4,hotel_3
191,2024-09-23,(referral),instagram,referral,3,4,hotel_3
192,2024-09-23,campaign_25,google,cpc,4,4,hotel_3
193,2024-09-23,campaign_27,google,cpc,3,3,hotel_3
194,2024-09-23,campaign_20,facebook,cpc,3,3,hotel_3
195,2024-09-23,(not set),google,organic,1,1,hotel_3
196,2024-09-23,(organic),ecosia.org,organic,1,1,hotel_3
197,2024-09-23,(referral),director-web.ro,referral,1,1,hotel_3
198,2024-09-23,(referral),hotelcms.hu,referral,1,1,hotel_3
199,2024-09-23,(referral),instagram,referral,1,1,hotel_3
200,2024-09-23,(referral),lightmailer-bs.gmx.net,referral,1,1,hotel_3
201,2024-09-23,(referral),google,referral,1,1,hotel_3
202,2024-09-23,(referral),source_17,referral,1,1,hotel_3
203,2024-09-23,(referral),zadirweb.com,referral,1,1,hotel_3
204,2024-09-23,campaign_12,ig,paid,1,1,hotel_3
205,2024-09-23,campaign_26,google,cpc,1,1,hotel_3
206,2024-09-23,campaign_33,google,cpc,1,1,hotel_3
207,2024-09-23,campaign_24,google,cpc,1,1,hotel_3
208,2024-09-23,campaign_30,google,cpc,1,1,hotel_3
209,2024-09-23,campaign_5,bing,cpc,1,1,hotel_3
210,2024-09-23,campaign_2,bing,cpc,1,1,hotel_3
211,2024-09-23,HU | PERF | Lokáció - All,bing,cpc,1,1,hotel_3
212,2024-09-23,campaign_28,google,cpc,1,1,hotel_3
213,2024-09-23,campaign_39,bing,cpc,1,1,hotel_3
214,2024-09-23,(direct),(direct),(not set),70,81,hotel_3
215,2024-09-24,(referral),thermengutscheine.at,referral,1,1,hotel_3
216,2024-09-24,loyalty-email,loyalty,email,1,1,hotel_3
217,2024-09-24,(organic),google,organic,45,47,hotel_3
218,2024-09-24,campaign_21,facebook,cpc,45,47,hotel_3
219,2024-09-24,HU | GSN | PERF I Brand,google,cpc,41,46,hotel_3
220,2024-09-24,HU | pMAX | PERF I Brand,google,cpc,32,33,hotel_3
221,2024-09-24,(not set),google,cpc,23,26,hotel_3
222,2024-09-24,(referral),facebook,referral,13,13,hotel_3
223,2024-09-24,campaign_19,facebook,cpc,11,11,hotel_3
224,2024-09-24,campaign_22,google,cpc,10,10,hotel_3
225,2024-09-24,(referral),facebook,referral,9,9,hotel_3
226,2024-09-24,(organic),bing,organic,7,7,hotel_3
227,2024-09-24,(referral),instagram,referral,5,6,hotel_3
228,2024-09-24,campaign_24,google,cpc,6,6,hotel_3
229,2024-09-24,campaign_23,google,cpc,5,5,hotel_3
230,2024-09-24,DE | pMAX | PERF I Brand,google,cpc,5,5,hotel_3
231,2024-09-24,campaign_25,google,cpc,4,5,hotel_3
232,2024-09-24,campaign_20,facebook,cpc,5,5,hotel_3
233,2024-09-24,campaign_2,bing,cpc,4,4,hotel_3
234,2024-09-24,(not set),(not set),(not set),3,3,hotel_3
235,2024-09-24,(referral),redir.d-edgeconnect.media,referral,3,3,hotel_3
236,2024-09-24,campaign_27,google,cpc,3,3,hotel_3
237,2024-09-24,HU | GDN | ENGM I Programok '24,google,cpc,3,3,hotel_3
238,2024-09-24,(referral),google,cpc,2,2,hotel_3
239,2024-09-24,(referral),youtube.com,referral,2,2,hotel_3
240,2024-09-24,campaign_14,bing,cpc,2,2,hotel_3
241,2024-09-24,(organic),ecosia.org,organic,1,1,hotel_3
242,2024-09-24,(organic),qwant.com,organic,1,1,hotel_3
243,2024-09-24,(referral),kereso.startlap.hu,referral,1,1,hotel_3
244,2024-09-24,(referral),google,referral,1,1,hotel_3
245,2024-09-24,(referral),source_9,referral,1,1,hotel_3
246,2024-09-24,(organic),google,cpc,81,86,hotel_3
247,2024-09-24,campaign_26,google,cpc,1,1,hotel_3
248,2024-09-24,campaign_30,google,cpc,1,1,hotel_3
249,2024-09-24,campaign_5,bing,cpc,1,1,hotel_3
250,2024-09-24,HU | PERF | Brand,bing,cpc,1,1,hotel_3
251,2024-09-24,campaign_1,facebook,cpc,1,1,hotel_3
252,2024-09-24,campaign_28,google,cpc,1,1,hotel_3
253,2024-09-24,campaign_39,bing,cpc,1,1,hotel_3
254,2024-09-24,hirlevel_c2,hirlevel_s3,newsletter,1,1,hotel_3
255,2024-09-24,(direct),(direct),(not set),63,72,hotel_3
256,2024-09-25,HU | PERF | Brand,bing,cpc,1,1,hotel_3
257,2024-09-25,(not set),(not set),(not set),74,80,hotel_3
258,2024-09-25,HU | GSN | PERF I Brand,google,cpc,55,60,hotel_3
259,2024-09-25,(direct),(direct),(not set),42,45,hotel_3
260,2024-09-25,campaign_21,facebook,cpc,41,42,hotel_3
261,2024-09-25,(organic),google,organic,27,30,hotel_3
262,2024-09-25,(not set),google,cpc,23,23,hotel_3
263,2024-09-25,HU | pMAX | PERF I Brand,google,cpc,23,23,hotel_3
264,2024-09-25,campaign_2,bing,cpc,7,8,hotel_3
265,2024-09-25,(referral),facebook,referral,7,7,hotel_3
266,2024-09-25,(organic),bing,organic,3,6,hotel_3
267,2024-09-25,DE | pMAX | PERF I Brand,google,cpc,5,6,hotel_3
268,2024-09-25,(referral),facebook,referral,5,5,hotel_3
269,2024-09-25,campaign_22,google,cpc,5,5,hotel_3
270,2024-09-25,campaign_27,google,cpc,4,4,hotel_3
271,2024-09-25,campaign_19,facebook,cpc,4,4,hotel_3
272,2024-09-25,campaign_23,google,cpc,3,3,hotel_3
273,2024-09-25,campaign_24,google,cpc,2,2,hotel_3
274,2024-09-25,campaign_20,facebook,cpc,2,2,hotel_3
275,2024-09-25,(referral),hotelcms.hu,referral,1,1,hotel_3
276,2024-09-25,(referral),instagram,referral,1,1,hotel_3
277,2024-09-25,(referral),instagram,referral,1,1,hotel_3
278,2024-09-25,(referral),redir.d-edgeconnect.media,referral,1,1,hotel_3
279,2024-09-25,campaign_14,bing,cpc,1,1,hotel_3
280,2024-09-25,campaign_25,google,cpc,1,1,hotel_3
281,2024-09-25,(organic),google,cpc,74,78,hotel_3
282,2024-09-26,campaign_25,google,cpc,2,2,hotel_3
283,2024-09-26,campaign_21,facebook,cpc,55,58,hotel_3
284,2024-09-26,HU | GSN | PERF I Brand,google,cpc,42,49,hotel_3
285,2024-09-26,(organic),google,organic,45,45,hotel_3
286,2024-09-26,(direct),(direct),(not set),43,44,hotel_3
287,2024-09-26,HU | pMAX | PERF I Brand,google,cpc,34,34,hotel_3
288,2024-09-26,(not set),google,cpc,26,26,hotel_3
289,2024-09-26,(referral),facebook,referral,13,13,hotel_3
290,2024-09-26,campaign_22,google,cpc,11,12,hotel_3
291,2024-09-26,(organic),bing,organic,9,9,hotel_3
292,2024-09-26,(referral),facebook,referral,9,9,hotel_3
293,2024-09-26,campaign_23,google,cpc,9,9,hotel_3
294,2024-09-26,DE | pMAX | PERF I Brand,google,cpc,5,6,hotel_3
295,2024-09-26,(referral),redir.d-edgeconnect.media,referral,5,5,hotel_3
296,2024-09-26,campaign_24,google,cpc,5,5,hotel_3
297,2024-09-26,campaign_27,google,cpc,3,3,hotel_3
298,2024-09-26,campaign_19,facebook,cpc,2,3,hotel_3
299,2024-09-26,(referral),facebook,referral,2,2,hotel_3
300,2024-09-26,campaign_2,bing,cpc,2,2,hotel_3
301,2024-09-26,(organic),google,cpc,79,87,hotel_3
302,2024-09-26,campaign_28,google,cpc,2,2,hotel_3
303,2024-09-26,(not set),(not set),(not set),1,1,hotel_3
304,2024-09-26,(referral),google,cpc,1,1,hotel_3
305,2024-09-26,(referral),instagram,referral,1,1,hotel_3
306,2024-09-26,(referral),kapu.hu,referral,1,1,hotel_3
307,2024-09-26,(referral),instagram,referral,1,1,hotel_3
308,2024-09-26,(referral),lightmailer-bs.gmx.net,referral,1,1,hotel_3
309,2024-09-26,(referral),google,referral,1,1,hotel_3
310,2024-09-26,campaign_14,bing,cpc,1,1,hotel_3
311,2024-09-26,AT | PERF | Brand,bing,cpc,1,1,hotel_3
312,2024-09-26,hirlevel_c2,hirlevel_s3,newsletter,0,1,hotel_3
313,2024-09-26,campaign_15,ajanlat,email,1,1,hotel_3
314,2024-09-27,(organic),google,cpc,66,70,hotel_3
315,2024-09-27,(direct),(direct),(not set),52,57,hotel_3
316,2024-09-27,HU | GSN | PERF I Brand,google,cpc,40,47,hotel_3
317,2024-09-27,(organic),google,organic,44,46,hotel_3
318,2024-09-27,campaign_21,facebook,cpc,41,41,hotel_3
319,2024-09-27,HU | pMAX | PERF I Brand,google,cpc,32,32,hotel_3
320,2024-09-27,(not set),google,cpc,14,15,hotel_3
321,2024-09-27,campaign_19,facebook,cpc,10,10,hotel_3
322,2024-09-27,campaign_24,google,cpc,9,9,hotel_3
323,2024-09-27,campaign_22,google,cpc,7,9,hotel_3
324,2024-09-27,(referral),facebook,referral,5,6,hotel_3
325,2024-09-27,(referral),redir.d-edgeconnect.media,referral,6,6,hotel_3
326,2024-09-27,DE | pMAX | PERF I Brand,google,cpc,2,4,hotel_3
327,2024-09-27,(referral),instagram,referral,3,3,hotel_3
328,2024-09-27,(referral),facebook,referral,3,3,hotel_3
329,2024-09-27,campaign_25,google,cpc,3,3,hotel_3
330,2024-09-27,(not set),(not set),(not set),2,2,hotel_3
331,2024-09-27,campaign_27,google,cpc,2,2,hotel_3
332,2024-09-27,campaign_23,google,cpc,2,2,hotel_3
333,2024-09-27,campaign_20,facebook,cpc,2,2,hotel_3
334,2024-09-27,campaign_28,google,cpc,2,2,hotel_3
335,2024-09-27,(organic),bing,organic,1,1,hotel_3
336,2024-09-27,(referral),glamour.hu,referral,1,1,hotel_3
337,2024-09-27,(referral),source_11,referral,1,1,hotel_3
338,2024-09-27,(referral),facebook,referral,1,1,hotel_3
339,2024-09-27,(referral),google,referral,1,1,hotel_3
340,2024-09-27,(referral),wellcard.at,referral,1,1,hotel_3
341,2024-09-27,campaign_30,google,cpc,1,1,hotel_3
342,2024-09-27,campaign_2,bing,cpc,1,1,hotel_3
343,2024-09-27,HU | GDN | ENGM I Programok '24,google,cpc,1,1,hotel_3
344,2024-09-27,campaign_10,ajanlat,offline,1,1,hotel_3
345,2024-09-27,proposal-by-phone,ajanlat,offline,1,1,hotel_3
346,2024-09-28,(referral),facebook,referral,7,7,hotel_3
347,2024-09-28,campaign_28,google,cpc,1,1,hotel_3
348,2024-09-28,HU | GSN | PERF I Brand,google,cpc,46,52,hotel_3
349,2024-09-28,campaign_21,facebook,cpc,35,35,hotel_3
350,2024-09-28,HU | pMAX | PERF I Brand,google,cpc,32,33,hotel_3
351,2024-09-28,(organic),google,organic,29,30,hotel_3
352,2024-09-28,(not set),google,cpc,26,26,hotel_3
353,2024-09-28,(referral),facebook,referral,12,12,hotel_3
354,2024-09-28,(organic),google,cpc,70,88,hotel_3
355,2024-09-28,campaign_22,google,cpc,7,7,hotel_3
356,2024-09-28,campaign_19,facebook,cpc,6,6,hotel_3
357,2024-09-28,(referral),instagram,referral,5,5,hotel_3
358,2024-09-28,campaign_24,google,cpc,5,5,hotel_3
359,2024-09-28,(not set),(not set),(not set),4,4,hotel_3
360,2024-09-28,(referral),redir.d-edgeconnect.media,referral,4,4,hotel_3
361,2024-09-28,(organic),bing,organic,2,3,hotel_3
362,2024-09-28,DE | pMAX | PERF I Brand,google,cpc,3,3,hotel_3
363,2024-09-28,campaign_2,bing,cpc,3,3,hotel_3
364,2024-09-28,campaign_25,google,cpc,2,2,hotel_3
365,2024-09-28,(referral),gmail.hu,referral,1,1,hotel_3
366,2024-09-28,(referral),google,cpc,1,1,hotel_3
367,2024-09-28,(referral),kapu.hu,referral,1,1,hotel_3
368,2024-09-28,(referral),kereso.startlap.hu,referral,1,1,hotel_3
369,2024-09-28,(referral),instagram,referral,1,1,hotel_3
370,2024-09-28,(referral),facebook,referral,1,1,hotel_3
371,2024-09-28,(referral),google,referral,1,1,hotel_3
372,2024-09-28,(referral),otpbankdirekt.hu,referral,1,1,hotel_3
373,2024-09-28,campaign_14,bing,cpc,1,1,hotel_3
374,2024-09-28,campaign_27,google,cpc,1,1,hotel_3
375,2024-09-28,campaign_33,google,cpc,1,1,hotel_3
376,2024-09-28,campaign_30,google,cpc,1,1,hotel_3
377,2024-09-28,campaign_20,facebook,cpc,1,1,hotel_3
378,2024-09-28,(direct),(direct),(not set),53,58,hotel_3
379,2024-09-29,(organic),google,cpc,81,87,hotel_3
380,2024-09-29,HU | GSN | PERF I Brand,google,cpc,65,71,hotel_3
381,2024-09-29,(direct),(direct),(not set),45,45,hotel_3
382,2024-09-29,(organic),google,organic,35,38,hotel_3
383,2024-09-29,campaign_21,facebook,cpc,36,38,hotel_3
384,2024-09-29,HU | pMAX | PERF I Brand,google,cpc,30,30,hotel_3
385,2024-09-29,(not set),google,cpc,22,22,hotel_3
386,2024-09-29,campaign_22,google,cpc,19,20,hotel_3
387,2024-09-29,(referral),facebook,referral,12,12,hotel_3
388,2024-09-29,campaign_23,google,cpc,9,11,hotel_3
389,2024-09-29,campaign_19,facebook,cpc,8,9,hotel_3
390,2024-09-29,(referral),facebook,referral,7,7,hotel_3
391,2024-09-29,campaign_24,google,cpc,6,6,hotel_3
392,2024-09-29,(not set),(not set),(not set),4,4,hotel_3
393,2024-09-29,DE | pMAX | PERF I Brand,google,cpc,3,3,hotel_3
394,2024-09-29,(organic),bing,organic,2,2,hotel_3
395,2024-09-29,(referral),facebook,referral,2,2,hotel_3
396,2024-09-29,(referral),redir.d-edgeconnect.media,referral,2,2,hotel_3
397,2024-09-29,(referral),wellcard.at,referral,2,2,hotel_3
398,2024-09-29,campaign_14,bing,cpc,1,2,hotel_3
399,2024-09-29,campaign_27,google,cpc,2,2,hotel_3
400,2024-09-29,campaign_2,bing,cpc,2,2,hotel_3
401,2024-09-29,campaign_25,google,cpc,2,2,hotel_3
402,2024-09-29,campaign_20,facebook,cpc,2,2,hotel_3
403,2024-09-29,(referral),instagram,referral,1,1,hotel_3
404,2024-09-29,(referral),webmail.telekom.hu,referral,1,1,hotel_3
405,2024-09-29,campaign_10,ajanlat,offline,1,1,hotel_3
406,2024-09-30,DE | pMAX | PERF I Brand,google,cpc,5,5,hotel_3
407,2024-09-30,teszt,teszt22,teszt,1,1,hotel_3
408,2024-09-30,(organic),google,organic,45,46,hotel_3
409,2024-09-30,(direct),(direct),(not set),36,39,hotel_3
410,2024-09-30,(not set),google,cpc,30,31,hotel_3
411,2024-09-30,campaign_21,facebook,cpc,28,31,hotel_3
412,2024-09-30,HU | pMAX | PERF I Brand,google,cpc,30,30,hotel_3
413,2024-09-30,(organic),bing,organic,8,9,hotel_3
414,2024-09-30,campaign_22,google,cpc,9,9,hotel_3
415,2024-09-30,(referral),facebook,referral,7,7,hotel_3
416,2024-09-30,campaign_19,facebook,cpc,7,7,hotel_3
417,2024-09-30,(referral),facebook,referral,5,5,hotel_3
418,2024-09-30,campaign_24,google,cpc,4,5,hotel_3
419,2024-09-30,(organic),google,cpc,68,72,hotel_3
420,2024-09-30,(referral),redir.d-edgeconnect.media,referral,4,4,hotel_3
421,2024-09-30,(not set),(not set),(not set),3,3,hotel_3
422,2024-09-30,campaign_20,facebook,cpc,3,3,hotel_3
