,id,search_log_id,adults,children,picked_price,picked_room,hotel_id
54,5809,129582,2,0,,,hotel_3
55,5810,129583,2,0,,,hotel_3
56,5811,129584,1,2,,,hotel_3
57,5812,129585,2,0,,,hotel_3
58,5813,129586,1,1,,,hotel_3
59,5814,129587,2,0,,,hotel_3
60,5815,129588,3,0,,,hotel_3
61,5816,129589,2,1,,,hotel_3
62,5817,129589,0,0,,,hotel_3
63,5818,129590,2,0,,,hotel_3
64,5819,129591,2,0,,,hotel_3
65,5820,129592,2,0,,,hotel_3
66,5821,129593,2,0,,,hotel_3
67,5823,129595,2,0,,,hotel_3
68,5824,129596,2,3,,,hotel_3
69,5825,129597,2,0,,,hotel_3
70,5826,129598,2,0,,,hotel_3
71,5827,129599,2,0,,,hotel_3
72,5828,129600,2,0,,,hotel_3
73,5829,129601,2,0,,,hotel_3
74,5830,129602,2,3,,,hotel_3
75,5831,129603,2,0,,,hotel_3
76,5832,129604,2,0,,,hotel_3
77,5833,129605,1,0,,,hotel_3
78,5834,129606,2,0,,,hotel_3
79,5835,129607,2,0,,,hotel_3
80,5836,129608,2,0,,,hotel_3
81,5837,129609,2,0,,,hotel_3
82,5838,129610,2,0,,,hotel_3
83,5839,129611,2,0,,,hotel_3
84,5840,129611,2,0,,,hotel_3
85,5841,129612,2,0,,,hotel_3
86,5842,129613,2,0,,,hotel_3
87,5843,129614,2,0,,,hotel_3
88,5844,129615,2,1,,,hotel_3
89,5845,129616,2,0,,,hotel_3
90,5846,129617,2,0,,,hotel_3
91,5847,129618,2,0,,,hotel_3
92,5848,129619,2,0,,,hotel_3
93,5849,129620,2,0,,,hotel_3
94,5850,129621,2,0,,,hotel_3
95,5851,129622,2,0,,,hotel_3
96,5852,129623,2,0,,,hotel_3
97,5853,129624,2,0,,,hotel_3
98,5854,129624,2,0,,,hotel_3
99,5855,129625,2,1,,,hotel_3
100,5856,129626,2,0,,,hotel_3
101,5857,129627,2,0,,,hotel_3
102,5858,129628,2,0,,,hotel_3
103,5859,129629,2,0,,,hotel_3
104,5860,129630,2,0,,,hotel_3
105,5861,129631,3,0,,,hotel_3
106,5862,129632,2,0,,,hotel_3
107,5863,129633,3,0,,,hotel_3
108,5864,129634,3,0,,,hotel_3
109,5865,129635,2,0,,,hotel_3
110,5866,129636,1,1,,,hotel_3
111,5867,129637,1,1,,,hotel_3
112,5868,129638,2,1,,,hotel_3
113,5869,129639,1,1,,,hotel_3
114,5870,129640,2,1,166892.0,ROOMAA,hotel_3
115,5871,129641,1,1,,,hotel_3
116,5872,129642,2,0,,,hotel_3
117,5873,129643,2,0,,,hotel_3
118,5875,129645,1,1,,,hotel_3
119,5876,129646,1,1,,,hotel_3
120,5877,129647,1,1,,,hotel_3
121,5878,129648,2,0,,,hotel_3
122,5879,129649,1,1,87577.0,ROOMBB,hotel_3
123,5880,129650,2,0,,,hotel_3
124,5881,129651,2,0,,,hotel_3
125,5882,129652,2,0,,,hotel_3
126,5883,129653,1,1,,,hotel_3
127,5884,129654,1,0,,,hotel_3
128,5885,129655,2,0,,,hotel_3
129,5886,129656,2,0,,,hotel_3
130,5887,129657,2,0,,,hotel_3
131,5888,129658,2,0,,,hotel_3
132,5889,129659,2,0,,,hotel_3
133,5890,129660,2,0,,,hotel_3
134,5891,129661,2,3,,,hotel_3
135,5892,129662,2,0,,,hotel_3
136,5893,129663,2,1,,,hotel_3
137,5895,129665,2,0,,,hotel_3
138,5897,129667,2,0,,,hotel_3
139,5898,129668,2,0,,,hotel_3
140,5900,129670,2,1,,,hotel_3
141,5901,129671,2,1,,,hotel_3
142,5904,129674,2,0,,,hotel_3
143,5905,129675,2,0,,,hotel_3
144,5906,129676,2,0,,,hotel_3
145,5907,129677,2,0,,,hotel_3
146,5908,129678,2,0,,,hotel_3
147,5909,129679,2,0,,,hotel_3
148,5910,129680,2,0,,,hotel_3
149,5911,129681,2,0,,,hotel_3
150,5912,129682,2,0,,,hotel_3
151,5913,129683,1,1,,,hotel_3
152,5914,129683,1,1,,,hotel_3
153,5915,129684,2,0,,,hotel_3
154,5916,129685,2,0,,,hotel_3
155,5917,129686,2,2,,,hotel_3
156,5918,129687,2,0,,,hotel_3
157,5919,129688,2,2,,,hotel_3
158,5920,129689,2,0,,,hotel_3
159,5921,129690,3,0,,,hotel_3
160,5922,129691,2,0,,,hotel_3
161,5923,129692,2,0,,,hotel_3
162,5924,129693,2,1,,,hotel_3
163,5925,129694,2,2,,,hotel_3
164,5926,129695,2,0,,,hotel_3
165,5927,129696,2,0,,,hotel_3
166,5928,129697,2,2,,,hotel_3
167,5929,129698,2,0,,,hotel_3
168,5930,129699,2,0,,,hotel_3
169,5931,129700,2,0,,,hotel_3
170,5932,129701,2,0,,,hotel_3
171,5933,129702,2,0,,,hotel_3
172,5934,129703,2,0,,,hotel_3
173,5935,129704,2,0,,,hotel_3
174,5936,129705,2,1,,,hotel_3
175,5937,129706,2,0,,,hotel_3
176,5938,129707,2,0,,,hotel_3
177,5940,129709,2,0,,,hotel_3
178,5941,129710,2,2,,,hotel_3
179,5943,129712,2,0,,,hotel_3
180,5944,129713,2,0,,,hotel_3
181,5945,129714,2,0,,,hotel_3
182,5946,129715,2,0,,,hotel_3
183,5947,129716,2,2,,,hotel_3
184,5948,129717,1,0,,,hotel_3
185,5949,129718,1,0,,,hotel_3
186,5950,129718,2,0,,,hotel_3
187,5951,129719,2,0,,,hotel_3
188,5952,129720,2,0,,,hotel_3
189,5953,129721,2,0,,,hotel_3
190,5954,129722,2,0,,,hotel_3
191,5955,129723,2,0,,,hotel_3
192,5956,129724,2,0,,,hotel_3
193,5957,129725,2,0,,,hotel_3
194,5958,129726,2,0,,,hotel_3
195,5959,129727,2,0,,,hotel_3
196,5960,129728,2,0,,,hotel_3
197,5961,129729,2,0,,,hotel_3
198,5962,129729,2,0,,,hotel_3
199,5963,129730,2,0,110117.0,ROOMBB,hotel_3
200,5964,129731,2,0,,,hotel_3
201,5965,129732,2,0,,,hotel_3
202,5966,129733,2,1,,,hotel_3
203,5967,129734,2,0,,,hotel_3
204,5968,129735,2,0,,,hotel_3
205,5969,129736,2,0,,,hotel_3
206,5970,129737,2,0,,,hotel_3
207,5971,129738,2,0,,,hotel_3
208,5972,129739,2,1,,,hotel_3
209,5973,129740,2,1,,,hotel_3
210,5974,129741,2,0,,,hotel_3
211,5975,129742,2,0,,,hotel_3
212,5976,129742,2,0,,,hotel_3
213,5977,129743,2,1,,,hotel_3
214,5978,129744,2,0,,,hotel_3
215,5979,129745,2,0,,,hotel_3
216,5980,129746,2,1,,,hotel_3
217,5981,129747,2,0,,,hotel_3
218,5982,129748,2,0,,,hotel_3
219,5983,129749,2,0,,,hotel_3
220,5984,129750,2,0,,,hotel_3
221,5985,129751,2,0,,,hotel_3
222,5986,129752,2,0,,,hotel_3
223,5987,129752,1,0,,,hotel_3
224,5998,129757,2,0,,,hotel_3
225,5999,129758,2,1,,,hotel_3
226,6000,129759,2,0,,,hotel_3
227,6001,129760,2,0,,,hotel_3
228,6003,129762,2,0,,,hotel_3
229,6004,129763,2,0,,,hotel_3
230,6005,129764,2,0,,,hotel_3
231,6006,129765,2,0,,,hotel_3
232,6007,129766,2,0,,,hotel_3
233,6008,129767,2,0,,,hotel_3
234,6009,129768,2,0,,,hotel_3
235,6010,129769,2,0,,,hotel_3
236,6011,129770,2,1,,,hotel_3
237,6012,129771,2,0,,,hotel_3
238,6013,129772,2,0,141700.0,ROOMBB,hotel_3
239,6014,129773,2,0,,,hotel_3
240,6015,129774,2,2,,,hotel_3
241,6016,129775,2,0,,,hotel_3
242,6019,129778,2,0,,,hotel_3
243,6020,129779,2,1,,,hotel_3
244,6021,129780,2,3,,,hotel_3
245,6022,129781,1,2,,,hotel_3
246,6023,129781,1,1,,,hotel_3
247,6024,129782,2,1,,,hotel_3
248,6025,129783,2,0,,,hotel_3
249,6026,129784,2,0,,,hotel_3
250,6027,129785,2,0,,,hotel_3
251,6028,129786,2,0,,,hotel_3
252,6029,129787,2,0,,,hotel_3
253,6030,129788,1,0,,,hotel_3
254,6031,129788,1,0,,,hotel_3
255,6032,129788,1,0,,,hotel_3
256,6033,129788,1,0,,,hotel_3
257,6034,129789,2,0,,,hotel_3
258,6035,129789,2,0,,,hotel_3
259,6036,129790,2,0,,,hotel_3
260,6037,129790,2,0,,,hotel_3
261,6038,129791,2,0,,,hotel_3
262,6039,129791,2,0,,,hotel_3
263,6040,129792,2,2,,,hotel_3
264,6041,129793,2,0,,,hotel_3
265,6042,129794,2,0,,,hotel_3
266,6043,129795,2,0,,,hotel_3
267,6044,129796,2,0,,,hotel_3
268,6045,129797,2,0,,,hotel_3
269,6046,129798,2,0,,,hotel_3
270,6047,129799,2,0,,,hotel_3
271,6048,129800,2,0,,,hotel_3
272,6049,129801,2,0,,,hotel_3
273,6050,129802,2,0,,,hotel_3
274,6051,129803,2,0,,,hotel_3
275,6052,129804,2,0,,,hotel_3
276,6053,129805,2,0,,,hotel_3
277,6054,129806,2,2,,,hotel_3
278,6055,129806,2,2,,,hotel_3
279,6056,129807,2,0,,,hotel_3
280,6057,129808,2,2,,,hotel_3
281,6058,129808,2,2,,,hotel_3
282,6059,129808,2,2,,,hotel_3
283,6060,129809,2,2,,,hotel_3
284,6061,129809,2,2,,,hotel_3
285,6062,129809,2,2,,,hotel_3
286,6063,129810,2,0,,,hotel_3
287,6064,129811,2,0,,,hotel_3
288,6065,129812,3,0,,,hotel_3
289,6066,129813,2,0,,,hotel_3
290,6067,129813,1,0,,,hotel_3
291,6068,129814,2,0,,,hotel_3
292,6069,129814,2,2,,,hotel_3
293,6070,129814,1,0,,,hotel_3
294,6073,129817,2,0,,,hotel_3
295,6074,129818,2,0,,,hotel_3
296,6076,129820,2,1,,,hotel_3
297,6077,129821,2,2,,,hotel_3
298,6078,129822,2,0,,,hotel_3
299,6079,129823,3,1,,,hotel_3
300,6080,129824,3,1,,,hotel_3
301,6081,129825,3,1,,,hotel_3
302,6082,129826,2,0,,,hotel_3
303,6083,129827,2,0,,,hotel_3
304,6084,129828,2,1,,,hotel_3
305,6085,129829,2,1,,,hotel_3
306,6086,129830,2,2,,,hotel_3
307,6087,129831,2,1,,,hotel_3
308,6088,129832,2,0,,,hotel_3
309,6089,129833,2,2,,,hotel_3
310,6090,129834,2,0,,,hotel_3
311,6091,129835,2,0,,,hotel_3
312,6092,129836,2,0,,,hotel_3
313,6093,129837,2,0,,,hotel_3
314,6094,129838,2,0,,,hotel_3
315,6095,129839,2,0,,,hotel_3
316,6096,129839,1,2,,,hotel_3
317,6097,129840,2,0,,,hotel_3
318,6098,129841,1,0,,,hotel_3
319,6100,129843,2,0,,,hotel_3
320,6101,129844,3,0,,,hotel_3
321,6102,129845,2,0,,,hotel_3
322,6103,129846,2,2,,,hotel_3
323,6104,129847,2,0,,,hotel_3
324,6105,129848,2,0,,,hotel_3
325,6106,129849,2,0,,,hotel_3
326,6107,129850,2,0,,,hotel_3
327,6108,129851,2,0,,,hotel_3
328,6109,129852,2,0,,,hotel_3
329,6110,129853,2,0,,,hotel_3
330,6111,129854,2,0,,,hotel_3
331,6112,129855,4,0,,,hotel_3
332,6113,129856,2,0,,,hotel_3
333,6114,129856,2,0,,,hotel_3
334,6115,129857,2,0,,,hotel_3
335,6116,129858,2,0,,,hotel_3
336,6117,129859,2,0,,,hotel_3
337,6118,129860,2,2,,,hotel_3
338,6119,129861,2,0,,,hotel_3
339,6120,129862,2,0,,,hotel_3
340,6121,129863,2,0,,,hotel_3
341,6122,129864,2,0,,,hotel_3
342,6123,129865,1,2,,,hotel_3
343,6124,129866,3,0,,,hotel_3
344,6125,129867,2,2,,,hotel_3
345,6126,129868,3,0,,,hotel_3
346,6127,129869,2,2,,,hotel_3
347,6128,129870,3,1,,,hotel_3
348,6129,129871,2,0,,,hotel_3
349,6130,129872,2,2,,,hotel_3
350,6131,129873,2,0,,,hotel_3
351,6132,129874,2,2,,,hotel_3
352,6133,129875,2,0,,,hotel_3
353,6134,129876,2,2,,,hotel_3
354,6135,129877,2,2,,,hotel_3
355,6136,129878,2,0,,,hotel_3
356,6137,129879,2,0,,,hotel_3
357,6138,129880,2,0,,,hotel_3
358,6139,129881,2,1,,,hotel_3
359,6140,129882,2,1,,,hotel_3
360,6141,129883,2,0,,,hotel_3
361,6142,129884,2,2,,,hotel_3
362,6143,129885,2,2,,,hotel_3
363,6144,129886,2,2,,,hotel_3
364,6145,129887,2,1,,,hotel_3
365,6146,129888,2,1,177358.0,ROOMAA,hotel_3
366,6147,129889,2,0,,,hotel_3
367,6148,129890,2,1,,,hotel_3
368,6149,129891,2,0,,,hotel_3
369,6150,129892,2,0,104349.0,ROOMAA,hotel_3
370,6151,129893,2,0,,,hotel_3
371,6152,129894,2,0,444.82,ROOMCC,hotel_3
372,6153,129895,2,1,,,hotel_3
373,6154,129896,1,0,,,hotel_3
374,6155,129897,2,0,,,hotel_3
375,6156,129898,2,0,,,hotel_3
376,6157,129899,2,0,,,hotel_3
377,6158,129900,2,0,,,hotel_3
378,6159,129901,2,0,,,hotel_3
379,6160,129902,2,0,,,hotel_3
380,6161,129903,2,0,,,hotel_3
381,6162,129903,2,0,,,hotel_3
382,6163,129904,2,0,,,hotel_3
383,6164,129905,2,0,,,hotel_3
384,6165,129906,2,0,,,hotel_3
385,6166,129907,1,1,,,hotel_3
386,6167,129907,1,1,,,hotel_3
387,6168,129908,2,0,,,hotel_3
388,6169,129909,2,0,,,hotel_3
389,6170,129909,2,0,,,hotel_3
390,6171,129910,2,0,,,hotel_3
391,6172,129911,2,0,,,hotel_3
392,6173,129912,2,2,,,hotel_3
393,6174,129913,2,0,,,hotel_3
394,6175,129914,2,3,,,hotel_3
395,6176,129915,2,0,,,hotel_3
396,6177,129916,2,0,,,hotel_3
397,6178,129917,2,0,,,hotel_3
398,6179,129918,2,0,,,hotel_3
399,6180,129919,2,2,,,hotel_3
400,6181,129920,2,0,,,hotel_3
401,6182,129921,2,1,,,hotel_3
402,6183,129922,1,3,,,hotel_3
403,6184,129923,2,0,,,hotel_3
404,6185,129923,1,2,,,hotel_3
405,6186,129924,2,0,,,hotel_3
406,6187,129925,2,0,,,hotel_3
407,6188,129926,1,3,,,hotel_3
408,6189,129927,2,1,,,hotel_3
409,6190,129928,2,0,,,hotel_3
410,6191,129929,2,0,,,hotel_3
411,6192,129929,2,0,,,hotel_3
412,6193,129930,2,0,,,hotel_3
413,6194,129931,2,0,,,hotel_3
414,6195,129932,2,0,,,hotel_3
415,6196,129933,2,0,,,hotel_3
416,6197,129934,3,0,,,hotel_3
417,6198,129935,2,1,,,hotel_3
418,6199,129936,2,1,,,hotel_3
419,6200,129937,2,0,,,hotel_3
420,6201,129938,2,0,,,hotel_3
421,6202,129939,2,0,,,hotel_3
422,6203,129940,1,0,,,hotel_3
423,6204,129941,2,0,,,hotel_3
424,6205,129942,2,0,,,hotel_3
425,6206,129943,2,0,,,hotel_3
426,6207,129944,2,0,,,hotel_3
427,6208,129945,1,0,,,hotel_3
428,6209,129946,1,0,,,hotel_3
429,6210,129947,2,0,,,hotel_3
430,6211,129948,2,0,,,hotel_3
431,6212,129949,2,0,,,hotel_3
432,6213,129950,2,0,,,hotel_3
433,6214,129950,2,0,,,hotel_3
434,6215,129951,2,3,,,hotel_3
435,6216,129952,2,1,,,hotel_3
436,6217,129952,0,2,,,hotel_3
437,6218,129953,2,1,,,hotel_3
438,6219,129953,1,1,,,hotel_3
439,6220,129954,2,1,,,hotel_3
440,6221,129954,1,1,,,hotel_3
441,6222,129955,2,0,102614.0,ROOMBB,hotel_3
442,6223,129955,2,0,102614.0,ROOMBB,hotel_3
443,6224,129956,2,0,,,hotel_3
444,6227,129959,2,0,,,hotel_3
445,6228,129960,2,0,,,hotel_3
446,6229,129961,2,0,,,hotel_3
447,6230,129962,1,1,,,hotel_3
448,6231,129963,2,0,,,hotel_3
449,6232,129964,2,0,,,hotel_3
450,6233,129965,2,2,,,hotel_3
451,6234,129966,1,0,207.9,ROOMBB,hotel_3
452,6235,129967,2,0,,,hotel_3
453,6236,129968,2,0,,,hotel_3
454,6237,129969,2,0,,,hotel_3
455,6238,129970,2,0,,,hotel_3
456,6239,129971,2,2,,,hotel_3
457,6240,129972,2,0,,,hotel_3
458,6241,129973,2,0,,,hotel_3
459,6242,129974,2,0,,,hotel_3
460,6243,129975,2,0,,,hotel_3
461,6244,129976,2,0,,,hotel_3
462,6245,129977,3,2,,,hotel_3
463,6246,129978,3,2,,,hotel_3
464,6247,129979,3,2,,,hotel_3
465,6248,129980,2,0,,,hotel_3
466,6249,129981,2,0,,,hotel_3
467,6250,129982,2,0,,,hotel_3
468,6251,129983,2,2,,,hotel_3
469,6252,129984,3,0,,,hotel_3
470,6253,129985,1,0,,,hotel_3
471,6254,129986,2,0,,,hotel_3
472,6255,129987,2,3,,,hotel_3
473,6256,129988,2,1,,,hotel_3
474,6257,129989,2,0,,,hotel_3
475,6258,129990,2,0,,,hotel_3
476,6259,129991,2,0,,,hotel_3
477,6260,129992,2,0,,,hotel_3
478,6261,129993,3,0,,,hotel_3
479,6262,129994,2,0,,,hotel_3
480,6263,129995,2,0,,,hotel_3
481,6264,129996,2,1,,,hotel_3
482,6265,129996,2,0,,,hotel_3
483,6266,129997,2,0,,,hotel_3
484,6267,129998,2,1,146880.0,ROOMBB,hotel_3
485,6268,129998,2,0,169200.0,ROOMAA,hotel_3
486,6269,129999,2,0,,,hotel_3
487,6270,130000,2,0,168545.0,ROOMBB,hotel_3
488,6271,130001,2,0,,,hotel_3
489,6272,130002,2,0,,,hotel_3
490,6273,130003,2,0,,,hotel_3
491,6274,130004,2,0,,,hotel_3
492,6275,130005,2,1,,,hotel_3
493,6276,130006,2,0,,,hotel_3
494,6277,130007,2,1,,,hotel_3
495,6278,130008,2,0,,,hotel_3
496,6279,130009,2,0,,,hotel_3
497,6280,130010,1,1,,,hotel_3
498,6281,130011,2,1,,,hotel_3
499,6282,130012,2,0,,,hotel_3
500,6283,130013,2,0,,,hotel_3
501,6284,130014,3,1,,,hotel_3
502,6285,130015,3,1,,,hotel_3
503,6286,130016,2,0,,,hotel_3
504,6287,130017,2,0,,,hotel_3
505,6288,130018,1,1,,,hotel_3
506,6289,130019,2,0,,,hotel_3
507,6290,130019,2,0,,,hotel_3
508,6291,130020,2,0,,,hotel_3
509,6292,130021,2,0,,,hotel_3
510,6293,130022,2,0,,,hotel_3
511,6294,130023,2,0,,,hotel_3
512,6295,130024,2,0,,,hotel_3
513,6297,130026,2,0,,,hotel_3
514,6298,130027,2,1,,,hotel_3
515,6299,130028,2,0,,,hotel_3
516,6300,130029,2,2,,,hotel_3
517,6301,130030,2,0,,,hotel_3
518,6302,130031,2,0,,,hotel_3
519,6303,130032,2,0,,,hotel_3
520,6304,130032,2,0,,,hotel_3
521,6305,130033,2,0,,,hotel_3
522,6306,130033,2,0,,,hotel_3
523,6308,130035,2,0,,,hotel_3
524,6309,130036,2,0,,,hotel_3
525,6312,130039,2,0,,,hotel_3
526,6313,130040,2,0,,,hotel_3
527,6314,130041,2,0,,,hotel_3
528,6315,130042,2,0,,,hotel_3
529,6316,130043,2,0,,,hotel_3
530,6317,130044,2,0,,,hotel_3
531,6318,130045,2,0,,,hotel_3
532,6319,130046,2,0,,,hotel_3
533,6320,130047,2,0,,,hotel_3
534,6321,130048,2,0,,,hotel_3
535,6322,130049,2,0,,,hotel_3
536,6324,130051,2,0,,,hotel_3
537,6325,130052,2,0,,,hotel_3
538,6326,130053,2,0,,,hotel_3
539,6327,130054,2,0,,,hotel_3
540,6328,130055,2,0,,,hotel_3
541,6329,130056,2,0,,,hotel_3
542,6330,130057,2,0,,,hotel_3
543,6331,130058,2,0,,,hotel_3
544,6333,130060,2,0,,,hotel_3
545,6334,130061,2,0,,,hotel_3
546,6335,130062,1,2,,,hotel_3
547,6336,130063,2,0,,,hotel_3
548,6337,130064,2,0,,,hotel_3
549,6338,130065,2,0,142657.0,ROOMAA,hotel_3
550,6339,130066,2,0,,,hotel_3
551,6340,130067,2,0,,,hotel_3
552,6341,130068,2,1,,,hotel_3
553,6342,130069,2,0,,,hotel_3
554,6343,130070,2,0,,,hotel_3
555,6344,130071,2,0,,,hotel_3
556,6345,130072,2,1,,,hotel_3
557,6346,130073,2,0,,,hotel_3
558,6347,130074,2,1,,,hotel_3
559,6348,130075,2,1,,,hotel_3
560,6349,130076,2,1,,,hotel_3
561,6350,130077,2,1,,,hotel_3
562,6351,130078,2,1,,,hotel_3
563,6352,130079,3,0,,,hotel_3
564,6353,130080,2,0,,,hotel_3
565,6354,130081,2,0,,,hotel_3
566,6355,130081,1,0,,,hotel_3
567,6356,130082,2,0,,,hotel_3
568,6357,130083,3,0,,,hotel_3
569,6358,130084,2,0,,,hotel_3
570,6359,130085,2,0,,,hotel_3
571,6360,130086,2,0,,,hotel_3
572,6361,130087,2,0,,,hotel_3
573,6362,130088,2,0,,,hotel_3
574,6363,130089,2,0,,,hotel_3
575,6364,130090,2,0,,,hotel_3
576,6365,130091,2,2,,,hotel_3
577,6366,130092,2,2,,,hotel_3
578,6367,130093,2,1,,,hotel_3
579,6368,130094,2,0,,,hotel_3
580,6369,130095,2,2,,,hotel_3
581,6370,130096,2,0,,,hotel_3
582,6372,130098,2,0,,,hotel_3
583,6373,130099,2,0,,,hotel_3
584,6374,130100,2,2,,,hotel_3
585,6375,130101,2,0,,,hotel_3
586,6376,130102,2,0,140344.0,ROOMBB,hotel_3
587,6377,130103,2,2,,,hotel_3
588,6378,130104,2,2,,,hotel_3
589,6379,130105,2,0,,,hotel_3
590,6380,130105,1,0,,,hotel_3
591,6381,130106,2,0,,,hotel_3
592,6382,130107,2,1,,,hotel_3
593,6383,130108,2,1,,,hotel_3
594,6384,130109,2,0,,,hotel_3
595,6385,130110,2,0,,,hotel_3
596,6386,130111,2,0,,,hotel_3
597,6387,130112,2,0,,,hotel_3
598,6388,130113,2,0,,,hotel_3
599,6389,130114,2,2,,,hotel_3
600,6390,130115,2,2,,,hotel_3
601,6391,130116,2,0,,,hotel_3
602,6392,130117,2,0,,,hotel_3
603,6393,130118,2,0,,,hotel_3
604,6394,130119,1,0,,,hotel_3
605,6395,130120,2,0,,,hotel_3
606,6396,130121,2,0,,,hotel_3
607,6397,130122,2,0,,,hotel_3
608,6398,130123,2,0,,,hotel_3
609,6399,130124,2,0,,,hotel_3
610,6400,130125,2,0,,,hotel_3
611,6401,130126,3,2,,,hotel_3
612,6402,130127,2,3,,,hotel_3
613,6403,130128,2,0,,,hotel_3
614,6404,130129,2,2,,,hotel_3
615,6405,130130,2,2,,,hotel_3
616,6406,130131,1,2,,,hotel_3
617,6407,130132,2,0,,,hotel_3
618,6408,130133,2,0,,,hotel_3
619,6409,130134,2,0,,,hotel_3
620,6410,130135,2,0,,,hotel_3
621,6411,130136,2,0,,,hotel_3
622,6412,130137,2,0,,,hotel_3
623,6413,130138,4,0,,,hotel_3
624,6414,130139,2,0,,,hotel_3
625,6415,130139,2,0,,,hotel_3
626,6416,130140,2,0,,,hotel_3
627,6417,130140,2,0,,,hotel_3
628,6418,130141,2,0,,,hotel_3
629,6419,130142,2,0,,,hotel_3
630,6420,130143,2,0,,,hotel_3
631,6421,130144,2,2,,,hotel_3
632,6422,130145,2,0,,,hotel_3
633,6423,130146,2,0,,,hotel_3
634,6424,130147,2,2,,,hotel_3
635,6425,130148,3,0,,,hotel_3
636,6426,130149,2,0,,,hotel_3
637,6427,130150,2,0,,,hotel_3
638,6428,130151,2,0,,,hotel_3
639,6429,130152,2,0,,,hotel_3
640,6663,130386,2,0,,,hotel_3
641,6773,130496,2,0,,,hotel_3
642,6774,130497,2,0,,,hotel_3
643,6775,130498,2,0,,,hotel_3
644,6776,130499,2,0,,,hotel_3
645,6777,130500,2,0,,,hotel_3
646,6778,130501,2,1,,,hotel_3
647,6779,130502,2,1,,,hotel_3
648,6780,130503,2,0,,,hotel_3
649,6781,130504,2,2,,,hotel_3
650,6782,130505,2,0,,,hotel_3
651,6783,130506,2,0,,,hotel_3
652,6784,130507,2,1,,,hotel_3
653,6785,130508,2,1,,,hotel_3
654,6786,130509,2,0,,,hotel_3
655,6787,130510,1,1,,,hotel_3
656,6788,130510,1,1,,,hotel_3
657,6789,130511,2,0,,,hotel_3
658,6790,130512,2,0,,,hotel_3
659,6791,130513,2,0,,,hotel_3
660,6792,130514,2,0,,,hotel_3
661,6793,130515,2,0,,,hotel_3
662,6795,130517,2,0,,,hotel_3
663,6796,130518,2,0,,,hotel_3
664,6797,130519,2,0,,,hotel_3
665,6798,130519,1,0,,,hotel_3
666,6799,130520,2,0,,,hotel_3
667,6800,130520,2,0,,,hotel_3
668,6801,130521,2,0,,,hotel_3
669,6802,130522,2,0,,,hotel_3
670,6803,130523,2,0,,,hotel_3
671,6804,130524,2,0,,,hotel_3
672,6805,130525,2,3,,,hotel_3
673,6806,130526,2,3,,,hotel_3
674,6807,130527,1,1,,,hotel_3
675,6808,130528,2,3,,,hotel_3
676,6809,130529,2,2,,,hotel_3
677,6810,130530,2,0,,,hotel_3
678,6811,130531,2,0,,,hotel_3
679,6812,130532,2,0,,,hotel_3
680,6813,130533,2,0,,,hotel_3
681,6814,130534,2,0,,,hotel_3
682,6815,130535,2,0,,,hotel_3
683,6816,130536,2,0,,,hotel_3
684,6817,130537,2,0,,,hotel_3
685,6818,130538,2,0,,,hotel_3
686,6819,130539,2,0,,,hotel_3
687,6820,130540,2,1,,,hotel_3
688,6821,130541,2,1,,,hotel_3
