"id";"uuid";"session_id";"utm_source";"utm_medium";"utm_campaign"
"8096";"1696236120.1726832561";"1727106521";"google";"cpc";"hu_brand"
"8097";"698440242.1726677813";"1727106588";"google";"cpc";"hu_brand"
"8098";"2108922924.1727106480";"1727106621";"facebook";"cpc";"campaign_1"
"8099";"297263929.1718010591";"1727106626";"google";"organic";"(not set)"
"8100";"209278079.1726587946";"1727106826";"google";"cpc";"hu_brand"
"8101";"1044557302.1727038960";"1727106934";"google";"cpc";
"8102";"2068964015.1719417340";"1727106952";"google";"cpc";"hu_brand"
"8103";"1916511954.1727107459";"1727107483";"google";"cpc";"hu_brand"
"8104";"1781374299.1727107627";"1727107666";"google";"cpc";"hu_brand"
"8105";"1380230052.1727107545";"1727107787";"google";"cpc";
"8106";"2095804750.1727107173";"1727107938";"bing";"cpc";"campaign_9"
"8107";"162262306.1726842093";"1727107939";"google";"cpc";"hu_pmax_brand"
"8108";"1013522215.1726508851";"1727107990";"google";"cpc";"hu_brand"
"8109";"1027654065.1726573867";"1727108002";;;"(not set)"
"8110";"769961174.1727084459";"1727108178";;;"(not set)"
"8112";"820266454.1725211799";"1727108261";"google";"organic";"(not set)"
"8113";"2115181225.1727108272";"1727108351";"google";"organic";"(not set)"
"8114";"747407820.1727089038";"1727108861";"google";"cpc";"hu_brand"
"8115";"1038937895.1718730917";"1727108867";"google";"cpc";
"8116";"1490664689.1726891172";"1727109315";"google";"cpc";"hu_brand"
"8117";"1351101671.1727109396";"1727109434";"m.facebook.com";"referral";"(not set)"
"8118";"237106409.1727110123";"1727110159";"google";"cpc";"hu_brand"
"8119";"2055688577.1657541888";"1727110347";"ntp.msn.com";"referral";"(not set)"
"8120";"458437399.1726781302";"1727110363";"google";"cpc";
"8121";"1999466073.1725034502";"1727110434";"google";"cpc";
"8122";"1220086540.1727110823";"1727110878";;;"(not set)"
"8123";"729960284.1727110906";"1727110951";"google";"cpc";"(not set)"
"8124";"1771669220.1727103053";"1727111413";"google";"cpc";"hu_brand"
"8125";"1245003742.1727079434";"1727111673";;;"(not set)"
"8126";"409713924.1726397013";"1727112082";"m.facebook.com";"referral";"(not set)"
"8127";"1697037974.1726856409";"1727112088";"google";"organic";"(not set)"
"8128";"712840698.1726602917";"1727112361";;;"(not set)"
"8129";"1237627158.1727112162";"1727112423";"google";"cpc";"hu_brand"
"8130";"1926996527.1725522663";"1727112448";;;"(not set)"
"8131";"1461230664.1727112269";"1727112550";"google";"organic";"(not set)"
"8132";"296864988.1727112782";"1727112859";"live";"organic";"(not set)"
"8133";"1926996527.1725522663";"1727112929";;;"(not set)"
"8134";"195487942.1727113071";"1727113195";"google";"cpc";"hu_brand"
"8135";"1279901132.1727113189";"1727113240";"google";"cpc";
"8136";"1490664689.1726891172";"1727113291";"google";"cpc";"hu_brand"
"8137";"820266454.1725211799";"1727113316";"google";"organic";"(not set)"
"8138";"20299434.1726860972";"1727113357";"google";"organic";"(not set)"
"8139";"1906851671.1726858361";"1727113408";"l.facebook.com";"referral";"(not set)"
"8140";"834636299.1727113443";"1727113598";"google";"organic";"(not set)"
"8141";"1059879781.1716668692";"1727114146";;;"(not set)"
"8142";"1290922908.1726650508";"1727114199";;;"(not set)"
"8143";"1926996527.1725522663";"1727114202";;;"(not set)"
"8144";"725871349.1727113801";"1727114217";"google";"cpc";"hu_brand"
"8145";"1066712768.1727022980";"1727114348";"google";"cpc";"hu_brand"
"8146";"2079642065.1726689971";"1727114419";"google";"cpc";"hu_brand"
"8147";"1335019397.1727007518";"1727114434";"google";"cpc";
"8148";"1452212667.1727114440";"1727114506";"google";"cpc";
"8149";"1044557302.1727038960";"1727114518";"google";"cpc";
"8150";"1883849386.1726606099";"1727114556";"facebook";"cpc";"campaign_1"
"8151";"534034035.1726932131";"1727114761";"facebook";"cpc";"campaign_1"
"8152";"636531025.1727114762";"1727114798";"google";"cpc";
"8153";"5a12aaf8-ac0b-45a5-b435-7807d391f8ab";"1727114849";"google";"cpc";"(not set)"
"8154";"1790570549.1719855730";"1727114949";"google";"cpc";"hu_brand"
"8155";"337481998.1725375539";"1727115038";"google";"cpc";"hu_brand"
"8156";"458437399.1726781302";"1727115102";"google";"cpc";
"8157";"579061403.1720085508";"1727115121";"google";"cpc";"(not set)"
"8158";"1091741162.1725388761";"1727115155";"phone";"offline";"proposal-by-phone"
"8159";"2016039998.1727115037";"1727115158";"google";"cpc";
"8160";"114098715.1727115164";"1727115272";"google";"cpc";
"8161";"1204762068.1727115221";"1727115294";"google";"organic";"(not set)"
"8162";"1393397889.1726675005";"1727115615";;;"(not set)"
"8163";"716229036.1727115599";"1727115654";"google";"cpc";"hu_brand"
"8164";"1288921405.1727035428";"1727115916";"google";"cpc";
"8165";"70088433.1720870902";"1727115968";;;"(not set)"
"8166";"746791710.1725656032";"1727115988";"google";"cpc";
"8167";"100898381.1727115967";"1727115990";"google";"organic";"(not set)"
"8168";"1198727794.1727115376";"1727116062";"source_1";"referral";"(not set)"
"8169";"1211673220.1727024519";"1727116331";"google";"cpc";
"8170";"365947138.1727116359";"1727116396";"redir.d-edgeconnect.media";"referral";"(not set)"
"8171";"1958526881.1727116576";"1727116642";"(direct)";"(none)";"(not set)"
"8172";"419736816.1727116512";"1727116715";"google";"organic";"(not set)"
"8173";"2081244388.1717264613";"1727117208";"google";"cpc";"hu_brand"
"8174";"1952704342.1727117333";"1727117350";"facebook";"cpc";"campaign_1"
"8175";"1597402480.1727035375";"1727117535";"google";"organic";"(not set)"
"8176";"398251315.1727117613";"1727117670";"google";"cpc";
"8177";"1431666715.1723179742";"1727117715";"google";"cpc";"hu_brand"
"8178";"1032178871.1727117760";"1727117789";"(direct)";"(none)";"(not set)"
"8179";"324534555.1717582999";"1727117968";"google";"cpc";
"8180";"1480163574.1727118228";"1727118441";"(direct)";"(none)";"(not set)"
"8181";"1112998382.1727118480";"1727118504";"(direct)";"(none)";"(not set)"
"8182";"1599963605.1727118431";"1727118559";"google";"cpc";"hu_brand"
"8183";"6672848.1727118696";"1727118779";"google";"organic";"(not set)"
"8184";"2088960562.1726839075";"1727118809";;;"(not set)"
"8185";"1725222826.1713979705";"1727119397";"loyalty";"email";"loyalty-email"
"8186";"279467446.1727119660";"1727119684";"google";"cpc";
"8187";"6a67bc1f-260e-404a-96a4-7d700c2ee2b9";"1727119789";"google";"cpc";
"8188";"1165743904.1719164988";"1727119872";"source_1";"referral";"(not set)"
"8189";"536384708.1727119857";"1727119891";"google";"cpc";"hu_brand"
"8190";"637619607.1726929579";"1727119986";"google";"cpc";"hu_brand"
"8191";"1798244861.1727014319";"1727120148";"google";"organic";"(not set)"
"8192";"691119230.1727011416";"1727120149";"google";"cpc";"hu_brand"
"8193";"685715745.1727120080";"1727120152";"google";"organic";"(not set)"
"8194";"804620243.1724579978";"1727120163";"l.facebook.com";"referral";"(not set)"
"8195";"1769154059.1727120170";"1727120215";;;"(not set)"
"8196";"2028981346.1727120297";"1727120378";"source_1";"referral";"(not set)"
"8197";"a1dc92d9-4059-4beb-b372-a3a2f860938d";"1727119789";"google";"cpc";
"8198";"1393397889.1726675005";"1727120550";;;"(not set)"
"8199";"558238107.1727120551";"1727120605";"facebook";"cpc";"campaign_1"
"8200";"946810797.1727120377";"1727120685";"google";"cpc";"hu_pmax_brand"
"8201";"274947768.1727120959";"1727121022";"source_1";"referral";"(not set)"
"8202";"1265164043.1715786798";"1727121231";"l.facebook.com";"referral";"(not set)"
"8203";"1396034038.1726567645";"1727121317";"google";"cpc";"hu_brand"
"8204";"1496566727.1727121294";"1727121432";"m.facebook.com";"referral";"(not set)"
"8205";"e76920e2-7d63-48c5-bd89-0d3675a4e036";"1727121451";"facebook";"cpc";"campaign_1"
"8206";"1245003742.1727079434";"1727121466";;;"(not set)"
"8207";"1347324389.1723485793";"1727122170";"facebook";"cpc";"campaign_1"
"8208";"1431889505.1726069787";"1727122242";;;"(not set)"
"8446";"1938545011.1727122621";"1727122767";"google";"organic";"(not set)"
"8458";"1964585375.1727122936";"1727123053";"l.facebook.com";"referral";"(not set)"
"8461";"1557300480.1727122096";"1727123096";"google";"organic";"(not set)"
"8462";"173447851.1727122721";"1727123148";"facebook";"cpc";"campaign_1"
"8463";"901778651.1727123289";"1727123345";"l.facebook.com";"referral";"(not set)"
"8464";"427405645.1727123901";"1727123912";"redir.d-edgeconnect.media";"referral";"(not set)"
"8477";"903007832.1718278628";"1727124344";"google";"organic";"(not set)"
"8478";"692269918.1726890942";"1727125032";"m.facebook.com";"referral";"(not set)"
"8479";"888121147.1727125276";"1727125402";"google";"organic";"(not set)"
"8480";"747407820.1727089038";"1727125698";"google";"cpc";"hu_brand"
"8481";"956091928.1725908100";"1727126290";"google";"organic";"(not set)"
"8482";"814872510.1727125562";"1727126409";"(direct)";"(none)";"(not set)"
"8483";"661087149.1726600387";"1727126896";;;"(not set)"
"8484";"356798590.1727127301";"1727127344";"live";"organic";"(not set)"
"8485";"1149750806.1727127742";"1727127833";"l.facebook.com";"referral";"(not set)"
"8500";"506933379.1727129796";"1727129817";"google";"cpc";
"8595";"1387170473.1714516801";"1727130686";;;"(not set)"
"8597";"858246663.1727130625";"1727130789";"facebook";"cpc";"campaign_1"
"8656";"679956772.1716313569";"1727134804";"facebook";"cpc";"campaign_1"
"8657";"689654724.1727137581";"1727138135";"facebook";"cpc";"campaign_1"
"8658";"1637736495.1727145600";"1727145791";"google";"organic";"(not set)"
"8659";"2053807713.1726663038";"1727147013";"m.facebook.com";"referral";"(not set)"
"8660";"905241287.1727147123";"1727147199";"facebook";"cpc";"campaign_1"
"8661";"1803594322.1714468902";"1727147299";"google";"cpc";"hu_brand"
"8662";"1081115225.1725816204";"1727150410";"google";"cpc";"(not set)"
"8663";"2055688577.1657541888";"1727150436";"ntp.msn.com";"referral";"(not set)"
"8664";"98049812.1727151647";"1727151662";"m.facebook.com";"referral";"(not set)"
"8665";"1852730337.1727152466";"1727152478";"google";"cpc";"hu_pmax_brand"
"8666";"1436491135.1727152427";"1727152577";"(direct)";"(none)";"(not set)"
"8667";"786204564.1727152540";"1727152793";"google";"cpc";"hu_brand"
"8668";"1484794638.1723442459";"1727152818";"redir.d-edgeconnect.media";"referral";"(not set)"
"8669";"722195103.1727153119";"1727153200";"google";"cpc";
"8670";"1081115225.1725816204";"1727153338";"google";"cpc";"(not set)"
"8671";"1638558266.1716133170";"1727153369";;;"(not set)"
"8672";"1824550074.1727153435";"1727153548";"google";"cpc";
"8673";"947755944.1727032374";"1727154394";;;"(not set)"
"8674";"de0acc07-fc7e-4931-81ca-fde08679f9f0";"1727154445";"google";"organic";"(not set)"
"8675";"254843553.1727154697";"1727154785";"facebook";"cpc";"campaign_1"
"8676";"1245003742.1727079434";"1727154935";;;"(not set)"
"8677";"376845500.1727155479";"1727155511";"google";"cpc";"hu_brand"
"8678";"1704246439.1727156352";"1727156415";"google";"cpc";
"8679";"123027591.1727118930";"1727156581";"facebook";"cpc";"campaign_1"
"8680";"1918823924.1727156729";"1727156746";"redir.d-edgeconnect.media";"referral";"(not set)"
"8681";"617707630.1727156755";"1727156798";"m.facebook.com";"referral";"(not set)"
"8682";"621306095.1727156909";"1727157099";"google";"organic";"(not set)"
"8683";"628951597.1727157788";"1727157794";"google";"cpc";"hu_brand"
