,id,search_log_id,adults,children,picked_price,picked_room,hotel_id
79,3914,76616,2,0,,,hotel_2
80,3915,76617,2,0,,,hotel_2
81,3916,76618,2,0,,,hotel_2
82,3917,76619,2,3,,,hotel_2
83,3918,76620,2,0,,,hotel_2
84,3919,76621,2,0,,,hotel_2
85,3920,76622,2,0,,,hotel_2
86,3921,76623,2,1,,,hotel_2
87,3922,76624,2,0,,,hotel_2
88,3923,76625,2,2,,,hotel_2
89,3924,76626,2,0,,,hotel_2
90,3925,76627,2,0,,,hotel_2
91,3926,76628,2,2,,,hotel_2
92,3927,76629,2,2,,,hotel_2
93,3928,76630,2,2,,,hotel_2
94,3929,76631,2,0,,,hotel_2
95,3930,76632,2,0,,,hotel_2
96,3931,76633,2,0,,,hotel_2
97,3932,76634,2,0,,,hotel_2
98,3933,76635,2,1,,,hotel_2
99,3934,76636,2,2,,,hotel_2
100,3935,76637,2,1,,,hotel_2
101,3936,76638,2,0,,,hotel_2
102,3937,76639,2,0,,,hotel_2
103,3938,76640,4,2,,,hotel_2
104,3939,76641,2,0,,,hotel_2
105,3940,76642,2,0,,,hotel_2
106,3941,76643,2,0,,,hotel_2
107,3942,76644,3,0,,,hotel_2
109,3944,76646,2,0,,,hotel_2
110,3945,76647,2,0,,,hotel_2
111,3946,76648,2,0,,,hotel_2
112,3947,76649,2,0,,,hotel_2
113,3948,76650,2,0,,,hotel_2
114,3949,76651,2,0,,,hotel_2
115,3950,76652,2,0,,,hotel_2
116,3951,76653,2,0,,,hotel_2
117,3952,76654,2,0,,,hotel_2
118,3953,76655,2,0,,,hotel_2
119,3954,76656,2,2,,,hotel_2
120,3955,76657,2,0,,,hotel_2
121,3956,76658,2,0,,,hotel_2
122,3957,76659,2,0,510.0,ROOMAA,hotel_2
123,3958,76660,2,0,,,hotel_2
124,3959,76661,2,0,,,hotel_2
125,3960,76662,2,0,,,hotel_2
126,3961,76663,2,0,,,hotel_2
127,3962,76664,2,2,,,hotel_2
128,3963,76665,2,0,,,hotel_2
129,3964,76666,2,0,,,hotel_2
130,3965,76667,2,0,,,hotel_2
131,3966,76668,2,2,,,hotel_2
132,3967,76669,2,0,271.8,ROOMBB,hotel_2
133,3968,76670,2,2,,,hotel_2
134,3969,76671,2,0,,,hotel_2
135,3970,76671,2,2,,,hotel_2
136,3971,76672,2,0,,,hotel_2
137,3972,76672,2,2,,,hotel_2
138,3973,76673,2,0,,,hotel_2
139,3974,76674,3,0,140288.0,ROOMCC,hotel_2
140,3975,76675,2,0,,,hotel_2
141,3976,76676,2,0,,,hotel_2
142,3977,76677,2,0,,,hotel_2
143,3978,76678,2,0,,,hotel_2
144,3979,76679,2,0,,,hotel_2
145,3980,76680,2,0,,,hotel_2
146,3981,76681,2,0,,,hotel_2
147,3982,76682,2,0,,,hotel_2
148,3983,76683,2,0,,,hotel_2
149,3984,76683,2,0,,,hotel_2
150,3985,76683,1,0,,,hotel_2
151,3986,76684,2,0,,,hotel_2
152,3987,76685,3,3,,,hotel_2
153,3988,76686,2,0,,,hotel_2
154,3990,76688,2,0,,,hotel_2
155,3991,76689,2,0,,,hotel_2
156,3992,76690,2,1,,,hotel_2
157,3993,76691,2,0,,,hotel_2
158,3994,76691,2,0,,,hotel_2
159,3995,76692,2,0,,,hotel_2
160,3996,76692,2,0,,,hotel_2
161,3997,76693,2,0,,,hotel_2
162,4000,76696,2,0,,,hotel_2
163,4001,76697,2,0,,,hotel_2
164,4002,76697,2,0,,,hotel_2
165,4003,76698,2,0,,,hotel_2
166,4004,76699,2,0,,,hotel_2
167,4005,76700,2,0,,,hotel_2
168,4006,76701,2,0,,,hotel_2
169,4007,76702,2,0,,,hotel_2
170,4008,76703,1,0,140148.0,ROOMBB,hotel_2
171,4009,76704,2,0,,,hotel_2
172,4010,76705,2,0,,,hotel_2
173,4011,76705,2,0,,,hotel_2
174,4012,76706,2,2,,,hotel_2
175,4013,76707,2,1,,,hotel_2
176,4014,76708,2,2,,,hotel_2
177,4015,76709,2,1,,,hotel_2
178,4016,76710,2,1,,,hotel_2
179,4017,76711,2,1,,,hotel_2
180,4018,76712,2,0,,,hotel_2
181,4019,76713,2,0,,,hotel_2
182,4020,76714,2,0,,,hotel_2
183,4021,76715,2,2,,,hotel_2
184,4022,76715,2,2,,,hotel_2
185,4023,76715,2,2,,,hotel_2
186,4024,76716,2,2,,,hotel_2
187,4025,76716,2,2,,,hotel_2
188,4026,76716,2,2,,,hotel_2
189,4027,76717,2,2,,,hotel_2
190,4028,76717,2,2,,,hotel_2
191,4029,76717,2,2,,,hotel_2
192,4030,76718,2,3,,,hotel_2
193,4031,76719,2,3,,,hotel_2
194,4032,76720,1,2,,,hotel_2
195,4033,76720,1,1,,,hotel_2
196,4034,76721,1,3,,,hotel_2
197,4035,76722,3,3,,,hotel_2
198,4036,76723,1,3,,,hotel_2
199,4037,76723,2,0,,,hotel_2
200,4038,76724,2,0,,,hotel_2
201,4039,76725,2,0,,,hotel_2
202,4040,76726,2,0,,,hotel_2
203,4041,76726,0,2,,,hotel_2
204,4042,76726,1,1,,,hotel_2
205,4043,76727,1,1,,,hotel_2
206,4044,76727,1,1,,,hotel_2
207,4045,76727,1,1,,,hotel_2
208,4046,76728,2,0,,,hotel_2
209,4047,76729,2,1,,,hotel_2
210,4048,76730,2,0,,,hotel_2
211,4049,76731,2,0,,,hotel_2
212,4050,76732,2,2,,,hotel_2
213,4051,76733,2,0,109633.0,ROOMBB,hotel_2
214,4052,76734,2,0,,,hotel_2
215,4056,76736,3,0,,,hotel_2
216,4057,76737,3,0,,,hotel_2
217,4058,76738,3,0,,,hotel_2
218,4059,76739,2,0,,,hotel_2
219,4060,76740,2,1,,,hotel_2
220,4061,76740,0,0,,,hotel_2
221,4062,76741,2,1,,,hotel_2
222,4063,76741,1,2,,,hotel_2
223,4064,76742,2,1,,,hotel_2
224,4065,76742,1,2,,,hotel_2
225,4066,76743,1,2,,,hotel_2
226,4067,76744,1,2,,,hotel_2
227,4068,76745,1,2,,,hotel_2
228,4069,76746,2,2,,,hotel_2
229,4070,76747,2,0,,,hotel_2
230,4071,76747,2,0,,,hotel_2
231,4072,76748,2,2,,,hotel_2
232,4073,76749,1,1,,,hotel_2
233,4074,76749,1,1,,,hotel_2
234,4076,76751,2,0,,,hotel_2
235,4077,76752,2,3,,,hotel_2
236,4078,76753,2,1,,,hotel_2
237,4079,76754,2,0,,,hotel_2
238,4080,76755,2,1,137591.5,ROOMCC,hotel_2
239,4081,76756,2,0,,,hotel_2
240,4082,76757,2,0,,,hotel_2
241,4083,76758,4,0,,,hotel_2
242,4084,76759,2,0,,,hotel_2
243,4085,76760,2,2,,,hotel_2
244,4086,76761,2,1,,,hotel_2
245,4087,76762,2,2,,,hotel_2
246,4088,76763,2,2,,,hotel_2
247,4089,76764,2,0,,,hotel_2
248,4090,76765,2,0,,,hotel_2
249,4091,76766,2,0,,,hotel_2
250,4092,76767,2,0,,,hotel_2
251,4093,76768,2,0,,,hotel_2
252,4094,76769,2,0,62593.0,ROOMDD,hotel_2
253,4095,76770,2,0,,,hotel_2
254,4096,76771,2,0,,,hotel_2
255,4099,76774,2,0,,,hotel_2
256,4100,76775,2,2,,,hotel_2
257,4101,76776,2,2,,,hotel_2
258,4102,76777,2,2,,,hotel_2
259,4103,76778,2,1,,,hotel_2
260,4104,76779,2,0,,,hotel_2
261,4105,76779,0,1,,,hotel_2
262,4106,76780,2,1,,,hotel_2
263,4107,76781,2,1,,,hotel_2
264,4108,76782,2,0,,,hotel_2
265,4109,76783,2,1,,,hotel_2
266,4110,76784,2,2,,,hotel_2
267,4111,76785,2,0,,,hotel_2
268,4112,76786,2,0,,,hotel_2
269,4113,76787,2,1,,,hotel_2
270,4114,76788,2,2,,,hotel_2
271,4115,76789,2,2,,,hotel_2
272,4116,76790,2,0,,,hotel_2
273,4117,76791,2,2,,,hotel_2
274,4118,76792,2,1,,,hotel_2
275,4119,76793,2,1,,,hotel_2
276,4120,76794,2,1,,,hotel_2
277,4121,76795,2,0,,,hotel_2
278,4122,76795,0,0,,,hotel_2
279,4123,76796,2,0,,,hotel_2
280,4124,76796,2,0,,,hotel_2
281,4125,76797,2,0,,,hotel_2
282,4126,76798,2,1,,,hotel_2
283,4127,76799,2,0,,,hotel_2
284,4128,76800,2,0,,,hotel_2
285,4129,76801,2,0,,,hotel_2
286,4130,76802,2,0,,,hotel_2
287,4131,76802,2,0,,,hotel_2
288,4132,76803,2,3,,,hotel_2
289,4133,76804,2,0,,,hotel_2
290,4137,76808,2,0,,,hotel_2
291,4138,76809,2,0,,,hotel_2
292,4139,76810,2,1,216618.0,ROOMEE,hotel_2
293,4140,76811,2,0,,,hotel_2
294,4141,76812,2,0,,,hotel_2
295,4142,76813,3,3,,,hotel_2
296,4143,76814,3,3,,,hotel_2
297,4144,76815,3,3,,,hotel_2
298,4145,76816,3,3,,,hotel_2
299,4146,76817,3,3,,,hotel_2
300,4147,76818,3,3,,,hotel_2
301,4148,76819,3,3,,,hotel_2
302,4149,76820,2,0,,,hotel_2
303,4150,76820,2,0,,,hotel_2
304,4151,76820,2,0,,,hotel_2
305,4152,76820,2,0,,,hotel_2
306,4153,76821,3,3,,,hotel_2
307,4154,76822,3,3,,,hotel_2
308,4155,76823,2,0,,,hotel_2
309,4156,76823,2,0,,,hotel_2
310,4157,76824,3,3,,,hotel_2
311,4158,76825,3,3,,,hotel_2
312,4159,76826,2,0,,,hotel_2
313,4160,76827,3,3,,,hotel_2
314,4161,76828,3,3,,,hotel_2
315,4162,76829,2,0,,,hotel_2
316,4163,76829,2,0,,,hotel_2
317,4164,76829,2,0,,,hotel_2
318,4165,76829,1,0,,,hotel_2
319,4166,76829,1,0,,,hotel_2
320,4167,76830,3,3,,,hotel_2
321,4168,76831,2,0,,,hotel_2
322,4169,76831,2,0,,,hotel_2
323,4170,76831,2,0,,,hotel_2
324,4171,76832,2,0,,,hotel_2
325,4172,76833,1,0,,,hotel_2
326,4173,76833,1,0,,,hotel_2
327,4174,76834,2,1,,,hotel_2
328,4175,76834,1,2,,,hotel_2
329,4177,76836,2,0,,,hotel_2
330,4178,76836,2,0,,,hotel_2
331,4179,76836,2,0,,,hotel_2
332,4180,76836,1,0,,,hotel_2
333,4181,76837,2,0,,,hotel_2
334,4182,76837,2,0,,,hotel_2
335,4183,76837,2,0,,,hotel_2
336,4184,76838,2,0,,,hotel_2
337,4185,76839,2,0,,,hotel_2
338,4186,76840,2,0,,,hotel_2
339,4187,76840,2,0,,,hotel_2
340,4188,76840,2,0,,,hotel_2
341,4189,76841,2,0,,,hotel_2
342,4190,76842,1,0,,,hotel_2
343,4191,76842,1,0,,,hotel_2
344,4192,76843,1,0,,,hotel_2
345,4193,76843,1,0,,,hotel_2
346,4194,76844,2,2,,,hotel_2
347,4195,76845,2,0,,,hotel_2
348,4196,76846,2,1,,,hotel_2
349,4197,76847,2,0,,,hotel_2
350,4198,76847,2,0,,,hotel_2
351,4199,76848,2,0,,,hotel_2
352,4200,76848,3,1,,,hotel_2
353,4201,76848,2,0,,,hotel_2
354,4202,76849,2,0,163037.0,ROOMFF,hotel_2
355,4203,76850,2,0,,,hotel_2
356,4204,76851,3,2,,,hotel_2
357,4205,76852,3,2,,,hotel_2
358,4206,76853,2,1,,,hotel_2
359,4207,76854,2,0,,,hotel_2
360,4208,76855,2,0,,,hotel_2
362,4210,76857,2,3,,,hotel_2
363,4211,76858,2,0,,,hotel_2
364,4212,76859,3,0,,,hotel_2
365,4213,76860,3,0,,,hotel_2
366,4214,76861,1,0,,,hotel_2
367,4215,76862,3,0,,,hotel_2
368,4218,76864,2,0,,,hotel_2
369,4219,76865,2,0,,,hotel_2
370,4220,76866,2,2,,,hotel_2
371,4221,76867,2,2,,,hotel_2
372,4222,76868,4,0,,,hotel_2
373,4223,76869,2,0,,,hotel_2
374,4224,76870,2,1,,,hotel_2
375,4225,76871,2,0,,,hotel_2
376,4226,76872,2,0,,,hotel_2
377,4227,76873,1,0,,,hotel_2
378,4228,76874,2,1,,,hotel_2
379,4229,76875,2,0,,,hotel_2
380,4230,76876,2,0,,,hotel_2
381,4231,76876,2,0,,,hotel_2
382,4232,76877,2,0,,,hotel_2
383,4233,76878,2,0,,,hotel_2
384,4234,76879,2,0,,,hotel_2
385,4235,76879,2,0,,,hotel_2
386,4236,76880,2,0,,,hotel_2
387,4237,76881,2,0,,,hotel_2
388,4238,76882,4,2,,,hotel_2
389,4239,76883,2,1,,,hotel_2
390,4240,76883,2,1,,,hotel_2
391,4241,76884,2,1,,,hotel_2
392,4242,76884,2,1,,,hotel_2
393,4243,76885,2,1,,,hotel_2
394,4244,76885,2,1,,,hotel_2
395,4245,76886,2,1,,,hotel_2
396,4246,76886,2,1,,,hotel_2
397,4247,76887,3,0,,,hotel_2
398,4248,76888,2,0,,,hotel_2
399,4249,76889,2,0,,,hotel_2
400,4250,76890,2,0,,,hotel_2
401,4251,76891,2,0,,,hotel_2
402,4252,76892,2,0,,,hotel_2
403,4253,76893,2,0,,,hotel_2
404,4254,76894,3,1,,,hotel_2
405,4255,76895,2,0,,,hotel_2
406,4256,76896,2,0,,,hotel_2
407,4257,76897,3,1,,,hotel_2
408,4258,76898,2,0,,,hotel_2
409,4259,76899,2,0,,,hotel_2
410,4260,76900,2,1,,,hotel_2
411,4261,76901,1,0,,,hotel_2
412,4262,76902,2,0,,,hotel_2
413,4263,76903,1,0,,,hotel_2
414,4264,76903,0,0,,,hotel_2
415,4265,76904,1,0,,,hotel_2
416,4266,76904,1,0,,,hotel_2
417,4267,76905,2,1,,,hotel_2
418,4268,76906,2,0,,,hotel_2
419,4269,76907,2,0,,,hotel_2
420,4270,76908,1,0,,,hotel_2
421,4271,76909,2,0,,,hotel_2
422,4272,76910,1,0,,,hotel_2
423,4273,76911,1,0,,,hotel_2
424,4274,76912,1,0,,,hotel_2
425,4275,76913,2,2,,,hotel_2
426,4276,76914,2,2,,,hotel_2
427,4277,76915,2,2,,,hotel_2
428,4278,76916,1,0,,,hotel_2
429,4279,76917,2,2,,,hotel_2
430,4280,76918,2,2,,,hotel_2
431,4281,76919,2,0,,,hotel_2
432,4282,76920,1,0,,,hotel_2
433,4283,76921,2,0,,,hotel_2
434,4284,76922,4,2,,,hotel_2
435,4285,76923,4,0,,,hotel_2
436,4286,76923,4,0,,,hotel_2
437,4287,76924,4,2,,,hotel_2
438,4288,76925,2,0,,,hotel_2
439,4289,76926,2,2,,,hotel_2
440,4290,76926,2,0,,,hotel_2
441,4291,76926,2,2,,,hotel_2
442,4292,76926,2,2,,,hotel_2
443,4293,76926,2,3,,,hotel_2
444,4294,76927,2,1,,,hotel_2
445,4295,76927,2,1,,,hotel_2
446,4296,76928,2,1,,,hotel_2
447,4297,76928,2,1,,,hotel_2
448,4298,76929,1,0,,,hotel_2
449,4299,76930,2,1,,,hotel_2
450,4300,76931,2,2,,,hotel_2
451,4301,76932,2,2,244455.0,ROOMEE,hotel_2
452,4302,76933,2,0,,,hotel_2
453,4303,76934,2,0,,,hotel_2
454,4304,76935,2,0,,,hotel_2
455,4305,76936,2,0,,,hotel_2
456,4306,76937,1,0,,,hotel_2
457,4307,76938,2,0,,,hotel_2
458,4310,76940,2,0,,,hotel_2
459,4311,76941,2,0,,,hotel_2
460,4312,76942,2,0,,,hotel_2
461,4313,76943,2,2,,,hotel_2
462,4314,76944,2,2,,,hotel_2
463,4315,76945,2,0,,,hotel_2
464,4316,76946,2,2,,,hotel_2
465,4317,76947,3,0,,,hotel_2
466,4318,76947,2,1,,,hotel_2
467,4319,76947,2,0,,,hotel_2
468,4320,76947,2,2,,,hotel_2
469,4321,76948,2,0,,,hotel_2
470,4322,76949,2,2,,,hotel_2
471,4324,76951,2,0,,,hotel_2
472,4325,76951,2,2,,,hotel_2
473,4326,76951,2,1,,,hotel_2
474,4327,76951,2,0,,,hotel_2
475,4328,76951,1,0,,,hotel_2
476,4329,76952,1,0,,,hotel_2
477,4330,76953,2,0,,,hotel_2
478,4331,76954,2,0,,,hotel_2
479,4332,76955,1,0,,,hotel_2
480,4333,76956,2,0,,,hotel_2
481,4334,76957,2,0,262732.0,ROOMBB,hotel_2
482,4335,76958,2,0,,,hotel_2
483,4336,76959,2,0,,,hotel_2
484,4337,76960,2,1,,,hotel_2
485,4338,76961,2,1,,,hotel_2
486,4339,76962,2,0,119952.0,ROOMCC,hotel_2
487,4340,76963,2,0,,,hotel_2
488,4341,76964,2,2,,,hotel_2
489,4342,76964,2,0,,,hotel_2
490,4343,76964,2,2,,,hotel_2
491,4344,76964,2,2,,,hotel_2
492,4345,76964,2,2,,,hotel_2
493,4346,76965,2,1,,,hotel_2
494,4347,76966,2,1,,,hotel_2
495,4348,76967,2,0,,,hotel_2
496,4349,76968,2,0,,,hotel_2
497,4350,76969,1,2,,,hotel_2
498,4351,76969,1,2,,,hotel_2
499,4352,76970,1,2,,,hotel_2
500,4353,76970,1,2,,,hotel_2
501,4354,76971,1,2,,,hotel_2
502,4355,76971,1,2,,,hotel_2
503,4356,76972,2,3,,,hotel_2
504,4357,76973,2,1,,,hotel_2
505,4358,76974,2,1,,,hotel_2
506,4359,76975,2,1,,,hotel_2
507,4360,76976,4,0,,,hotel_2
508,4361,76977,2,0,,,hotel_2
509,4362,76978,2,2,,,hotel_2
510,4363,76979,2,2,,,hotel_2
511,4364,76980,2,0,,,hotel_2
512,4365,76981,2,3,,,hotel_2
513,4366,76982,2,0,,,hotel_2
514,4367,76982,2,0,,,hotel_2
515,4368,76982,2,0,,,hotel_2
516,4369,76982,2,0,,,hotel_2
517,4370,76982,2,0,,,hotel_2
518,4371,76982,2,0,,,hotel_2
519,4372,76982,2,0,,,hotel_2
520,4373,76982,2,0,,,hotel_2
521,4374,76982,2,0,,,hotel_2
522,4375,76982,2,0,,,hotel_2
523,4376,76983,2,1,,,hotel_2
524,4377,76984,2,0,,,hotel_2
525,4378,76985,2,0,,,hotel_2
526,4379,76986,2,0,,,hotel_2
527,4380,76987,2,0,,,hotel_2
528,4381,76988,2,0,,,hotel_2
529,4382,76989,2,0,,,hotel_2
530,4383,76990,2,0,,,hotel_2
531,4384,76991,2,0,,,hotel_2
532,4385,76992,3,0,,,hotel_2
533,4386,76993,1,0,,,hotel_2
534,4387,76994,2,0,,,hotel_2
535,4388,76994,1,0,,,hotel_2
536,4389,76995,2,0,,,hotel_2
537,4390,76995,1,0,,,hotel_2
538,4391,76996,2,0,,,hotel_2
539,4392,76997,2,0,112914.0,ROOMCC,hotel_2
540,4410,77015,2,0,,,hotel_2
541,4502,77107,2,0,,,hotel_2
542,4503,77108,2,0,,,hotel_2
543,4504,77109,2,0,,,hotel_2
544,4505,77110,2,0,,,hotel_2
545,4506,77111,2,0,,,hotel_2
546,4507,77112,2,0,,,hotel_2
547,4508,77113,2,0,,,hotel_2
548,4509,77114,2,0,,,hotel_2
549,4510,77115,2,0,160834.0,ROOMDD,hotel_2
550,4511,77116,2,0,,,hotel_2
551,4513,77118,2,0,,,hotel_2
552,4514,77119,2,1,,,hotel_2
553,4515,77120,2,2,,,hotel_2
554,4516,77121,2,2,,,hotel_2
555,4517,77122,2,1,,,hotel_2
556,4518,77123,2,0,,,hotel_2
557,4519,77123,2,1,,,hotel_2
558,4520,77124,2,0,,,hotel_2
559,4521,77125,4,0,,,hotel_2
560,4522,77126,2,0,,,hotel_2
561,4523,77127,2,0,,,hotel_2
562,4524,77128,2,2,,,hotel_2
563,4574,77178,3,0,,,hotel_2
564,4587,77191,2,0,,,hotel_2
565,4588,77192,2,0,,,hotel_2
566,4589,77193,3,1,,,hotel_2
567,4590,77194,2,0,,,hotel_2
568,4591,77195,2,1,,,hotel_2
569,4592,77196,3,1,,,hotel_2
570,4593,77197,2,1,,,hotel_2
571,4594,77198,2,0,,,hotel_2
572,4595,77199,2,3,,,hotel_2
573,4596,77200,2,1,,,hotel_2
575,4598,77202,2,1,,,hotel_2
576,4599,77202,1,2,,,hotel_2
577,4600,77203,2,0,,,hotel_2
578,4601,77204,2,0,,,hotel_2
579,4602,77205,2,0,,,hotel_2
580,4603,77206,2,0,,,hotel_2
581,4604,77207,2,0,,,hotel_2
582,4605,77208,2,0,,,hotel_2
583,4606,77209,2,0,220320.0,ROOMDD,hotel_2
584,4607,77210,2,0,,,hotel_2
585,4608,77211,2,0,,,hotel_2
586,4609,77212,3,1,,,hotel_2
587,4610,77213,3,1,,,hotel_2
588,4611,77214,2,0,,,hotel_2
589,4612,77215,3,1,,,hotel_2
590,4613,77216,2,1,,,hotel_2
591,4614,77217,2,1,,,hotel_2
592,4615,77218,2,0,,,hotel_2
593,4616,77219,2,0,,,hotel_2
594,4617,77220,2,0,,,hotel_2
595,4618,77221,2,0,,,hotel_2
596,4619,77222,2,0,,,hotel_2
597,4620,77223,2,0,,,hotel_2
598,4621,77224,2,0,148583.0,ROOMGG,hotel_2
599,4622,77225,2,1,,,hotel_2
600,4623,77226,2,1,,,hotel_2
601,4624,77227,2,0,,,hotel_2
602,4625,77228,2,0,,,hotel_2
603,4626,77229,2,1,,,hotel_2
604,4627,77230,2,1,,,hotel_2
605,4628,77231,2,1,,,hotel_2
606,4629,77232,2,1,,,hotel_2
607,4630,77233,2,0,,,hotel_2
608,4631,77234,2,2,,,hotel_2
609,4632,77235,2,0,,,hotel_2
610,4633,77236,1,1,,,hotel_2
611,4634,77237,2,0,,,hotel_2
612,4635,77238,2,1,,,hotel_2
613,4636,77239,2,2,,,hotel_2
614,4639,77241,1,0,,,hotel_2
615,4640,77242,1,2,,,hotel_2
616,4642,77244,2,2,,,hotel_2
617,4643,77245,3,0,,,hotel_2
618,4644,77246,2,2,,,hotel_2
619,4645,77247,2,0,,,hotel_2
620,4646,77248,2,0,,,hotel_2
621,4647,77249,2,0,,,hotel_2
622,4648,77250,2,2,,,hotel_2
623,4649,77251,2,0,,,hotel_2
624,4650,77252,2,0,,,hotel_2
625,4651,77253,2,0,,,hotel_2
626,4652,77254,2,0,,,hotel_2
627,4653,77255,2,0,,,hotel_2
628,4654,77256,1,1,,,hotel_2
629,4655,77257,1,1,,,hotel_2
630,4656,77258,2,0,,,hotel_2
631,4657,77259,2,0,,,hotel_2
632,4658,77260,2,0,,,hotel_2
633,4659,77261,2,0,,,hotel_2
634,4660,77262,2,2,,,hotel_2
635,4661,77263,2,0,,,hotel_2
636,4662,77264,2,0,,,hotel_2
637,4663,77265,2,2,,,hotel_2
638,4664,77266,2,0,,,hotel_2
639,4665,77267,2,1,,,hotel_2
640,4666,77268,2,1,,,hotel_2
641,4667,77269,2,0,,,hotel_2
642,4668,77270,2,0,,,hotel_2
643,4669,77271,2,0,,,hotel_2
644,4670,77272,2,0,274590.0,ROOMAA,hotel_2
645,4671,77273,2,0,,,hotel_2
646,4672,77274,2,0,,,hotel_2
647,4673,77275,2,2,,,hotel_2
648,4674,77276,2,2,,,hotel_2
649,4675,77277,2,0,,,hotel_2
650,4676,77278,2,0,112363.0,ROOMGG,hotel_2
651,4677,77279,2,0,,,hotel_2
652,4678,77279,2,0,,,hotel_2
653,4679,77280,4,0,,,hotel_2
654,4680,77281,2,2,,,hotel_2
655,4681,77282,2,2,,,hotel_2
656,4682,77283,2,2,,,hotel_2
657,4683,77284,2,0,,,hotel_2
658,4684,77285,4,0,,,hotel_2
659,4685,77286,2,0,,,hotel_2
660,4686,77287,6,1,,,hotel_2
661,4687,77288,6,1,,,hotel_2
662,4688,77289,6,1,,,hotel_2
663,4689,77290,6,1,,,hotel_2
664,4690,77291,2,1,,,hotel_2
665,4691,77291,1,1,,,hotel_2
666,4692,77291,2,0,,,hotel_2
667,4693,77292,2,1,,,hotel_2
668,4694,77293,2,0,,,hotel_2
669,4695,77294,2,0,,,hotel_2
670,4696,77295,2,2,,,hotel_2
671,4697,77296,2,0,,,hotel_2
672,4698,77297,2,0,,,hotel_2
673,4699,77298,2,0,,,hotel_2
674,4700,77299,2,0,,,hotel_2
675,4701,77300,3,0,,,hotel_2
676,4702,77300,2,1,,,hotel_2
677,4703,77301,2,0,,,hotel_2
678,4705,77303,2,0,,,hotel_2
679,4709,77307,2,2,,,hotel_2
680,4710,77307,2,2,,,hotel_2
681,4711,77307,2,2,,,hotel_2
682,4712,77308,2,1,,,hotel_2
683,4713,77309,2,0,,,hotel_2
684,4714,77310,2,1,,,hotel_2
685,4715,77310,0,0,,,hotel_2
686,4716,77311,2,1,,,hotel_2
687,4717,77312,2,0,,,hotel_2
688,4718,77312,2,0,,,hotel_2
689,4720,77314,2,0,,,hotel_2
