,id,search_log_id,search_log_room_id,room_code,room_price_min,room_price_max,hotel_id
74,9460,76564,3861,ROOMFF,448.8,448.8,hotel_2
75,9461,76565,3862,ROOMDD,293760.0,293760.0,hotel_2
76,9462,76565,3862,ROOMAA,302940.0,302940.0,hotel_2
77,9463,76565,3862,ROOMGG,312120.0,312120.0,hotel_2
78,9464,76565,3862,ROOMCC,312120.0,312120.0,hotel_2
79,9465,76565,3862,ROOMBB,348840.0,348840.0,hotel_2
80,9466,76565,3862,ROOMFF,367200.0,367200.0,hotel_2
81,9467,76566,3863,ROOMDD,164016.0,210868.0,hotel_2
82,9468,76566,3863,ROOMAA,173196.0,221302.0,hotel_2
83,9469,76566,3863,ROOMGG,182376.0,231733.0,hotel_2
84,9470,76566,3863,ROOMCC,182376.0,231733.0,hotel_2
85,9471,76566,3863,ROOMBB,219096.0,273461.0,hotel_2
86,9472,76566,3863,ROOMFF,237456.0,294325.0,hotel_2
87,9473,76567,3864,ROOMCC,166005.0,198411.0,hotel_2
88,9474,76567,3864,ROOMEE,184212.0,216618.0,hotel_2
89,9475,76568,3865,ROOMAA,331.45,409.84,hotel_2
90,9476,76568,3865,ROOMGG,347.94,426.29,hotel_2
91,9477,76568,3865,ROOMCC,347.94,426.29,hotel_2
92,9478,76568,3865,ROOMBB,413.9,495.11,hotel_2
93,9479,76569,3866,ROOMAA,331.45,409.84,hotel_2
94,9480,76569,3866,ROOMGG,347.94,426.29,hotel_2
95,9481,76569,3866,ROOMCC,347.94,426.29,hotel_2
96,9482,76569,3866,ROOMBB,413.9,495.11,hotel_2
97,9483,76570,3867,ROOMCC,166005.0,198411.0,hotel_2
98,9484,76570,3867,ROOMEE,184212.0,216618.0,hotel_2
99,9485,76571,3868,ROOMAA,331.45,409.84,hotel_2
100,9486,76571,3868,ROOMGG,347.94,426.29,hotel_2
101,9487,76571,3868,ROOMCC,347.94,426.29,hotel_2
102,9488,76571,3868,ROOMBB,413.9,495.11,hotel_2
103,9489,76572,3869,ROOMAA,152280.0,208364.0,hotel_2
104,9490,76572,3869,ROOMGG,163080.0,222274.0,hotel_2
105,9491,76572,3869,ROOMBB,206280.0,277912.0,hotel_2
106,9492,76572,3869,ROOMFF,227880.0,305731.0,hotel_2
107,9493,76573,3870,ROOMAA,193392.0,217878.0,hotel_2
108,9494,76573,3870,ROOMGG,202572.0,227058.0,hotel_2
109,9495,76573,3870,ROOMCC,202572.0,227058.0,hotel_2
110,9496,76573,3870,ROOMBB,239292.0,263779.0,hotel_2
111,9497,76574,3871,ROOMAA,261936.0,286424.0,hotel_2
112,9498,76574,3871,ROOMGG,274176.0,298664.0,hotel_2
113,9499,76574,3871,ROOMCC,274176.0,298664.0,hotel_2
114,9500,76574,3871,ROOMBB,323136.0,347625.0,hotel_2
115,9501,76575,3872,ROOMEE,163641.5,196041.5,hotel_2
116,9502,76575,3872,ROOMHH,188187.5,220587.5,hotel_2
117,9503,76576,3873,ROOMEE,122731.0,163051.0,hotel_2
118,9504,76576,3873,ROOMHH,147277.0,187597.0,hotel_2
119,9505,76578,3875,ROOMCC,271575.0,303983.75,hotel_2
120,9506,76578,3876,ROOMGG,170748.0,190914.0,hotel_2
121,9507,76578,3876,ROOMCC,170748.0,190914.0,hotel_2
122,9508,76578,3876,ROOMBB,207468.0,227635.0,hotel_2
123,9509,76578,3876,ROOMFF,225828.0,245994.0,hotel_2
124,9510,76579,3877,ROOMBB,329868.0,354357.0,hotel_2
125,9511,76581,3879,ROOMDD,600.24,687.35,hotel_2
126,9512,76581,3879,ROOMAA,633.21,720.25,hotel_2
127,9513,76581,3879,ROOMGG,666.2,755.41,hotel_2
128,9514,76581,3879,ROOMCC,666.2,755.41,hotel_2
129,9515,76581,3879,ROOMEE,1230.16,1335.85,hotel_2
130,9516,76581,3879,ROOMHH,1428.04,1540.8,hotel_2
131,9517,76581,3879,ROOMBB,798.12,890.8,hotel_2
132,9518,76581,3879,ROOMFF,864.08,959.61,hotel_2
133,9519,76582,3880,ROOMDD,61366.0,73606.0,hotel_2
134,9520,76582,3880,ROOMAA,65457.0,77697.0,hotel_2
135,9521,76582,3880,ROOMGG,69548.0,81788.0,hotel_2
136,9522,76582,3880,ROOMCC,69548.0,81788.0,hotel_2
137,9523,76582,3880,ROOMBB,85912.0,98152.0,hotel_2
138,9524,76582,3880,ROOMFF,94094.0,106334.0,hotel_2
139,9525,76583,3881,ROOMAA,78589.0,103069.0,hotel_2
140,9526,76583,3881,ROOMGG,82067.0,106547.0,hotel_2
141,9527,76583,3881,ROOMCC,82067.0,106547.0,hotel_2
142,9528,76583,3881,ROOMBB,95976.0,120456.0,hotel_2
143,9529,76583,3881,ROOMFF,102931.0,127411.0,hotel_2
144,9530,76584,3882,ROOMAA,138312.0,162796.0,hotel_2
145,9531,76584,3882,ROOMGG,144432.0,168918.0,hotel_2
146,9532,76584,3882,ROOMCC,144432.0,168918.0,hotel_2
147,9533,76584,3882,ROOMBB,168912.0,193398.0,hotel_2
148,9534,76584,3882,ROOMFF,181152.0,205638.0,hotel_2
149,9535,76585,3883,ROOMGG,307296.0,341291.0,hotel_2
150,9536,76585,3883,ROOMCC,307296.0,341291.0,hotel_2
151,9537,76585,3883,ROOMBB,363168.0,398891.0,hotel_2
152,9538,76585,3883,ROOMFF,391104.0,427693.0,hotel_2
153,9539,76586,3884,ROOMEE,984.3,1095.63,hotel_2
154,9540,76586,3884,ROOMHH,1188.3,1299.82,hotel_2
155,9541,76587,3885,ROOMEE,984.3,1095.63,hotel_2
156,9542,76587,3885,ROOMHH,1188.3,1299.82,hotel_2
157,9543,76588,3886,ROOMAA,179872.0,209921.0,hotel_2
158,9544,76588,3886,ROOMGG,188777.0,219102.0,hotel_2
159,9545,76588,3886,ROOMCC,188777.0,219102.0,hotel_2
160,9546,76588,3886,ROOMBB,224395.0,255822.0,hotel_2
161,9547,76589,3887,ROOMDD,156960.0,181445.0,hotel_2
162,9548,76589,3887,ROOMBB,200160.0,224646.0,hotel_2
163,9549,76590,3888,ROOMGG,288864.0,313353.0,hotel_2
164,9550,76590,3888,ROOMCC,288864.0,313353.0,hotel_2
165,9551,76590,3888,ROOMBB,337824.0,362313.0,hotel_2
166,9552,76590,3888,ROOMFF,362304.0,386795.0,hotel_2
167,9553,76591,3889,ROOMDD,244080.0,268568.0,hotel_2
168,9554,76591,3889,ROOMBB,308880.0,333369.0,hotel_2
169,9555,76592,3890,ROOMCC,214445.0,251171.8,hotel_2
170,9556,76593,3891,ROOMCC,155646.6,155646.6,hotel_2
171,9557,76593,3891,ROOMHH,186733.92,186733.92,hotel_2
172,9558,76594,3892,ROOMDD,236232.0,260719.0,hotel_2
173,9559,76594,3892,ROOMAA,248472.0,272958.0,hotel_2
174,9560,76594,3892,ROOMGG,260712.0,285200.0,hotel_2
175,9561,76594,3892,ROOMCC,260712.0,285200.0,hotel_2
176,9562,76594,3892,ROOMEE,476748.0,501244.0,hotel_2
177,9563,76594,3892,ROOMHH,550188.0,574688.0,hotel_2
178,9564,76594,3892,ROOMBB,309672.0,334161.0,hotel_2
179,9565,76594,3892,ROOMFF,334152.0,358641.0,hotel_2
180,9566,76595,3893,ROOMAA,238642.0,270512.0,hotel_2
181,9567,76595,3893,ROOMGG,250516.0,282752.0,hotel_2
182,9568,76595,3893,ROOMCC,250516.0,282752.0,hotel_2
183,9569,76595,3893,ROOMBB,298006.0,331712.0,hotel_2
184,9570,76596,3894,ROOMCC,211140.0,247867.0,hotel_2
185,9571,76598,3896,ROOMDD,450.18,532.51,hotel_2
186,9572,76598,3896,ROOMAA,474.91,557.19,hotel_2
187,9573,76598,3896,ROOMGG,499.65,583.37,hotel_2
188,9574,76598,3896,ROOMCC,499.65,583.37,hotel_2
189,9575,76598,3896,ROOMBB,598.59,685.1,hotel_2
190,9576,76598,3896,ROOMFF,648.06,736.71,hotel_2
191,9577,76599,3897,ROOMDD,694.0,762.32,hotel_2
192,9578,76599,3897,ROOMBB,874.0,941.84,hotel_2
193,9579,76600,3898,ROOMDD,293760.0,293760.0,hotel_2
194,9580,76600,3898,ROOMAA,302940.0,302940.0,hotel_2
195,9581,76600,3898,ROOMGG,312120.0,312120.0,hotel_2
196,9582,76600,3898,ROOMCC,312120.0,312120.0,hotel_2
197,9583,76600,3898,ROOMBB,348840.0,348840.0,hotel_2
198,9584,76600,3898,ROOMFF,367200.0,367200.0,hotel_2
199,9585,76601,3899,ROOMAA,305280.0,348849.0,hotel_2
200,9586,76601,3899,ROOMGG,319680.0,364150.0,hotel_2
201,9587,76601,3899,ROOMCC,319680.0,364150.0,hotel_2
202,9588,76601,3899,ROOMBB,377280.0,425351.0,hotel_2
203,9589,76602,3900,ROOMAA,305280.0,348849.0,hotel_2
204,9590,76602,3900,ROOMGG,319680.0,364150.0,hotel_2
205,9591,76602,3900,ROOMCC,319680.0,364150.0,hotel_2
206,9592,76602,3900,ROOMBB,377280.0,425351.0,hotel_2
207,9593,76603,3901,ROOMDD,142473.0,171360.0,hotel_2
208,9594,76603,3901,ROOMAA,151377.0,180540.0,hotel_2
209,9595,76603,3901,ROOMGG,160284.0,189720.0,hotel_2
210,9596,76603,3901,ROOMCC,160284.0,189720.0,hotel_2
211,9597,76603,3901,ROOMBB,195900.0,226440.0,hotel_2
212,9598,76603,3901,ROOMFF,213711.0,244800.0,hotel_2
213,9599,76604,3902,ROOMDD,156672.0,202522.0,hotel_2
214,9600,76604,3902,ROOMAA,165852.0,212954.0,hotel_2
215,9601,76604,3902,ROOMGG,175032.0,223385.0,hotel_2
216,9602,76604,3902,ROOMCC,175032.0,223385.0,hotel_2
217,9603,76604,3902,ROOMBB,211752.0,265117.0,hotel_2
218,9604,76604,3902,ROOMFF,230112.0,285979.0,hotel_2
219,9605,76605,3903,ROOMCC,185130.0,217537.0,hotel_2
220,9606,76606,3904,ROOMGG,236059.0,267849.0,hotel_2
221,9607,76606,3904,ROOMCC,236059.0,267849.0,hotel_2
222,9608,76606,3904,ROOMBB,277963.0,311049.0,hotel_2
223,9609,76606,3904,ROOMFF,298915.0,332650.0,hotel_2
224,9610,76607,3905,ROOMCC,401350.0,401350.0,hotel_2
225,9611,76607,3905,ROOMEE,414606.2,414606.2,hotel_2
226,9612,76607,3905,ROOMHH,469686.2,469686.2,hotel_2
227,9613,76608,3906,ROOMCC,429624.0,429624.0,hotel_2
228,9614,76608,3906,ROOMEE,438437.0,438437.0,hotel_2
229,9615,76608,3906,ROOMHH,493517.0,493517.0,hotel_2
230,9616,76609,3907,ROOMCC,368792.0,368792.0,hotel_2
231,9617,76609,3907,ROOMEE,387164.4,387164.4,hotel_2
232,9618,76609,3907,ROOMHH,442244.4,442244.4,hotel_2
233,9619,76610,3908,ROOMEE,731.0,842.79,hotel_2
234,9620,76610,3908,ROOMHH,833.0,945.26,hotel_2
235,9621,76611,3909,ROOMAA,243576.0,268064.0,hotel_2
236,9622,76611,3909,ROOMGG,255816.0,280304.0,hotel_2
237,9623,76611,3909,ROOMCC,255816.0,280304.0,hotel_2
238,9624,76611,3909,ROOMBB,304776.0,329268.0,hotel_2
239,9625,76611,3909,ROOMFF,329256.0,353745.0,hotel_2
240,9626,76612,3910,ROOMAA,243576.0,268064.0,hotel_2
241,9627,76612,3910,ROOMGG,255816.0,280304.0,hotel_2
242,9628,76612,3910,ROOMCC,255816.0,280304.0,hotel_2
243,9629,76612,3910,ROOMBB,304776.0,329268.0,hotel_2
244,9630,76612,3910,ROOMFF,329256.0,353745.0,hotel_2
245,9631,76613,3911,ROOMAA,243576.0,268064.0,hotel_2
246,9632,76613,3911,ROOMGG,255816.0,280304.0,hotel_2
247,9633,76613,3911,ROOMCC,255816.0,280304.0,hotel_2
248,9634,76613,3911,ROOMBB,304776.0,329268.0,hotel_2
249,9635,76613,3911,ROOMFF,329256.0,353745.0,hotel_2
250,9636,76614,3912,ROOMEE,240423.0,280260.0,hotel_2
251,9637,76614,3912,ROOMHH,293853.0,335340.0,hotel_2
252,9638,76615,3913,ROOMBB,328032.0,352520.0,hotel_2
253,9639,76616,3914,ROOMDD,216084.0,247254.0,hotel_2
254,9640,76616,3914,ROOMAA,227957.0,259497.0,hotel_2
255,9641,76616,3914,ROOMGG,239832.0,271735.0,hotel_2
256,9642,76616,3914,ROOMCC,239832.0,271735.0,hotel_2
257,9643,76616,3914,ROOMBB,287321.0,320699.0,hotel_2
258,9644,76616,3914,ROOMFF,311068.0,345177.0,hotel_2
259,9645,76617,3915,ROOMDD,107712.0,146884.0,hotel_2
260,9646,76617,3915,ROOMAA,113832.0,153838.0,hotel_2
261,9647,76617,3915,ROOMGG,119952.0,160792.0,hotel_2
262,9648,76617,3915,ROOMCC,119952.0,160792.0,hotel_2
263,9649,76617,3915,ROOMBB,144432.0,188614.0,hotel_2
264,9650,76617,3915,ROOMFF,156672.0,202522.0,hotel_2
265,9651,76618,3916,ROOMDD,216084.0,247254.0,hotel_2
266,9652,76618,3916,ROOMAA,227957.0,259497.0,hotel_2
267,9653,76618,3916,ROOMGG,239832.0,271735.0,hotel_2
268,9654,76618,3916,ROOMCC,239832.0,271735.0,hotel_2
269,9655,76618,3916,ROOMBB,287321.0,320699.0,hotel_2
270,9656,76618,3916,ROOMFF,311068.0,345177.0,hotel_2
271,9657,76619,3917,ROOMHH,213961.5,262201.5,hotel_2
272,9658,76620,3918,ROOMDD,81821.0,106301.0,hotel_2
273,9659,76620,3918,ROOMAA,85912.0,110392.0,hotel_2
274,9660,76620,3918,ROOMGG,90003.0,114483.0,hotel_2
275,9661,76620,3918,ROOMCC,90003.0,114483.0,hotel_2
276,9662,76620,3918,ROOMBB,106367.0,130847.0,hotel_2
277,9663,76620,3918,ROOMFF,114549.0,139029.0,hotel_2
278,9664,76621,3919,ROOMDD,293760.0,293760.0,hotel_2
279,9665,76621,3919,ROOMAA,302940.0,302940.0,hotel_2
280,9666,76621,3919,ROOMGG,312120.0,312120.0,hotel_2
281,9667,76621,3919,ROOMCC,312120.0,312120.0,hotel_2
282,9668,76621,3919,ROOMBB,348840.0,348840.0,hotel_2
283,9669,76621,3919,ROOMFF,367200.0,367200.0,hotel_2
284,9670,76622,3920,ROOMDD,293760.0,293760.0,hotel_2
285,9671,76622,3920,ROOMAA,302940.0,302940.0,hotel_2
286,9672,76622,3920,ROOMGG,312120.0,312120.0,hotel_2
287,9673,76622,3920,ROOMCC,312120.0,312120.0,hotel_2
288,9674,76622,3920,ROOMBB,348840.0,348840.0,hotel_2
289,9675,76622,3920,ROOMFF,367200.0,367200.0,hotel_2
290,9676,76623,3921,ROOMCC,271575.0,303983.75,hotel_2
291,9677,76624,3922,ROOMDD,182.0,250.0,hotel_2
292,9678,76624,3922,ROOMAA,193.0,261.0,hotel_2
293,9679,76624,3922,ROOMGG,205.0,273.0,hotel_2
294,9680,76624,3922,ROOMCC,205.0,273.0,hotel_2
295,9681,76624,3922,ROOMBB,250.0,318.0,hotel_2
296,9682,76624,3922,ROOMFF,273.0,341.0,hotel_2
297,9683,76625,3923,ROOMEE,414606.2,414606.2,hotel_2
298,9684,76625,3923,ROOMHH,469686.2,469686.2,hotel_2
299,9685,76626,3924,ROOMAA,308160.0,351911.0,hotel_2
300,9686,76626,3924,ROOMGG,322560.0,367210.0,hotel_2
301,9687,76626,3924,ROOMCC,322560.0,367210.0,hotel_2
302,9688,76626,3924,ROOMBB,380160.0,428412.0,hotel_2
303,9689,76626,3924,ROOMFF,408960.0,459014.0,hotel_2
304,9690,76627,3925,ROOMGG,307296.0,341291.0,hotel_2
305,9691,76627,3925,ROOMCC,307296.0,341291.0,hotel_2
306,9692,76627,3925,ROOMBB,363168.0,398891.0,hotel_2
307,9693,76627,3925,ROOMFF,391104.0,427693.0,hotel_2
308,9694,76631,3929,ROOMAA,151377.0,180540.0,hotel_2
309,9695,76631,3929,ROOMGG,160284.0,189720.0,hotel_2
310,9696,76631,3929,ROOMCC,160284.0,189720.0,hotel_2
311,9697,76631,3929,ROOMBB,195900.0,226440.0,hotel_2
312,9698,76631,3929,ROOMFF,213711.0,244800.0,hotel_2
313,9699,76632,3930,ROOMDD,668.1,736.71,hotel_2
314,9700,76632,3930,ROOMAA,702.1,770.37,hotel_2
315,9701,76632,3930,ROOMGG,736.1,804.04,hotel_2
316,9702,76632,3930,ROOMCC,736.1,804.04,hotel_2
317,9703,76632,3930,ROOMBB,872.1,940.17,hotel_2
318,9704,76632,3930,ROOMFF,940.1,1008.23,hotel_2
319,9705,76633,3931,ROOMDD,182.0,250.0,hotel_2
320,9706,76633,3931,ROOMAA,193.0,261.0,hotel_2
321,9707,76633,3931,ROOMGG,205.0,273.0,hotel_2
322,9708,76633,3931,ROOMCC,205.0,273.0,hotel_2
323,9709,76633,3931,ROOMBB,250.0,318.0,hotel_2
324,9710,76633,3931,ROOMFF,273.0,341.0,hotel_2
325,9712,76634,3932,ROOMDD,240516.0,265003.0,hotel_2
326,9713,76634,3932,ROOMAA,252756.0,277245.0,hotel_2
327,9714,76634,3932,ROOMGG,264996.0,289484.0,hotel_2
328,9715,76634,3932,ROOMCC,264996.0,289484.0,hotel_2
329,9716,76634,3932,ROOMBB,313956.0,338445.0,hotel_2
330,9717,76634,3932,ROOMFF,338436.0,362927.0,hotel_2
331,9711,76635,3933,ROOMCC,259335.0,291744.0,hotel_2
332,9718,76636,3934,ROOMEE,295.0,407.0,hotel_2
333,9719,76636,3934,ROOMHH,364.0,476.0,hotel_2
334,9720,76637,3935,ROOMCC,259335.0,291744.0,hotel_2
335,9721,76638,3936,ROOMDD,227.0,295.0,hotel_2
336,9722,76638,3936,ROOMAA,239.0,307.0,hotel_2
337,9723,76638,3936,ROOMGG,250.0,318.0,hotel_2
338,9724,76638,3936,ROOMCC,250.0,318.0,hotel_2
339,9725,76638,3936,ROOMBB,295.0,363.0,hotel_2
340,9726,76638,3936,ROOMFF,318.0,386.0,hotel_2
341,9727,76639,3937,ROOMDD,182.0,250.0,hotel_2
342,9728,76639,3937,ROOMAA,193.0,261.0,hotel_2
343,9729,76639,3937,ROOMGG,205.0,273.0,hotel_2
344,9730,76639,3937,ROOMCC,205.0,273.0,hotel_2
345,9731,76639,3937,ROOMBB,250.0,318.0,hotel_2
346,9732,76639,3937,ROOMFF,273.0,341.0,hotel_2
347,9733,76641,3939,ROOMDD,115056.0,155230.0,hotel_2
348,9734,76641,3939,ROOMAA,121176.0,162186.0,hotel_2
349,9735,76641,3939,ROOMGG,127296.0,169140.0,hotel_2
350,9736,76641,3939,ROOMCC,127296.0,169140.0,hotel_2
351,9737,76641,3939,ROOMBB,151776.0,196958.0,hotel_2
352,9738,76641,3939,ROOMFF,164016.0,210868.0,hotel_2
353,9739,76642,3940,ROOMDD,111604.0,139540.0,hotel_2
354,9740,76642,3940,ROOMAA,117540.0,145662.0,hotel_2
355,9741,76642,3940,ROOMGG,123478.0,151780.0,hotel_2
356,9742,76642,3940,ROOMCC,123478.0,151780.0,hotel_2
357,9743,76642,3940,ROOMBB,147222.0,176260.0,hotel_2
358,9744,76642,3940,ROOMFF,159096.0,188502.0,hotel_2
359,9745,76643,3941,ROOMDD,178704.0,203189.0,hotel_2
360,9746,76643,3941,ROOMAA,187884.0,212371.0,hotel_2
361,9747,76643,3941,ROOMGG,197064.0,221550.0,hotel_2
362,9748,76643,3941,ROOMCC,197064.0,221550.0,hotel_2
363,9749,76643,3941,ROOMBB,233784.0,258271.0,hotel_2
364,9750,76643,3941,ROOMFF,252144.0,276632.0,hotel_2
365,9751,76644,3942,ROOMCC,155876.0,233540.0,hotel_2
366,9752,76644,3942,ROOMEE,181214.0,265532.0,hotel_2
367,9753,76644,3942,ROOMHH,181214.0,265532.0,hotel_2
368,9754,76645,3943,ROOMEE,469800.0,469800.0,hotel_2
369,9755,76646,3944,ROOMDD,81821.0,106301.0,hotel_2
370,9756,76646,3944,ROOMAA,85912.0,110392.0,hotel_2
371,9757,76646,3944,ROOMGG,90003.0,114483.0,hotel_2
372,9758,76646,3944,ROOMCC,90003.0,114483.0,hotel_2
373,9759,76646,3944,ROOMBB,106367.0,130847.0,hotel_2
374,9760,76646,3944,ROOMFF,114549.0,139029.0,hotel_2
375,9761,76647,3945,ROOMGG,150552.0,175038.0,hotel_2
376,9762,76647,3945,ROOMCC,150552.0,175038.0,hotel_2
377,9763,76647,3945,ROOMBB,175032.0,199518.0,hotel_2
378,9764,76648,3946,ROOMDD,55638.0,80118.0,hotel_2
379,9765,76648,3946,ROOMAA,59116.0,83596.0,hotel_2
380,9766,76648,3946,ROOMGG,62593.0,87073.0,hotel_2
381,9767,76648,3946,ROOMCC,62593.0,87073.0,hotel_2
382,9768,76648,3946,ROOMBB,76503.0,100983.0,hotel_2
383,9769,76648,3946,ROOMFF,83457.0,107937.0,hotel_2
384,9770,76649,3947,ROOMGG,236059.0,267849.0,hotel_2
385,9771,76649,3947,ROOMCC,236059.0,267849.0,hotel_2
386,9772,76649,3947,ROOMBB,277963.0,311049.0,hotel_2
387,9773,76649,3947,ROOMFF,298915.0,332650.0,hotel_2
388,9774,76650,3948,ROOMAA,179872.0,209921.0,hotel_2
389,9775,76650,3948,ROOMGG,188777.0,219102.0,hotel_2
390,9776,76650,3948,ROOMCC,188777.0,219102.0,hotel_2
391,9777,76650,3948,ROOMBB,224395.0,255822.0,hotel_2
392,9778,76651,3949,ROOMAA,200736.0,225221.0,hotel_2
393,9779,76651,3949,ROOMGG,209916.0,234404.0,hotel_2
394,9780,76651,3949,ROOMCC,209916.0,234404.0,hotel_2
395,9781,76651,3949,ROOMBB,246636.0,271124.0,hotel_2
396,9782,76651,3949,ROOMFF,264996.0,289484.0,hotel_2
397,9783,76652,3950,ROOMAA,311.66,432.65,hotel_2
398,9784,76652,3950,ROOMCC,328.15,453.05,hotel_2
399,9785,76652,3950,ROOMBB,394.11,529.55,hotel_2
400,9786,76653,3951,ROOMDD,107100.0,146188.0,hotel_2
401,9787,76653,3951,ROOMAA,113220.0,153144.0,hotel_2
402,9788,76653,3951,ROOMGG,119340.0,160098.0,hotel_2
403,9789,76653,3951,ROOMCC,119340.0,160098.0,hotel_2
404,9790,76653,3951,ROOMBB,143820.0,187918.0,hotel_2
405,9791,76654,3952,ROOMAA,547.4,615.54,hotel_2
406,9792,76654,3952,ROOMCC,572.9,640.96,hotel_2
407,9793,76654,3952,ROOMBB,674.9,743.44,hotel_2
408,9794,76654,3952,ROOMFF,725.9,793.56,hotel_2
409,9795,76655,3953,ROOMAA,547.4,615.54,hotel_2
410,9796,76655,3953,ROOMCC,572.9,640.96,hotel_2
411,9797,76655,3953,ROOMBB,674.9,743.44,hotel_2
412,9798,76655,3953,ROOMFF,725.9,793.56,hotel_2
413,9799,76656,3954,ROOMEE,193157.6,243779.04,hotel_2
414,9800,76656,3954,ROOMHH,228775.6,280500.04,hotel_2
