,date,utm_source,utm_medium,utm_campaign,user_count,session_count,hotel_id
56,2024-09-19,google,cpc,HU | GSN | PERF I Brand,51,58,hotel_2
57,2024-09-19,facebook,cpc,campaign_18,43,55,hotel_2
58,2024-09-19,google,cpc,AT | pMAX Hotel | PERF I Brand,46,48,hotel_2
59,2024-09-19,google,cpc,HU | GSN | PERF I Lokáció,35,46,hotel_2
60,2024-09-19,facebook,cpc,campaign_17,39,39,hotel_2
61,2024-09-19,google,cpc,HU | GSN | PERF I Brand 2,26,34,hotel_2
62,2024-09-19,facebook,referral,(referral),21,22,hotel_2
63,2024-09-19,bing,cpc,campaign_33,8,22,hotel_2
64,2024-09-19,google,cpc,CZ | pMAX | PERF I Brand,19,19,hotel_2
65,2024-09-19,google,cpc,campaign_27,9,17,hotel_2
66,2024-09-19,google,cpc,DE | pMAX Hotel | PERF I Brand,16,16,hotel_2
67,2024-09-19,google,cpc,AT | GSN | PERF I Brand,11,13,hotel_2
68,2024-09-19,facebook,cpc,campaign_19,9,12,hotel_2
69,2024-09-19,bing,organic,(organic),8,8,hotel_2
70,2024-09-19,hirlevel,ct,campaign_3,5,8,hotel_2
71,2024-09-19,ajanlat,offline,campaign_2,4,8,hotel_2
72,2024-09-19,bing,cpc,HU | GSN | Brand 2024,4,7,hotel_2
73,2024-09-19,phone,offline,proposal-by-phone,3,7,hotel_2
74,2024-09-19,google,cpc,(referral),2,6,hotel_2
75,2024-09-19,facebook,referral,(referral),6,6,hotel_2
76,2024-09-19,zadir.hu,referral,(referral),1,5,hotel_2
77,2024-09-19,google,cpc,AT | GSN | PERF | Lokáció,5,5,hotel_2
78,2024-09-19,google,cpc,HU | GDN | ENGM I Programok '24,5,5,hotel_2
79,2024-09-19,google,cpc,campaign_21,4,5,hotel_2
80,2024-09-19,facebook,referral,(referral),4,4,hotel_2
81,2024-09-19,google,cpc,campaign_22,3,4,hotel_2
82,2024-09-19,(not set),(not set),(not set),352,468,hotel_2
83,2024-09-19,facebook,cpc,campaign_20,2,3,hotel_2
84,2024-09-19,google,cpc,campaign_23,0,3,hotel_2
85,2024-09-19,ajanlat,email,campaign_7,3,3,hotel_2
86,2024-09-19,(direct),(none),(not set),1,2,hotel_2
87,2024-09-19,google,organic,(not set),2,2,hotel_2
88,2024-09-19,seznam,organic,(organic),1,2,hotel_2
89,2024-09-19,redir.d-edgeconnect.media,referral,(referral),2,2,hotel_2
90,2024-09-19,bing,cpc,campaign_14,0,2,hotel_2
91,2024-09-19,bing,cpc,DE | GSN | Brand 2024,1,2,hotel_2
92,2024-09-19,google,cpc,DE | GSN | PERF I Brand,1,2,hotel_2
93,2024-09-19,hirlevel,ct,campaign_13,1,2,hotel_2
94,2024-09-19,loyalty,email,loyalty-email,1,2,hotel_2
95,2024-09-19,app.bonomi.io,referral,(referral),1,1,hotel_2
96,2024-09-19,cdn.respond.io,referral,(referral),1,1,hotel_2
97,2024-09-19,economica.net,referral,(referral),1,1,hotel_2
98,2024-09-19,instagram,referral,(referral),1,1,hotel_2
99,2024-09-19,padlet.com,referral,(referral),0,1,hotel_2
100,2024-09-19,pay.eewosecure.com,referral,(referral),1,1,hotel_2
101,2024-09-19,thermenhotels.at,referral,(referral),1,1,hotel_2
102,2024-09-19,fb,paid,campaign_8,1,1,hotel_2
103,2024-09-19,fb,paid,campaign_9,1,1,hotel_2
104,2024-09-19,bing,cpc,AT | GSN | Brand 2024,1,1,hotel_2
105,2024-09-19,google,cpc,(organic),223,251,hotel_2
106,2024-09-20,(direct),(none),(direct),162,191,hotel_2
107,2024-09-20,ajanlat,email,campaign_7,0,1,hotel_2
108,2024-09-20,(not set),(not set),(not set),300,406,hotel_2
109,2024-09-20,google,cpc,(not set),142,148,hotel_2
110,2024-09-20,google,organic,(organic),112,121,hotel_2
111,2024-09-20,google,cpc,HU | pMAX | PERF I Brand,106,112,hotel_2
112,2024-09-20,google,cpc,HU | GSN | PERF I Brand,53,59,hotel_2
113,2024-09-20,facebook,cpc,campaign_18,58,59,hotel_2
114,2024-09-20,facebook,cpc,campaign_19,39,42,hotel_2
115,2024-09-20,google,cpc,AT | pMAX Hotel | PERF I Brand,36,39,hotel_2
116,2024-09-20,google,cpc,HU | GSN | PERF I Brand 2,30,37,hotel_2
117,2024-09-20,facebook,cpc,campaign_17,35,36,hotel_2
118,2024-09-20,google,cpc,HU | GSN | PERF I Lokáció,25,29,hotel_2
119,2024-09-20,bing,cpc,campaign_33,23,26,hotel_2
120,2024-09-20,facebook,referral,(referral),14,22,hotel_2
121,2024-09-20,google,cpc,AT | GSN | PERF I Brand,6,13,hotel_2
122,2024-09-20,google,cpc,CZ | pMAX | PERF I Brand,12,13,hotel_2
123,2024-09-20,google,cpc,DE | pMAX Hotel | PERF I Brand,9,13,hotel_2
124,2024-09-20,facebook,referral,(referral),11,12,hotel_2
125,2024-09-20,ajanlat,offline,campaign_2,8,11,hotel_2
126,2024-09-20,bing,cpc,HU | GSN | Brand 2024,7,10,hotel_2
127,2024-09-20,google,cpc,HU | GDN | ENGM I Programok '24,9,9,hotel_2
128,2024-09-20,google,cpc,AT | GSN | PERF | Lokáció,7,8,hotel_2
129,2024-09-20,google,cpc,(referral),3,7,hotel_2
130,2024-09-20,facebook,referral,(referral),5,6,hotel_2
131,2024-09-20,google,cpc,campaign_27,4,6,hotel_2
132,2024-09-20,bing,organic,(organic),2,5,hotel_2
133,2024-09-20,hirlevel,ct,campaign_13,1,5,hotel_2
134,2024-09-20,hirlevel,ct,campaign_3,3,5,hotel_2
135,2024-09-20,yahoo,organic,(organic),1,4,hotel_2
136,2024-09-20,(direct),(none),(not set),2,3,hotel_2
137,2024-09-20,familypark.at,referral,(referral),1,3,hotel_2
138,2024-09-20,redir.d-edgeconnect.media,referral,(referral),1,3,hotel_2
139,2024-09-20,facebook,cpc,campaign_20,1,3,hotel_2
140,2024-09-20,email,offline,proposal-by-phone,2,3,hotel_2
141,2024-09-20,google,organic,(not set),2,2,hotel_2
142,2024-09-20,bing,cpc,DE | GSN | Brand 2024,1,2,hotel_2
143,2024-09-20,google,cpc,DE | GSN | PERF I Brand,2,2,hotel_2
144,2024-09-20,google,cpc,DE | GSN | PERF I Lokáció,2,2,hotel_2
145,2024-09-20,instagram,cpc,campaign_24,2,2,hotel_2
146,2024-09-20,google,cpc,campaign_23,1,2,hotel_2
147,2024-09-20,hirlevel_s1,newsletter,hirlevel_c1,0,2,hotel_2
148,2024-09-20,www.familypark.at,referral,(not set),1,1,hotel_2
149,2024-09-20,duckduckgo,organic,(organic),1,1,hotel_2
150,2024-09-20,app.zoomsphere.com,referral,(referral),1,1,hotel_2
151,2024-09-20,cdn.respond.io,referral,(referral),1,1,hotel_2
152,2024-09-20,padlet.com,referral,(referral),1,1,hotel_2
153,2024-09-20,thermengutscheine.at,referral,(referral),1,1,hotel_2
154,2024-09-20,wellcard.at,referral,(referral),1,1,hotel_2
155,2024-09-20,fb,paid,campaign_9,0,1,hotel_2
156,2024-09-20,fb,paid,campaign_25,1,1,hotel_2
157,2024-09-20,bing,cpc,AT | GSN | Brand 2024,0,1,hotel_2
158,2024-09-20,google,cpc,CZ | GSN | PERF I Brand,1,1,hotel_2
159,2024-09-20,google,cpc,campaign_21,1,1,hotel_2
160,2024-09-20,google,cpc,campaign_26,1,1,hotel_2
161,2024-09-20,hirlevel,ct,feliratkozas_en,1,1,hotel_2
162,2024-09-20,loyalty,email,loyalty-email,1,1,hotel_2
163,2024-09-20,google,cpc,(organic),236,261,hotel_2
164,2024-09-21,google,cpc,(organic),211,223,hotel_2
165,2024-09-21,ajanlat,email,campaign_7,1,1,hotel_2
166,2024-09-21,(direct),(none),(direct),116,139,hotel_2
167,2024-09-21,google,cpc,(not set),114,125,hotel_2
168,2024-09-21,google,organic,(organic),106,124,hotel_2
169,2024-09-21,google,cpc,HU | pMAX | PERF I Brand,85,90,hotel_2
170,2024-09-21,facebook,cpc,campaign_18,74,76,hotel_2
171,2024-09-21,google,cpc,HU | GSN | PERF I Brand,59,67,hotel_2
172,2024-09-21,google,cpc,HU | GSN | PERF I Lokáció,35,49,hotel_2
173,2024-09-21,facebook,cpc,campaign_17,46,47,hotel_2
174,2024-09-21,google,cpc,AT | pMAX Hotel | PERF I Brand,27,38,hotel_2
175,2024-09-21,facebook,cpc,campaign_19,34,35,hotel_2
176,2024-09-21,facebook,referral,(referral),23,24,hotel_2
177,2024-09-21,google,cpc,HU | GSN | PERF I Brand 2,18,23,hotel_2
178,2024-09-21,google,cpc,AT | GSN | PERF I Brand,10,22,hotel_2
179,2024-09-21,google,cpc,DE | pMAX Hotel | PERF I Brand,20,20,hotel_2
180,2024-09-21,facebook,referral,(referral),17,17,hotel_2
181,2024-09-21,google,cpc,CZ | pMAX | PERF I Brand,16,17,hotel_2
182,2024-09-21,google,cpc,campaign_27,11,12,hotel_2
183,2024-09-21,bing,cpc,campaign_33,8,10,hotel_2
184,2024-09-21,google,cpc,HU | GDN | ENGM I Programok '24,10,10,hotel_2
185,2024-09-21,(direct),(none),(not set),1,6,hotel_2
186,2024-09-21,facebook,referral,(referral),2,6,hotel_2
187,2024-09-21,google,cpc,AT | GSN | PERF | Lokáció,4,6,hotel_2
188,2024-09-21,google,cpc,campaign_22,4,5,hotel_2
189,2024-09-21,google,organic,(not set),1,4,hotel_2
190,2024-09-21,bing,organic,(organic),1,4,hotel_2
191,2024-09-21,google,cpc,(referral),3,4,hotel_2
192,2024-09-21,google,cpc,campaign_21,3,4,hotel_2
193,2024-09-21,ajanlat,offline,campaign_2,2,4,hotel_2
194,2024-09-21,familypark.at,referral,(referral),0,3,hotel_2
195,2024-09-21,hirlevel,ct,campaign_3,2,3,hotel_2
196,2024-09-21,instagram,cpc,campaign_24,3,3,hotel_2
197,2024-09-21,www.familypark.at,referral,(not set),1,2,hotel_2
198,2024-09-21,seznam,organic,(organic),1,2,hotel_2
199,2024-09-21,kapu.hu,referral,(referral),1,2,hotel_2
200,2024-09-21,instagram,referral,(referral),2,2,hotel_2
201,2024-09-21,redir.d-edgeconnect.media,referral,(referral),1,2,hotel_2
202,2024-09-21,wellcard.at,referral,(referral),2,2,hotel_2
203,2024-09-21,bing,cpc,AT | GSN | Brand 2024,2,2,hotel_2
204,2024-09-21,google,cpc,DE | GSN | PERF I Brand,2,2,hotel_2
205,2024-09-21,bing,cpc,HU | GSN | Brand 2024,2,2,hotel_2
206,2024-09-21,google,cpc,campaign_23,2,2,hotel_2
207,2024-09-21,email,offline,proposal-by-phone,1,2,hotel_2
208,2024-09-21,yahoo,organic,(organic),1,1,hotel_2
209,2024-09-21,app.bonomi.io,referral,(referral),0,1,hotel_2
210,2024-09-21,cdn.respond.io,referral,(referral),0,1,hotel_2
211,2024-09-21,padlet.com,referral,(referral),1,1,hotel_2
212,2024-09-21,pay.eewosecure.com,referral,(referral),1,1,hotel_2
213,2024-09-21,romaniatv.net,referral,(referral),1,1,hotel_2
214,2024-09-21,bing,cpc,DE | GSN | Brand 2024,1,1,hotel_2
215,2024-09-21,google,cpc,campaign_28,1,1,hotel_2
216,2024-09-21,facebook,cpc,campaign_20,1,1,hotel_2
217,2024-09-21,hirlevel_s1,newsletter,hirlevel_c1,1,1,hotel_2
218,2024-09-21,(not set),(not set),(not set),286,393,hotel_2
219,2024-09-22,ajanlat,offline,campaign_2,1,4,hotel_2
220,2024-09-22,google,cpc,(organic),267,299,hotel_2
221,2024-09-22,(direct),(none),(direct),220,255,hotel_2
222,2024-09-22,google,cpc,(not set),180,203,hotel_2
223,2024-09-22,google,organic,(organic),157,171,hotel_2
224,2024-09-22,facebook,cpc,campaign_18,112,118,hotel_2
225,2024-09-22,google,cpc,HU | pMAX | PERF I Brand,98,108,hotel_2
226,2024-09-22,google,cpc,HU | GSN | PERF I Brand,79,94,hotel_2
227,2024-09-22,google,cpc,HU | GSN | PERF I Brand 2,48,58,hotel_2
228,2024-09-22,facebook,cpc,campaign_19,46,46,hotel_2
229,2024-09-22,google,cpc,AT | pMAX Hotel | PERF I Brand,41,44,hotel_2
230,2024-09-22,facebook,cpc,campaign_17,41,44,hotel_2
231,2024-09-22,facebook,referral,(referral),30,33,hotel_2
232,2024-09-22,google,cpc,HU | GSN | PERF I Lokáció,21,25,hotel_2
233,2024-09-22,facebook,referral,(referral),17,24,hotel_2
234,2024-09-22,google,cpc,DE | pMAX Hotel | PERF I Brand,21,23,hotel_2
235,2024-09-22,google,cpc,AT | GSN | PERF I Brand,9,14,hotel_2
236,2024-09-22,google,cpc,HU | GDN | ENGM I Programok '24,14,14,hotel_2
237,2024-09-22,bing,cpc,campaign_33,10,13,hotel_2
238,2024-09-22,facebook,referral,(referral),6,9,hotel_2
239,2024-09-22,instagram,cpc,campaign_24,6,9,hotel_2
240,2024-09-22,google,cpc,(referral),4,7,hotel_2
241,2024-09-22,google,cpc,CZ | pMAX | PERF I Brand,7,7,hotel_2
242,2024-09-22,google,cpc,campaign_27,6,7,hotel_2
243,2024-09-22,google,cpc,AT | GSN | PERF | Lokáció,5,5,hotel_2
244,2024-09-22,yahoo,organic,(organic),0,4,hotel_2
245,2024-09-22,familypark.at,referral,(referral),3,4,hotel_2
246,2024-09-22,google,cpc,DE | GSN | PERF I Lokáció,4,4,hotel_2
247,2024-09-22,google,cpc,campaign_21,3,4,hotel_2
248,2024-09-22,(not set),(not set),(not set),387,532,hotel_2
249,2024-09-22,email,offline,proposal-by-phone,3,4,hotel_2
250,2024-09-22,(direct),(none),(not set),0,3,hotel_2
251,2024-09-22,instagram,referral,(referral),1,3,hotel_2
252,2024-09-22,google,cpc,DE | GSN | PERF I Brand,2,3,hotel_2
253,2024-09-22,google,cpc,campaign_23,2,3,hotel_2
254,2024-09-22,seznam,organic,(organic),2,2,hotel_2
255,2024-09-22,kapu.hu,referral,(referral),1,2,hotel_2
256,2024-09-22,bing,cpc,DE | GSN | Brand 2024,0,2,hotel_2
257,2024-09-22,hirlevel,ct,campaign_3,2,2,hotel_2
258,2024-09-22,bing,cpc,HU | GSN | Brand 2024,1,2,hotel_2
259,2024-09-22,google,organic,(not set),1,1,hotel_2
260,2024-09-22,www.familypark.at,referral,(not set),0,1,hotel_2
261,2024-09-22,bing,organic,(organic),1,1,hotel_2
262,2024-09-22,duckduckgo,organic,(organic),1,1,hotel_2
263,2024-09-22,connexservice.com,referral,(referral),1,1,hotel_2
264,2024-09-22,economica.net,referral,(referral),1,1,hotel_2
265,2024-09-22,kereso.startlap.hu,referral,(referral),1,1,hotel_2
266,2024-09-22,padlet.com,referral,(referral),0,1,hotel_2
267,2024-09-22,redir.d-edgeconnect.media,referral,(referral),0,1,hotel_2
268,2024-09-22,thermengutscheine.at,referral,(referral),1,1,hotel_2
269,2024-09-22,wellcard.at,referral,(referral),1,1,hotel_2
270,2024-09-22,bing,cpc,AT | GSN | Brand 2024,1,1,hotel_2
271,2024-09-22,google,cpc,campaign_22,1,1,hotel_2
272,2024-09-22,google,cpc,campaign_28,1,1,hotel_2
273,2024-09-22,facebook,cpc,campaign_20,1,1,hotel_2
274,2024-09-22,ajanlat,email,campaign_7,0,1,hotel_2
275,2024-09-22,ajanlat,offline,proposal-by-phone,1,1,hotel_2
276,2024-09-23,(direct),(none),(direct),757,785,hotel_2
277,2024-09-23,(not set),(not set),(not set),445,595,hotel_2
278,2024-09-23,google,cpc,(organic),292,332,hotel_2
279,2024-09-23,facebook,cpc,campaign_18,193,203,hotel_2
280,2024-09-23,google,organic,(organic),164,184,hotel_2
281,2024-09-23,google,cpc,(not set),149,176,hotel_2
282,2024-09-23,google,cpc,HU | pMAX | PERF I Brand,89,100,hotel_2
283,2024-09-23,google,cpc,HU | GSN | PERF I Brand,72,90,hotel_2
284,2024-09-23,facebook,cpc,campaign_19,65,70,hotel_2
285,2024-09-23,google,cpc,AT | pMAX Hotel | PERF I Brand,53,61,hotel_2
286,2024-09-23,google,cpc,HU | GSN | PERF I Brand 2,46,54,hotel_2
287,2024-09-23,google,cpc,HU | GSN | PERF I Lokáció,26,50,hotel_2
288,2024-09-23,facebook,cpc,campaign_17,44,48,hotel_2
289,2024-09-23,facebook,referral,(referral),35,37,hotel_2
290,2024-09-23,facebook,referral,(referral),28,29,hotel_2
291,2024-09-23,bing,cpc,campaign_33,21,23,hotel_2
292,2024-09-23,google,cpc,CZ | pMAX | PERF I Brand,20,22,hotel_2
293,2024-09-23,google,cpc,AT | GSN | PERF I Brand,6,13,hotel_2
294,2024-09-23,instagram,cpc,campaign_24,11,13,hotel_2
295,2024-09-23,google,cpc,HU | GDN | ENGM I Programok '24,7,12,hotel_2
296,2024-09-23,google,cpc,DE | pMAX Hotel | PERF I Brand,7,10,hotel_2
297,2024-09-23,bing,organic,(organic),6,9,hotel_2
298,2024-09-23,google,cpc,campaign_21,9,9,hotel_2
299,2024-09-23,wellcard.at,referral,(referral),2,8,hotel_2
300,2024-09-23,google,cpc,AT | GSN | PERF | Lokáció,8,8,hotel_2
301,2024-09-23,ajanlat,offline,campaign_2,5,8,hotel_2
302,2024-09-23,google,cpc,campaign_27,6,7,hotel_2
303,2024-09-23,ajanlat,offline,proposal-by-phone,7,7,hotel_2
304,2024-09-23,bing,cpc,HU | GSN | Brand 2024,4,6,hotel_2
305,2024-09-23,google,cpc,campaign_22,0,6,hotel_2
306,2024-09-23,google,organic,(not set),4,5,hotel_2
307,2024-09-23,facebook,referral,(referral),4,5,hotel_2
308,2024-09-23,instagram,referral,(referral),3,4,hotel_2
309,2024-09-23,bing,cpc,AT | GSN | Brand 2024,0,4,hotel_2
310,2024-09-23,facebook,cpc,campaign_20,4,4,hotel_2
311,2024-09-23,email,offline,proposal-by-phone,1,4,hotel_2
312,2024-09-23,familypark.at,referral,(referral),3,3,hotel_2
313,2024-09-23,padlet.com,referral,(referral),3,3,hotel_2
314,2024-09-23,redir.d-edgeconnect.media,referral,(referral),2,3,hotel_2
315,2024-09-23,hirlevel,ct,campaign_3,2,3,hotel_2
316,2024-09-23,yahoo,organic,(organic),1,2,hotel_2
317,2024-09-23,google,cpc,(referral),2,2,hotel_2
318,2024-09-23,kereso.startlap.hu,referral,(referral),1,2,hotel_2
319,2024-09-23,thermengutscheine.at,referral,(referral),1,2,hotel_2
320,2024-09-23,fb,paid,campaign_9,2,2,hotel_2
321,2024-09-23,bing,cpc,DE | GSN | Brand 2024,2,2,hotel_2
322,2024-09-23,instagram,cpc,campaign_20,2,2,hotel_2
323,2024-09-23,(direct),(none),(not set),0,1,hotel_2
324,2024-09-23,duckduckgo,organic,(organic),1,1,hotel_2
325,2024-09-23,seznam,organic,(organic),0,1,hotel_2
326,2024-09-23,antispam.bubendorff.com,referral,(referral),1,1,hotel_2
327,2024-09-23,economica.net,referral,(referral),0,1,hotel_2
328,2024-09-23,instagram,referral,(referral),1,1,hotel_2
329,2024-09-23,pay.eewosecure.com,referral,(referral),0,1,hotel_2
330,2024-09-23,youtube.com,referral,(referral),1,1,hotel_2
331,2024-09-23,hirlevel_s1,newsletter,hirlevel_c1,1,1,hotel_2
332,2024-09-24,familypark.at,referral,(referral),1,1,hotel_2
333,2024-09-24,hirlevel,ct,feliratkozas_hu,1,1,hotel_2
334,2024-09-24,(direct),(none),(direct),174,195,hotel_2
335,2024-09-24,facebook,cpc,campaign_18,182,189,hotel_2
336,2024-09-24,google,cpc,(not set),173,187,hotel_2
337,2024-09-24,google,organic,(organic),147,163,hotel_2
338,2024-09-24,facebook,cpc,campaign_19,78,81,hotel_2
339,2024-09-24,google,cpc,HU | GSN | PERF I Brand,55,63,hotel_2
340,2024-09-24,google,cpc,HU | pMAX | PERF I Brand,39,57,hotel_2
341,2024-09-24,google,cpc,HU | GSN | PERF I Brand 2,37,47,hotel_2
342,2024-09-24,facebook,cpc,campaign_17,43,46,hotel_2
343,2024-09-24,google,cpc,AT | pMAX Hotel | PERF I Brand,40,43,hotel_2
344,2024-09-24,facebook,referral,(referral),39,39,hotel_2
345,2024-09-24,google,cpc,HU | GSN | PERF I Lokáció,28,29,hotel_2
346,2024-09-24,facebook,referral,(referral),18,27,hotel_2
347,2024-09-24,google,cpc,DE | pMAX Hotel | PERF I Brand,23,24,hotel_2
348,2024-09-24,google,cpc,AT | GSN | PERF I Brand,12,20,hotel_2
349,2024-09-24,bing,cpc,HU | GSN | Brand 2024,10,19,hotel_2
350,2024-09-24,bing,cpc,campaign_33,16,17,hotel_2
351,2024-09-24,google,cpc,campaign_27,12,12,hotel_2
352,2024-09-24,bing,cpc,HU,8,10,hotel_2
353,2024-09-24,google,cpc,AT | GSN | PERF | Lokáció,7,9,hotel_2
354,2024-09-24,google,cpc,CZ | pMAX | PERF I Brand,6,8,hotel_2
355,2024-09-24,ajanlat,offline,campaign_2,4,8,hotel_2
356,2024-09-24,instagram,cpc,campaign_24,4,7,hotel_2
357,2024-09-24,bing,organic,(organic),5,5,hotel_2
358,2024-09-24,redir.d-edgeconnect.media,referral,(referral),3,5,hotel_2
359,2024-09-24,facebook,cpc,campaign_20,4,5,hotel_2
360,2024-09-24,ajanlat,offline,proposal-by-phone,2,5,hotel_2
361,2024-09-24,google,(not set),(not set),4,4,hotel_2
362,2024-09-24,seznam,organic,(organic),0,4,hotel_2
363,2024-09-24,facebook,referral,(referral),4,4,hotel_2
364,2024-09-24,bing,cpc,AT | GSN | Brand 2024,3,4,hotel_2
365,2024-09-24,google,cpc,(referral),2,3,hotel_2
366,2024-09-24,kapu.hu,referral,(referral),2,3,hotel_2
367,2024-09-24,google,cpc,DE | GSN | PERF I Brand,2,3,hotel_2
368,2024-09-24,hirlevel,ct,campaign_3,2,3,hotel_2
369,2024-09-24,google,cpc,campaign_26,2,3,hotel_2
370,2024-09-24,hirlevel_s1,newsletter,hirlevel_c1,2,3,hotel_2
371,2024-09-24,ajanlat,email,campaign_7,3,3,hotel_2
372,2024-09-24,pay.eewosecure.com,referral,(referral),0,2,hotel_2
373,2024-09-24,wellcard.at,referral,(referral),1,2,hotel_2
374,2024-09-24,fb,paid,campaign_8,1,2,hotel_2
375,2024-09-24,google,cpc,campaign_21,1,2,hotel_2
376,2024-09-24,google,cpc,campaign_22,0,2,hotel_2
377,2024-09-24,google,cpc,campaign_23,2,2,hotel_2
378,2024-09-24,email,offline,proposal-by-phone,0,2,hotel_2
379,2024-09-24,(direct),(none),(not set),0,1,hotel_2
380,2024-09-24,google,organic,(not set),1,1,hotel_2
381,2024-09-24,facebook,referral,(not set),1,1,hotel_2
382,2024-09-24,duckduckgo,organic,(organic),1,1,hotel_2
383,2024-09-24,qwant.com,organic,(organic),1,1,hotel_2
384,2024-09-24,yahoo,organic,(organic),0,1,hotel_2
385,2024-09-24,source_8,referral,(referral),1,1,hotel_2
386,2024-09-24,app.zoomsphere.com,referral,(referral),1,1,hotel_2
387,2024-09-24,click.pstmrk.it,referral,(referral),1,1,hotel_2
388,2024-09-24,(not set),(not set),(not set),402,535,hotel_2
389,2024-09-24,kereso.startlap.hu,referral,(referral),1,1,hotel_2
390,2024-09-24,instagram,referral,(referral),0,1,hotel_2
391,2024-09-24,privacywall.org,referral,(referral),1,1,hotel_2
392,2024-09-24,fb,paid,campaign_9,1,1,hotel_2
393,2024-09-24,google,cpc,HU | GDN | ENGM I Programok '24,0,1,hotel_2
394,2024-09-24,google,cpc,(organic),251,285,hotel_2
395,2024-09-25,google,cpc,campaign_21,5,6,hotel_2
396,2024-09-25,hirlevel_s1,newsletter,hirlevel_c1,1,1,hotel_2
397,2024-09-25,facebook,cpc,campaign_18,217,240,hotel_2
398,2024-09-25,(direct),(none),(direct),174,200,hotel_2
399,2024-09-25,google,cpc,(not set),151,162,hotel_2
400,2024-09-25,google,organic,(organic),129,144,hotel_2
401,2024-09-25,google,cpc,HU | GSN | PERF I Brand,66,77,hotel_2
402,2024-09-25,google,cpc,HU | pMAX | PERF I Brand,69,72,hotel_2
