,date,utm_campaign,utm_source,utm_medium,user_count,session_count,hotel_id
74,2024-09-20,(referral),facebook,referral,6,6,hotel_2
75,2024-09-20,HU | pMAX | PERF I Brand,google,cpc,6,6,hotel_2
76,2024-09-20,AT | GSN | PERF I Brand,google,cpc,3,5,hotel_2
77,2024-09-20,campaign_17,facebook,cpc,5,5,hotel_2
78,2024-09-20,(organic),yahoo,organic,1,4,hotel_2
79,2024-09-20,HU | GSN | Brand 2024,bing,cpc,4,4,hotel_2
80,2024-09-20,(not set),(not set),(not set),2,3,hotel_2
81,2024-09-20,HU | GSN | PERF I Lokáció,google,cpc,3,3,hotel_2
82,2024-09-20,campaign_19,facebook,cpc,3,3,hotel_2
83,2024-09-20,(not set),(direct),(none),2,2,hotel_2
84,2024-09-20,(referral),facebook,referral,2,2,hotel_2
85,2024-09-20,AT | pMAX Hotel | PERF I Brand,google,cpc,2,2,hotel_2
86,2024-09-20,campaign_33,bing,cpc,2,2,hotel_2
87,2024-09-20,(referral),cdn.respond.io,referral,1,1,hotel_2
88,2024-09-20,(referral),redir.d-edgeconnect.media,referral,1,1,hotel_2
89,2024-09-20,(referral),thermengutscheine.at,referral,1,1,hotel_2
90,2024-09-20,AT | GSN | PERF | Lokáció,google,cpc,1,1,hotel_2
91,2024-09-20,CZ | GSN | PERF I Brand,google,cpc,1,1,hotel_2
92,2024-09-20,CZ | pMAX | PERF I Brand,google,cpc,1,1,hotel_2
93,2024-09-20,DE | GSN | PERF I Brand,google,cpc,1,1,hotel_2
94,2024-09-20,DE | pMAX Hotel | PERF I Brand,google,cpc,1,1,hotel_2
95,2024-09-20,campaign_13,hirlevel,ct,1,1,hotel_2
96,2024-09-20,campaign_3,hirlevel,ct,1,1,hotel_2
97,2024-09-20,campaign_23,google,cpc,1,1,hotel_2
98,2024-09-20,loyalty-email,loyalty,email,1,1,hotel_2
99,2024-09-20,campaign_2,ajanlat,offline,1,1,hotel_2
100,2024-09-21,AT | pMAX Hotel | PERF I Brand,google,cpc,2,2,hotel_2
101,2024-09-21,campaign_23,google,cpc,1,1,hotel_2
102,2024-09-21,HU | GSN | PERF I Brand,google,cpc,18,20,hotel_2
103,2024-09-21,(direct),(direct),(none),17,19,hotel_2
104,2024-09-21,HU | GSN | PERF I Lokáció,google,cpc,13,13,hotel_2
105,2024-09-21,(not set),google,cpc,12,12,hotel_2
106,2024-09-21,HU | pMAX | PERF I Brand,google,cpc,11,11,hotel_2
107,2024-09-21,campaign_17,facebook,cpc,10,11,hotel_2
108,2024-09-21,campaign_18,facebook,cpc,9,9,hotel_2
109,2024-09-21,(referral),facebook,referral,5,5,hotel_2
110,2024-09-21,AT | GSN | PERF I Brand,google,cpc,4,5,hotel_2
111,2024-09-21,(not set),(direct),(none),1,4,hotel_2
112,2024-09-21,HU | GSN | PERF I Brand 2,google,cpc,3,4,hotel_2
113,2024-09-21,(not set),(not set),(not set),1,2,hotel_2
114,2024-09-21,(referral),facebook,referral,2,2,hotel_2
115,2024-09-21,AT | GSN | Brand 2024,bing,cpc,2,2,hotel_2
116,2024-09-21,(organic),google,cpc,45,50,hotel_2
117,2024-09-21,CZ | pMAX | PERF I Brand,google,cpc,1,2,hotel_2
118,2024-09-21,campaign_21,google,cpc,2,2,hotel_2
119,2024-09-21,(organic),bing,organic,1,1,hotel_2
120,2024-09-21,(organic),yahoo,organic,1,1,hotel_2
121,2024-09-21,(referral),kapu.hu,referral,1,1,hotel_2
122,2024-09-21,(referral),instagram,referral,1,1,hotel_2
123,2024-09-21,(referral),facebook,referral,0,1,hotel_2
124,2024-09-21,(referral),redir.d-edgeconnect.media,referral,1,1,hotel_2
125,2024-09-21,(referral),wellcard.at,referral,1,1,hotel_2
126,2024-09-21,DE | GSN | PERF I Brand,google,cpc,1,1,hotel_2
127,2024-09-21,campaign_3,hirlevel,ct,1,1,hotel_2
128,2024-09-21,campaign_27,google,cpc,1,1,hotel_2
129,2024-09-21,campaign_22,google,cpc,1,1,hotel_2
130,2024-09-21,campaign_19,facebook,cpc,1,1,hotel_2
131,2024-09-21,campaign_24,instagram,cpc,1,1,hotel_2
132,2024-09-21,(organic),google,organic,23,27,hotel_2
133,2024-09-22,(organic),google,cpc,69,74,hotel_2
134,2024-09-22,(organic),google,organic,39,41,hotel_2
135,2024-09-22,(direct),(direct),(none),34,35,hotel_2
136,2024-09-22,(not set),google,cpc,29,32,hotel_2
137,2024-09-22,campaign_18,facebook,cpc,30,32,hotel_2
138,2024-09-22,HU | GSN | PERF I Brand,google,cpc,25,28,hotel_2
139,2024-09-22,HU | GSN | PERF I Brand 2,google,cpc,13,15,hotel_2
140,2024-09-22,HU | pMAX | PERF I Brand,google,cpc,12,12,hotel_2
141,2024-09-22,(referral),facebook,referral,10,10,hotel_2
142,2024-09-22,campaign_19,facebook,cpc,6,6,hotel_2
143,2024-09-22,(not set),(not set),(not set),4,5,hotel_2
144,2024-09-22,HU | GSN | PERF I Lokáció,google,cpc,5,5,hotel_2
145,2024-09-22,(referral),facebook,referral,4,4,hotel_2
146,2024-09-22,AT | pMAX Hotel | PERF I Brand,google,cpc,3,3,hotel_2
147,2024-09-22,campaign_17,facebook,cpc,3,3,hotel_2
148,2024-09-22,AT | GSN | PERF I Brand,google,cpc,2,2,hotel_2
149,2024-09-22,DE | pMAX Hotel | PERF I Brand,google,cpc,2,2,hotel_2
150,2024-09-22,campaign_24,instagram,cpc,1,2,hotel_2
151,2024-09-22,(organic),bing,organic,1,1,hotel_2
152,2024-09-22,(referral),connexservice.com,referral,1,1,hotel_2
153,2024-09-22,(referral),familypark.at,referral,1,1,hotel_2
154,2024-09-22,(referral),wellcard.at,referral,1,1,hotel_2
155,2024-09-22,CZ | pMAX | PERF I Brand,google,cpc,1,1,hotel_2
156,2024-09-22,campaign_3,hirlevel,ct,1,1,hotel_2
157,2024-09-22,campaign_33,bing,cpc,1,1,hotel_2
158,2024-09-22,campaign_21,google,cpc,1,1,hotel_2
159,2024-09-23,(referral),facebook,referral,9,9,hotel_2
160,2024-09-23,campaign_2,ajanlat,offline,1,1,hotel_2
161,2024-09-23,(direct),(direct),(none),44,45,hotel_2
162,2024-09-23,(organic),google,organic,35,36,hotel_2
163,2024-09-23,HU | GSN | PERF I Brand,google,cpc,25,31,hotel_2
164,2024-09-23,(not set),google,cpc,20,20,hotel_2
165,2024-09-23,HU | GSN | PERF I Brand 2,google,cpc,16,19,hotel_2
166,2024-09-23,HU | pMAX | PERF I Brand,google,cpc,10,10,hotel_2
167,2024-09-23,(organic),google,cpc,66,71,hotel_2
168,2024-09-23,(not set),(not set),(not set),5,7,hotel_2
169,2024-09-23,AT | GSN | PERF I Brand,google,cpc,5,6,hotel_2
170,2024-09-23,HU | GSN | PERF I Lokáció,google,cpc,6,6,hotel_2
171,2024-09-23,campaign_17,facebook,cpc,5,5,hotel_2
172,2024-09-23,AT | pMAX Hotel | PERF I Brand,google,cpc,4,4,hotel_2
173,2024-09-23,HU | GDN | ENGM I Programok '24,google,cpc,4,4,hotel_2
174,2024-09-23,(referral),facebook,referral,3,3,hotel_2
175,2024-09-23,(referral),redir.d-edgeconnect.media,referral,2,3,hotel_2
176,2024-09-23,campaign_33,bing,cpc,3,3,hotel_2
177,2024-09-23,campaign_21,google,cpc,3,3,hotel_2
178,2024-09-23,campaign_19,facebook,cpc,2,3,hotel_2
179,2024-09-23,campaign_24,instagram,cpc,3,3,hotel_2
180,2024-09-23,(referral),facebook,referral,2,2,hotel_2
181,2024-09-23,(referral),wellcard.at,referral,2,2,hotel_2
182,2024-09-23,DE | pMAX Hotel | PERF I Brand,google,cpc,2,2,hotel_2
183,2024-09-23,campaign_27,google,cpc,2,2,hotel_2
184,2024-09-23,HU | GSN | Brand 2024,bing,cpc,2,2,hotel_2
185,2024-09-23,(organic),bing,organic,1,1,hotel_2
186,2024-09-23,(organic),yahoo,organic,1,1,hotel_2
187,2024-09-23,(referral),antispam.bubendorff.com,referral,1,1,hotel_2
188,2024-09-23,(referral),familypark.at,referral,1,1,hotel_2
189,2024-09-23,(referral),instagram,referral,1,1,hotel_2
190,2024-09-23,(referral),kereso.startlap.hu,referral,1,1,hotel_2
191,2024-09-23,(referral),instagram,referral,1,1,hotel_2
192,2024-09-23,(referral),thermengutscheine.at,referral,1,1,hotel_2
193,2024-09-23,AT | GSN | PERF | Lokáció,google,cpc,1,1,hotel_2
194,2024-09-23,campaign_18,facebook,cpc,49,50,hotel_2
195,2024-09-24,(organic),google,organic,37,38,hotel_2
196,2024-09-24,proposal-by-phone,ajanlat,offline,1,1,hotel_2
197,2024-09-24,(direct),(direct),(none),33,35,hotel_2
198,2024-09-24,campaign_18,facebook,cpc,31,34,hotel_2
199,2024-09-24,(not set),google,cpc,19,22,hotel_2
200,2024-09-24,HU | GSN | PERF I Brand,google,cpc,19,22,hotel_2
201,2024-09-24,HU | GSN | PERF I Brand 2,google,cpc,13,15,hotel_2
202,2024-09-24,(referral),facebook,referral,10,10,hotel_2
203,2024-09-24,(referral),facebook,referral,10,10,hotel_2
204,2024-09-24,HU | pMAX | PERF I Brand,google,cpc,9,10,hotel_2
205,2024-09-24,HU | GSN | Brand 2024,bing,cpc,6,6,hotel_2
206,2024-09-24,HU | GSN | PERF I Lokáció,google,cpc,6,6,hotel_2
207,2024-09-24,campaign_17,facebook,cpc,5,5,hotel_2
208,2024-09-24,(not set),(not set),(not set),2,4,hotel_2
209,2024-09-24,AT | GSN | PERF I Brand,google,cpc,3,4,hotel_2
210,2024-09-24,(referral),facebook,referral,3,3,hotel_2
211,2024-09-24,(referral),redir.d-edgeconnect.media,referral,3,3,hotel_2
212,2024-09-24,(organic),bing,organic,2,2,hotel_2
213,2024-09-24,AT | GSN | Brand 2024,bing,cpc,2,2,hotel_2
214,2024-09-24,AT | GSN | PERF | Lokáció,google,cpc,2,2,hotel_2
215,2024-09-24,DE | pMAX Hotel | PERF I Brand,google,cpc,1,2,hotel_2
216,2024-09-24,campaign_19,facebook,cpc,2,2,hotel_2
217,2024-09-24,hirlevel_c1,hirlevel_s1,newsletter,2,2,hotel_2
218,2024-09-24,(organic),qwant.com,organic,1,1,hotel_2
219,2024-09-24,(referral),click.pstmrk.it,referral,1,1,hotel_2
220,2024-09-24,(referral),familypark.at,referral,1,1,hotel_2
221,2024-09-24,(referral),kereso.startlap.hu,referral,1,1,hotel_2
222,2024-09-24,(referral),privacywall.org,referral,1,1,hotel_2
223,2024-09-24,campaign_8,fb,paid,1,1,hotel_2
224,2024-09-24,AT | pMAX Hotel | PERF I Brand,google,cpc,1,1,hotel_2
225,2024-09-24,CZ | pMAX | PERF I Brand,google,cpc,1,1,hotel_2
226,2024-09-24,DE | GSN | PERF I Brand,google,cpc,1,1,hotel_2
227,2024-09-24,campaign_3,hirlevel,ct,1,1,hotel_2
228,2024-09-24,campaign_33,bing,cpc,1,1,hotel_2
229,2024-09-24,campaign_21,google,cpc,1,1,hotel_2
230,2024-09-24,campaign_23,google,cpc,1,1,hotel_2
231,2024-09-24,campaign_2,ajanlat,offline,1,1,hotel_2
232,2024-09-24,(organic),google,cpc,67,71,hotel_2
233,2024-09-25,campaign_17,facebook,cpc,5,5,hotel_2
234,2024-09-25,campaign_23,google,cpc,1,1,hotel_2
235,2024-09-25,(direct),(direct),(none),39,46,hotel_2
236,2024-09-25,(organic),google,organic,26,27,hotel_2
237,2024-09-25,(not set),google,cpc,22,25,hotel_2
238,2024-09-25,HU | GSN | PERF I Brand,google,cpc,15,18,hotel_2
239,2024-09-25,(referral),facebook,referral,13,13,hotel_2
240,2024-09-25,HU | GSN | PERF I Brand 2,google,cpc,9,11,hotel_2
241,2024-09-25,HU | pMAX | PERF I Brand,google,cpc,9,10,hotel_2
242,2024-09-25,(referral),facebook,referral,7,7,hotel_2
243,2024-09-25,AT | GSN | PERF I Brand,google,cpc,4,7,hotel_2
244,2024-09-25,(organic),bing,organic,5,5,hotel_2
245,2024-09-25,(organic),google,cpc,75,83,hotel_2
246,2024-09-25,(referral),facebook,referral,3,4,hotel_2
247,2024-09-25,DE | pMAX Hotel | PERF I Brand,google,cpc,3,3,hotel_2
248,2024-09-25,HU | GSN | Brand 2024,bing,cpc,3,3,hotel_2
249,2024-09-25,campaign_24,instagram,cpc,3,3,hotel_2
250,2024-09-25,(not set),(not set),(not set),1,2,hotel_2
251,2024-09-25,(referral),redir.d-edgeconnect.media,referral,2,2,hotel_2
252,2024-09-25,campaign_13,hirlevel,ct,1,2,hotel_2
253,2024-09-25,campaign_3,hirlevel,ct,2,2,hotel_2
254,2024-09-25,campaign_19,facebook,cpc,2,2,hotel_2
255,2024-09-25,campaign_2,ajanlat,offline,2,2,hotel_2
256,2024-09-25,(not set),(direct),(none),1,1,hotel_2
257,2024-09-25,(referral),source_10,referral,1,1,hotel_2
258,2024-09-25,(referral),thermenhotels.at,referral,1,1,hotel_2
259,2024-09-25,AT | GSN | PERF | Lokáció,google,cpc,1,1,hotel_2
260,2024-09-25,AT | pMAX Hotel | PERF I Brand,google,cpc,1,1,hotel_2
261,2024-09-25,CZ | pMAX | PERF I Brand,google,cpc,1,1,hotel_2
262,2024-09-25,campaign_21,google,cpc,1,1,hotel_2
263,2024-09-25,HU | GSN | PERF I Lokáció,google,cpc,1,1,hotel_2
264,2024-09-25,campaign_18,facebook,cpc,45,49,hotel_2
265,2024-09-26,campaign_21,google,cpc,1,1,hotel_2
266,2024-09-26,(organic),google,cpc,66,68,hotel_2
267,2024-09-26,(organic),google,organic,34,36,hotel_2
268,2024-09-26,(direct),(direct),(none),27,27,hotel_2
269,2024-09-26,HU | GSN | PERF I Brand,google,cpc,21,24,hotel_2
270,2024-09-26,(not set),google,cpc,13,13,hotel_2
271,2024-09-26,(referral),facebook,referral,12,12,hotel_2
272,2024-09-26,HU | pMAX | PERF I Brand,google,cpc,9,9,hotel_2
273,2024-09-26,HU | GSN | PERF I Brand 2,google,cpc,6,6,hotel_2
274,2024-09-26,HU | GSN | PERF I Lokáció,google,cpc,3,5,hotel_2
275,2024-09-26,(organic),bing,organic,4,4,hotel_2
276,2024-09-26,AT | pMAX Hotel | PERF I Brand,google,cpc,4,4,hotel_2
277,2024-09-26,campaign_33,bing,cpc,4,4,hotel_2
278,2024-09-26,campaign_17,facebook,cpc,4,4,hotel_2
279,2024-09-26,(not set),(not set),(not set),2,3,hotel_2
280,2024-09-26,(referral),familypark.at,referral,2,2,hotel_2
281,2024-09-26,(referral),instagram,referral,2,2,hotel_2
282,2024-09-26,(referral),facebook,referral,2,2,hotel_2
283,2024-09-26,(referral),facebook,referral,2,2,hotel_2
284,2024-09-26,(referral),redir.d-edgeconnect.media,referral,2,2,hotel_2
285,2024-09-26,AT | GSN | PERF | Lokáció,google,cpc,2,2,hotel_2
286,2024-09-26,DE | GSN | PERF I Brand,google,cpc,1,2,hotel_2
287,2024-09-26,campaign_24,instagram,cpc,1,2,hotel_2
288,2024-09-26,campaign_26,google,cpc,1,2,hotel_2
289,2024-09-26,campaign_2,ajanlat,offline,2,2,hotel_2
290,2024-09-26,proposal-by-phone,ajanlat,offline,2,2,hotel_2
291,2024-09-26,(referral),3ds.egcp.com,referral,1,1,hotel_2
292,2024-09-26,(referral),wellcard.at,referral,1,1,hotel_2
293,2024-09-26,(referral),zadir.hu,referral,1,1,hotel_2
294,2024-09-26,campaign_3,hirlevel,ct,1,1,hotel_2
295,2024-09-26,HU | GSN | Brand 2024,bing,cpc,1,1,hotel_2
296,2024-09-26,campaign_18,facebook,cpc,45,46,hotel_2
297,2024-09-27,campaign_33,bing,cpc,2,3,hotel_2
298,2024-09-27,campaign_19,facebook,cpc,1,1,hotel_2
299,2024-09-27,(direct),(direct),(none),21,26,hotel_2
300,2024-09-27,(organic),google,organic,24,26,hotel_2
301,2024-09-27,HU | GSN | PERF I Brand 2,google,cpc,19,24,hotel_2
302,2024-09-27,HU | GSN | PERF I Brand,google,cpc,17,20,hotel_2
303,2024-09-27,HU | pMAX | PERF I Brand,google,cpc,15,15,hotel_2
304,2024-09-27,(not set),google,cpc,11,11,hotel_2
305,2024-09-27,(referral),facebook,referral,10,10,hotel_2
306,2024-09-27,(referral),facebook,referral,6,6,hotel_2
307,2024-09-27,AT | pMAX Hotel | PERF I Brand,google,cpc,4,6,hotel_2
308,2024-09-27,(not set),(not set),(not set),3,5,hotel_2
309,2024-09-27,campaign_17,facebook,cpc,5,5,hotel_2
310,2024-09-27,(organic),bing,organic,3,3,hotel_2
311,2024-09-27,(referral),familypark.at,referral,2,3,hotel_2
312,2024-09-27,(organic),google,cpc,50,57,hotel_2
313,2024-09-27,campaign_24,instagram,cpc,2,3,hotel_2
314,2024-09-27,(referral),instagram,referral,1,2,hotel_2
315,2024-09-27,(referral),redir.d-edgeconnect.media,referral,2,2,hotel_2
316,2024-09-27,CZ | pMAX | PERF I Brand,google,cpc,1,2,hotel_2
317,2024-09-27,DE | pMAX Hotel | PERF I Brand,google,cpc,2,2,hotel_2
318,2024-09-27,HU | GSN | PERF I Lokáció,google,cpc,2,2,hotel_2
319,2024-09-27,hirlevel_c1,hirlevel_s1,newsletter,2,2,hotel_2
320,2024-09-27,(organic),duckduckgo,organic,1,1,hotel_2
321,2024-09-27,(referral),google,cpc,1,1,hotel_2
322,2024-09-27,(referral),facebook,referral,1,1,hotel_2
323,2024-09-27,(referral),zadir.hu,referral,1,1,hotel_2
324,2024-09-27,AT | GSN | Brand 2024,bing,cpc,1,1,hotel_2
325,2024-09-27,AT | GSN | PERF I Brand,google,cpc,1,1,hotel_2
326,2024-09-27,AT | GSN | PERF | Lokáció,google,cpc,1,1,hotel_2
327,2024-09-27,CZ | GSN | PERF I Brand,google,cpc,1,1,hotel_2
328,2024-09-27,DE | GSN | PERF I Brand,google,cpc,1,1,hotel_2
329,2024-09-27,HU | GSN | Brand 2024,bing,cpc,1,1,hotel_2
330,2024-09-27,campaign_21,google,cpc,1,1,hotel_2
331,2024-09-27,campaign_18,facebook,cpc,37,39,hotel_2
332,2024-09-28,(organic),google,cpc,67,75,hotel_2
333,2024-09-28,(direct),(direct),(none),32,36,hotel_2
334,2024-09-28,(organic),google,organic,33,35,hotel_2
335,2024-09-28,campaign_18,facebook,cpc,34,34,hotel_2
336,2024-09-28,HU | GSN | PERF I Brand,google,cpc,21,22,hotel_2
337,2024-09-28,HU | GSN | PERF I Brand 2,google,cpc,19,21,hotel_2
338,2024-09-28,(not set),google,cpc,17,17,hotel_2
339,2024-09-28,HU | pMAX | PERF I Brand,google,cpc,11,12,hotel_2
340,2024-09-28,AT | pMAX Hotel | PERF I Brand,google,cpc,8,8,hotel_2
341,2024-09-28,(referral),facebook,referral,7,7,hotel_2
342,2024-09-28,HU | GSN | PERF I Lokáció,google,cpc,6,7,hotel_2
343,2024-09-28,campaign_19,facebook,cpc,7,7,hotel_2
344,2024-09-28,campaign_24,instagram,cpc,5,5,hotel_2
345,2024-09-28,(referral),redir.d-edgeconnect.media,referral,4,4,hotel_2
346,2024-09-28,AT | GSN | PERF I Brand,google,cpc,2,3,hotel_2
347,2024-09-28,campaign_17,facebook,cpc,3,3,hotel_2
348,2024-09-28,(organic),bing,organic,2,2,hotel_2
349,2024-09-28,(referral),instagram,referral,2,2,hotel_2
350,2024-09-28,(referral),facebook,referral,2,2,hotel_2
351,2024-09-28,(not set),(not set),(not set),1,1,hotel_2
352,2024-09-28,(organic),duckduckgo,organic,1,1,hotel_2
353,2024-09-28,AT | GSN | PERF | Lokáció,google,cpc,1,1,hotel_2
354,2024-09-28,DE | GSN | PERF I Brand,google,cpc,1,1,hotel_2
355,2024-09-28,DE | pMAX Hotel | PERF I Brand,google,cpc,1,1,hotel_2
356,2024-09-28,campaign_33,bing,cpc,1,1,hotel_2
357,2024-09-28,campaign_20,facebook,cpc,1,1,hotel_2
358,2024-09-28,hirlevel_c1,hirlevel_s1,newsletter,1,1,hotel_2
359,2024-09-29,(organic),google,organic,33,34,hotel_2
360,2024-09-29,hirlevel_c1,hirlevel_s1,newsletter,1,1,hotel_2
361,2024-09-29,HU | GSN | PERF I Brand,google,cpc,33,35,hotel_2
362,2024-09-29,(organic),google,cpc,61,64,hotel_2
363,2024-09-29,campaign_18,facebook,cpc,29,30,hotel_2
364,2024-09-29,(not set),google,cpc,17,18,hotel_2
365,2024-09-29,HU | pMAX | PERF I Brand,google,cpc,17,18,hotel_2
366,2024-09-29,HU | GSN | PERF I Brand 2,google,cpc,9,10,hotel_2
367,2024-09-29,campaign_19,facebook,cpc,8,10,hotel_2
368,2024-09-29,HU | GSN | PERF I Lokáció,google,cpc,7,9,hotel_2
369,2024-09-29,(referral),facebook,referral,8,8,hotel_2
370,2024-09-29,campaign_17,facebook,cpc,5,5,hotel_2
371,2024-09-29,(referral),facebook,referral,4,4,hotel_2
372,2024-09-29,(referral),wellcard.at,referral,2,4,hotel_2
373,2024-09-29,AT | GSN | PERF I Brand,google,cpc,2,4,hotel_2
374,2024-09-29,AT | pMAX Hotel | PERF I Brand,google,cpc,4,4,hotel_2
375,2024-09-29,(organic),bing,organic,3,3,hotel_2
376,2024-09-29,(referral),instagram,referral,3,3,hotel_2
377,2024-09-29,campaign_24,instagram,cpc,3,3,hotel_2
378,2024-09-29,(not set),(not set),(not set),1,2,hotel_2
379,2024-09-29,(referral),familypark.at,referral,2,2,hotel_2
380,2024-09-29,(referral),facebook,referral,2,2,hotel_2
381,2024-09-29,campaign_3,hirlevel,ct,2,2,hotel_2
382,2024-09-29,campaign_33,bing,cpc,2,2,hotel_2
383,2024-09-29,campaign_21,google,cpc,2,2,hotel_2
384,2024-09-29,(referral),redir.d-edgeconnect.media,referral,1,1,hotel_2
385,2024-09-29,(referral),youtube.com,referral,1,1,hotel_2
386,2024-09-29,AT | GSN | Brand 2024,bing,cpc,1,1,hotel_2
387,2024-09-29,DE | GSN | PERF I Lokáció,google,cpc,1,1,hotel_2
388,2024-09-29,DE | pMAX Hotel | PERF I Brand,google,cpc,1,1,hotel_2
389,2024-09-29,campaign_23,google,cpc,1,1,hotel_2
390,2024-09-29,(direct),(direct),(none),33,36,hotel_2
391,2024-09-30,campaign_21,google,cpc,1,1,hotel_2
392,2024-09-30,proposal-by-phone,email,offline,1,1,hotel_2
393,2024-09-30,HU | GSN | PERF I Brand,google,cpc,27,31,hotel_2
394,2024-09-30,(direct),(direct),(none),28,30,hotel_2
395,2024-09-30,(not set),google,cpc,17,17,hotel_2
396,2024-09-30,campaign_18,facebook,cpc,14,15,hotel_2
